Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,text
2020-05-22,mod_6,19091,124082,Cautious return,solid,May 22,"19,091","124,082","May 22: 19,091 projected total cases<br>Projection upper CI: 124,082 cases<br>"
2020-05-23,mod_2,479465,4193495,Soc. Dist. + Travel Ban,solid,May 23,"479,465","4,193,495","May 23: 479,465 projected total cases<br>Projection upper CI: 4,193,495 cases<br>"
2020-05-23,mod_4,33042,175105,Moderate return,solid,May 23,"33,042","175,105","May 23: 33,042 projected total cases<br>Projection upper CI: 175,105 cases<br>"
2020-05-23,mod_5,85428,363666,Normal (pre-intervention),solid,May 23,"85,428","363,666","May 23: 85,428 projected total cases<br>Projection upper CI: 363,666 cases<br>"
2020-05-23,mod_6,20457,129475,Cautious return,solid,May 23,"20,457","129,475","May 23: 20,457 projected total cases<br>Projection upper CI: 129,475 cases<br>"
2020-05-24,mod_2,513990,4661094,Soc. Dist. + Travel Ban,solid,May 24,"513,990","4,661,094","May 24: 513,990 projected total cases<br>Projection upper CI: 4,661,094 cases<br>"
2020-05-24,mod_4,37472,188347,Moderate return,solid,May 24,"37,472","188,347","May 24: 37,472 projected total cases<br>Projection upper CI: 188,347 cases<br>"
2020-05-24,mod_5,102973,434153,Normal (pre-intervention),solid,May 24,"102,973","434,153","May 24: 102,973 projected total cases<br>Projection upper CI: 434,153 cases<br>"
2020-05-24,mod_6,21986,135019,Cautious return,solid,May 24,"21,986","135,019","May 24: 21,986 projected total cases<br>Projection upper CI: 135,019 cases<br>"
2020-05-25,mod_2,549651,5204420,Soc. Dist. + Travel Ban,solid,May 25,"549,651","5,204,420","May 25: 549,651 projected total cases<br>Projection upper CI: 5,204,420 cases<br>"
2020-05-25,mod_4,42526,204860,Moderate return,solid,May 25,"42,526","204,860","May 25: 42,526 projected total cases<br>Projection upper CI: 204,860 cases<br>"
2020-05-25,mod_5,123141,518034,Normal (pre-intervention),solid,May 25,"123,141","518,034","May 25: 123,141 projected total cases<br>Projection upper CI: 518,034 cases<br>"
2020-05-25,mod_6,23670,141992,Cautious return,solid,May 25,"23,670","141,992","May 25: 23,670 projected total cases<br>Projection upper CI: 141,992 cases<br>"
2020-05-26,mod_2,586383,5766017,Soc. Dist. + Travel Ban,solid,May 26,"586,383","5,766,017","May 26: 586,383 projected total cases<br>Projection upper CI: 5,766,017 cases<br>"
2020-05-26,mod_4,48244,223628,Moderate return,solid,May 26,"48,244","223,628","May 26: 48,244 projected total cases<br>Projection upper CI: 223,628 cases<br>"
2020-05-26,mod_5,145975,622629,Normal (pre-intervention),solid,May 26,"145,975","622,629","May 26: 145,975 projected total cases<br>Projection upper CI: 622,629 cases<br>"
2020-05-26,mod_6,25521,148634,Cautious return,solid,May 26,"25,521","148,634","May 26: 25,521 projected total cases<br>Projection upper CI: 148,634 cases<br>"
2020-05-27,mod_2,624209,6362629,Soc. Dist. + Travel Ban,solid,May 27,"624,209","6,362,629","May 27: 624,209 projected total cases<br>Projection upper CI: 6,362,629 cases<br>"
2020-05-27,mod_4,54691,244999,Moderate return,solid,May 27,"54,691","244,999","May 27: 54,691 projected total cases<br>Projection upper CI: 244,999 cases<br>"
2020-05-27,mod_5,171547,747550,Normal (pre-intervention),solid,May 27,"171,547","747,550","May 27: 171,547 projected total cases<br>Projection upper CI: 747,550 cases<br>"
2020-05-27,mod_6,27571,155770,Cautious return,solid,May 27,"27,571","155,770","May 27: 27,571 projected total cases<br>Projection upper CI: 155,770 cases<br>"
2020-05-28,mod_2,663001,6978742,Soc. Dist. + Travel Ban,solid,May 28,"663,001","6,978,742","May 28: 663,001 projected total cases<br>Projection upper CI: 6,978,742 cases<br>"
2020-05-28,mod_4,61866,270329,Moderate return,solid,May 28,"61,866","270,329","May 28: 61,866 projected total cases<br>Projection upper CI: 270,329 cases<br>"
2020-05-28,mod_5,199901,911538,Normal (pre-intervention),solid,May 28,"199,901","911,538","May 28: 199,901 projected total cases<br>Projection upper CI: 911,538 cases<br>"
2020-05-28,mod_6,29809,164790,Cautious return,solid,May 28,"29,809","164,790","May 28: 29,809 projected total cases<br>Projection upper CI: 164,790 cases<br>"
2020-05-29,mod_2,702749,7637365,Soc. Dist. + Travel Ban,solid,May 29,"702,749","7,637,365","May 29: 702,749 projected total cases<br>Projection upper CI: 7,637,365 cases<br>"
2020-05-29,mod_4,69800,295948,Moderate return,solid,May 29,"69,800","295,948","May 29: 69,800 projected total cases<br>Projection upper CI: 295,948 cases<br>"
2020-05-29,mod_5,231021,1103239,Normal (pre-intervention),solid,May 29,"231,021","1,103,239","May 29: 231,021 projected total cases<br>Projection upper CI: 1,103,239 cases<br>"
2020-05-29,mod_6,32265,172370,Cautious return,solid,May 29,"32,265","172,370","May 29: 32,265 projected total cases<br>Projection upper CI: 172,370 cases<br>"
2020-05-30,mod_2,743423,8325673,Soc. Dist. + Travel Ban,solid,May 30,"743,423","8,325,673","May 30: 743,423 projected total cases<br>Projection upper CI: 8,325,673 cases<br>"
2020-05-30,mod_4,78526,327048,Moderate return,solid,May 30,"78,526","327,048","May 30: 78,526 projected total cases<br>Projection upper CI: 327,048 cases<br>"
2020-05-30,mod_5,264841,1342182,Normal (pre-intervention),solid,May 30,"264,841","1,342,182","May 30: 264,841 projected total cases<br>Projection upper CI: 1,342,182 cases<br>"
2020-05-30,mod_6,34935,181841,Cautious return,solid,May 30,"34,935","181,841","May 30: 34,935 projected total cases<br>Projection upper CI: 181,841 cases<br>"
2020-05-31,mod_2,784938,9061232,Soc. Dist. + Travel Ban,solid,May 31,"784,938","9,061,232","May 31: 784,938 projected total cases<br>Projection upper CI: 9,061,232 cases<br>"
2020-05-31,mod_4,88039,360614,Moderate return,solid,May 31,"88,039","360,614","May 31: 88,039 projected total cases<br>Projection upper CI: 360,614 cases<br>"
2020-05-31,mod_5,301318,1635121,Normal (pre-intervention),solid,May 31,"301,318","1,635,121","May 31: 301,318 projected total cases<br>Projection upper CI: 1,635,121 cases<br>"
2020-05-31,mod_6,37836,191116,Cautious return,solid,May 31,"37,836","191,116","May 31: 37,836 projected total cases<br>Projection upper CI: 191,116 cases<br>"
2020-06-01,mod_2,827254,9818799,Soc. Dist. + Travel Ban,solid,Jun 01,"827,254","9,818,799","Jun 01: 827,254 projected total cases<br>Projection upper CI: 9,818,799 cases<br>"
2020-06-01,mod_4,98342,400157,Moderate return,solid,Jun 01,"98,342","400,157","Jun 01: 98,342 projected total cases<br>Projection upper CI: 400,157 cases<br>"
2020-06-01,mod_5,340352,1979589,Normal (pre-intervention),solid,Jun 01,"340,352","1,979,589","Jun 01: 340,352 projected total cases<br>Projection upper CI: 1,979,589 cases<br>"
2020-06-01,mod_6,40986,201276,Cautious return,solid,Jun 01,"40,986","201,276","Jun 01: 40,986 projected total cases<br>Projection upper CI: 201,276 cases<br>"
2020-06-02,mod_2,870294,10643973,Soc. Dist. + Travel Ban,solid,Jun 02,"870,294","10,643,973","Jun 02: 870,294 projected total cases<br>Projection upper CI: 10,643,973 cases<br>"
2020-06-02,mod_4,109479,444714,Moderate return,solid,Jun 02,"109,479","444,714","Jun 02: 109,479 projected total cases<br>Projection upper CI: 444,714 cases<br>"
2020-06-02,mod_5,381853,2417500,Normal (pre-intervention),solid,Jun 02,"381,853","2,417,500","Jun 02: 381,853 projected total cases<br>Projection upper CI: 2,417,500 cases<br>"
2020-06-02,mod_6,44369,212375,Cautious return,solid,Jun 02,"44,369","212,375","Jun 02: 44,369 projected total cases<br>Projection upper CI: 212,375 cases<br>"
2020-06-03,mod_2,914050,11467565,Soc. Dist. + Travel Ban,solid,Jun 03,"914,050","11,467,565","Jun 03: 914,050 projected total cases<br>Projection upper CI: 11,467,565 cases<br>"
2020-06-03,mod_4,121452,493793,Moderate return,solid,Jun 03,"121,452","493,793","Jun 03: 121,452 projected total cases<br>Projection upper CI: 493,793 cases<br>"
2020-06-03,mod_5,425688,2924030,Normal (pre-intervention),solid,Jun 03,"425,688","2,924,030","Jun 03: 425,688 projected total cases<br>Projection upper CI: 2,924,030 cases<br>"
2020-06-03,mod_6,47989,224026,Cautious return,solid,Jun 03,"47,989","224,026","Jun 03: 47,989 projected total cases<br>Projection upper CI: 224,026 cases<br>"
2020-06-04,mod_2,958439,12338126,Soc. Dist. + Travel Ban,solid,Jun 04,"958,439","12,338,126","Jun 04: 958,439 projected total cases<br>Projection upper CI: 12,338,126 cases<br>"
2020-06-04,mod_4,134248,545453,Moderate return,solid,Jun 04,"134,248","545,453","Jun 04: 134,248 projected total cases<br>Projection upper CI: 545,453 cases<br>"
2020-06-04,mod_5,471736,3504629,Normal (pre-intervention),solid,Jun 04,"471,736","3,504,629","Jun 04: 471,736 projected total cases<br>Projection upper CI: 3,504,629 cases<br>"
2020-06-04,mod_6,51887,235304,Cautious return,solid,Jun 04,"51,887","235,304","Jun 04: 51,887 projected total cases<br>Projection upper CI: 235,304 cases<br>"
2020-06-05,mod_2,1003458,13225202,Soc. Dist. + Travel Ban,solid,Jun 05,"1,003,458","13,225,202","Jun 05: 1,003,458 projected total cases<br>Projection upper CI: 13,225,202 cases<br>"
2020-06-05,mod_4,147855,609216,Moderate return,solid,Jun 05,"147,855","609,216","Jun 05: 147,855 projected total cases<br>Projection upper CI: 609,216 cases<br>"
2020-06-05,mod_5,519754,4182128,Normal (pre-intervention),solid,Jun 05,"519,754","4,182,128","Jun 05: 519,754 projected total cases<br>Projection upper CI: 4,182,128 cases<br>"
2020-06-05,mod_6,56034,250503,Cautious return,solid,Jun 05,"56,034","250,503","Jun 05: 56,034 projected total cases<br>Projection upper CI: 250,503 cases<br>"
2020-06-06,mod_2,1048984,14192578,Soc. Dist. + Travel Ban,solid,Jun 06,"1,048,984","14,192,578","Jun 06: 1,048,984 projected total cases<br>Projection upper CI: 14,192,578 cases<br>"
2020-06-06,mod_4,162313,680955,Moderate return,solid,Jun 06,"162,313","680,955","Jun 06: 162,313 projected total cases<br>Projection upper CI: 680,955 cases<br>"
2020-06-06,mod_5,569746,4935764,Normal (pre-intervention),solid,Jun 06,"569,746","4,935,764","Jun 06: 569,746 projected total cases<br>Projection upper CI: 4,935,764 cases<br>"
2020-06-06,mod_6,60450,263755,Cautious return,solid,Jun 06,"60,450","263,755","Jun 06: 60,450 projected total cases<br>Projection upper CI: 263,755 cases<br>"
2020-06-07,mod_2,1095032,15099791,Soc. Dist. + Travel Ban,solid,Jun 07,"1,095,032","15,099,791","Jun 07: 1,095,032 projected total cases<br>Projection upper CI: 15,099,791 cases<br>"
2020-06-07,mod_4,177601,764600,Moderate return,solid,Jun 07,"177,601","764,600","Jun 07: 177,601 projected total cases<br>Projection upper CI: 764,600 cases<br>"
2020-06-07,mod_5,621389,5796791,Normal (pre-intervention),solid,Jun 07,"621,389","5,796,791","Jun 07: 621,389 projected total cases<br>Projection upper CI: 5,796,791 cases<br>"
2020-06-07,mod_6,65168,277372,Cautious return,solid,Jun 07,"65,168","277,372","Jun 07: 65,168 projected total cases<br>Projection upper CI: 277,372 cases<br>"
2020-06-08,mod_2,1141496,16013522,Soc. Dist. + Travel Ban,solid,Jun 08,"1,141,496","16,013,522","Jun 08: 1,141,496 projected total cases<br>Projection upper CI: 16,013,522 cases<br>"
2020-06-08,mod_4,193655,845275,Moderate return,solid,Jun 08,"193,655","845,275","Jun 08: 193,655 projected total cases<br>Projection upper CI: 845,275 cases<br>"
2020-06-08,mod_5,674577,6756260,Normal (pre-intervention),solid,Jun 08,"674,577","6,756,260","Jun 08: 674,577 projected total cases<br>Projection upper CI: 6,756,260 cases<br>"
2020-06-08,mod_6,70115,293929,Cautious return,solid,Jun 08,"70,115","293,929","Jun 08: 70,115 projected total cases<br>Projection upper CI: 293,929 cases<br>"
2020-06-09,mod_2,1188421,16985832,Soc. Dist. + Travel Ban,solid,Jun 09,"1,188,421","16,985,832","Jun 09: 1,188,421 projected total cases<br>Projection upper CI: 16,985,832 cases<br>"
2020-06-09,mod_4,210504,950920,Moderate return,solid,Jun 09,"210,504","950,920","Jun 09: 210,504 projected total cases<br>Projection upper CI: 950,920 cases<br>"
2020-06-09,mod_5,729083,7781429,Normal (pre-intervention),solid,Jun 09,"729,083","7,781,429","Jun 09: 729,083 projected total cases<br>Projection upper CI: 7,781,429 cases<br>"
2020-06-09,mod_6,75364,314151,Cautious return,solid,Jun 09,"75,364","314,151","Jun 09: 75,364 projected total cases<br>Projection upper CI: 314,151 cases<br>"
2020-06-10,mod_2,1235698,17878884,Soc. Dist. + Travel Ban,solid,Jun 10,"1,235,698","17,878,884","Jun 10: 1,235,698 projected total cases<br>Projection upper CI: 17,878,884 cases<br>"
2020-06-10,mod_4,228143,1058545,Moderate return,solid,Jun 10,"228,143","1,058,545","Jun 10: 228,143 projected total cases<br>Projection upper CI: 1,058,545 cases<br>"
2020-06-10,mod_5,784800,8846568,Normal (pre-intervention),solid,Jun 10,"784,800","8,846,568","Jun 10: 784,800 projected total cases<br>Projection upper CI: 8,846,568 cases<br>"
