Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,j,text
2020-04-11,mod_4,3607,26784,Lockdown with moderate return,solid,Apr 11,"3,607","26,784",TRUE,"Apr 11: 3,607 projected cases<br>Projection upper CI: 26,784 cases<br>"
2020-04-12,mod_2,5683,39475,Social distancing,solid,Apr 12,"5,683","39,475",FALSE,"Apr 12: 5,683 projected cases<br>Projection upper CI: 39,475 cases<br>"
2020-04-12,mod_3,7734,50857,No intervention,solid,Apr 12,"7,734","50,857",FALSE,"Apr 12: 7,734 projected cases<br>Projection upper CI: 50,857 cases<br>"
2020-04-12,mod_4,3722,27710,Lockdown with moderate return,solid,Apr 12,"3,722","27,710",TRUE,"Apr 12: 3,722 projected cases<br>Projection upper CI: 27,710 cases<br>"
2020-04-13,mod_2,6290,43730,Social distancing,solid,Apr 13,"6,290","43,730",FALSE,"Apr 13: 6,290 projected cases<br>Projection upper CI: 43,730 cases<br>"
2020-04-13,mod_3,9072,59009,No intervention,solid,Apr 13,"9,072","59,009",FALSE,"Apr 13: 9,072 projected cases<br>Projection upper CI: 59,009 cases<br>"
2020-04-13,mod_4,3834,28748,Lockdown with moderate return,solid,Apr 13,"3,834","28,748",TRUE,"Apr 13: 3,834 projected cases<br>Projection upper CI: 28,748 cases<br>"
2020-04-14,mod_2,6991,48684,Social distancing,solid,Apr 14,"6,991","48,684",FALSE,"Apr 14: 6,991 projected cases<br>Projection upper CI: 48,684 cases<br>"
2020-04-14,mod_3,10778,70324,No intervention,solid,Apr 14,"10,778","70,324",FALSE,"Apr 14: 10,778 projected cases<br>Projection upper CI: 70,324 cases<br>"
2020-04-14,mod_4,3950,29599,Lockdown with moderate return,solid,Apr 14,"3,950","29,599",TRUE,"Apr 14: 3,950 projected cases<br>Projection upper CI: 29,599 cases<br>"
2020-04-15,mod_2,7812,54134,Social distancing,solid,Apr 15,"7,812","54,134",FALSE,"Apr 15: 7,812 projected cases<br>Projection upper CI: 54,134 cases<br>"
2020-04-15,mod_3,12976,83015,No intervention,solid,Apr 15,"12,976","83,015",FALSE,"Apr 15: 12,976 projected cases<br>Projection upper CI: 83,015 cases<br>"
2020-04-15,mod_4,4062,30499,Lockdown with moderate return,solid,Apr 15,"4,062","30,499",TRUE,"Apr 15: 4,062 projected cases<br>Projection upper CI: 30,499 cases<br>"
2020-04-16,mod_2,8780,61201,Social distancing,solid,Apr 16,"8,780","61,201",FALSE,"Apr 16: 8,780 projected cases<br>Projection upper CI: 61,201 cases<br>"
2020-04-16,mod_3,15827,98901,No intervention,solid,Apr 16,"15,827","98,901",FALSE,"Apr 16: 15,827 projected cases<br>Projection upper CI: 98,901 cases<br>"
2020-04-16,mod_4,4172,31792,Lockdown with moderate return,solid,Apr 16,"4,172","31,792",TRUE,"Apr 16: 4,172 projected cases<br>Projection upper CI: 31,792 cases<br>"
2020-04-17,mod_2,9939,69174,Social distancing,solid,Apr 17,"9,939","69,174",FALSE,"Apr 17: 9,939 projected cases<br>Projection upper CI: 69,174 cases<br>"
2020-04-17,mod_3,19554,119947,No intervention,solid,Apr 17,"19,554","119,947",FALSE,"Apr 17: 19,554 projected cases<br>Projection upper CI: 119,947 cases<br>"
2020-04-17,mod_4,4283,32769,Lockdown with moderate return,solid,Apr 17,"4,283","32,769",TRUE,"Apr 17: 4,283 projected cases<br>Projection upper CI: 32,769 cases<br>"
2020-04-18,mod_2,11325,77930,Social distancing,solid,Apr 18,"11,325","77,930",FALSE,"Apr 18: 11,325 projected cases<br>Projection upper CI: 77,930 cases<br>"
2020-04-18,mod_3,24422,146325,No intervention,solid,Apr 18,"24,422","146,325",FALSE,"Apr 18: 24,422 projected cases<br>Projection upper CI: 146,325 cases<br>"
2020-04-18,mod_4,4393,33710,Lockdown with moderate return,solid,Apr 18,"4,393","33,710",TRUE,"Apr 18: 4,393 projected cases<br>Projection upper CI: 33,710 cases<br>"
2020-04-19,mod_2,13008,89146,Social distancing,solid,Apr 19,"13,008","89,146",FALSE,"Apr 19: 13,008 projected cases<br>Projection upper CI: 89,146 cases<br>"
2020-04-19,mod_3,30720,179246,No intervention,solid,Apr 19,"30,720","179,246",FALSE,"Apr 19: 30,720 projected cases<br>Projection upper CI: 179,246 cases<br>"
2020-04-19,mod_4,4504,34518,Lockdown with moderate return,solid,Apr 19,"4,504","34,518",TRUE,"Apr 19: 4,504 projected cases<br>Projection upper CI: 34,518 cases<br>"
2020-04-20,mod_2,15073,102170,Social distancing,solid,Apr 20,"15,073","102,170",FALSE,"Apr 20: 15,073 projected cases<br>Projection upper CI: 102,170 cases<br>"
2020-04-20,mod_3,38817,223255,No intervention,solid,Apr 20,"38,817","223,255",FALSE,"Apr 20: 38,817 projected cases<br>Projection upper CI: 223,255 cases<br>"
2020-04-20,mod_4,4615,35775,Lockdown with moderate return,solid,Apr 20,"4,615","35,775",TRUE,"Apr 20: 4,615 projected cases<br>Projection upper CI: 35,775 cases<br>"
2020-04-21,mod_2,17607,116845,Social distancing,solid,Apr 21,"17,607","116,845",FALSE,"Apr 21: 17,607 projected cases<br>Projection upper CI: 116,845 cases<br>"
2020-04-21,mod_3,49097,275460,No intervention,solid,Apr 21,"49,097","275,460",FALSE,"Apr 21: 49,097 projected cases<br>Projection upper CI: 275,460 cases<br>"
2020-04-21,mod_4,4723,36866,Lockdown with moderate return,solid,Apr 21,"4,723","36,866",TRUE,"Apr 21: 4,723 projected cases<br>Projection upper CI: 36,866 cases<br>"
2020-04-22,mod_2,20730,134621,Social distancing,solid,Apr 22,"20,730","134,621",FALSE,"Apr 22: 20,730 projected cases<br>Projection upper CI: 134,621 cases<br>"
2020-04-22,mod_3,62010,347070,No intervention,solid,Apr 22,"62,010","347,070",FALSE,"Apr 22: 62,010 projected cases<br>Projection upper CI: 347,070 cases<br>"
2020-04-22,mod_4,4837,37700,Lockdown with moderate return,solid,Apr 22,"4,837","37,700",TRUE,"Apr 22: 4,837 projected cases<br>Projection upper CI: 37,700 cases<br>"
2020-04-23,mod_2,24585,156091,Social distancing,solid,Apr 23,"24,585","156,091",FALSE,"Apr 23: 24,585 projected cases<br>Projection upper CI: 156,091 cases<br>"
2020-04-23,mod_3,77957,436380,No intervention,solid,Apr 23,"77,957","436,380",FALSE,"Apr 23: 77,957 projected cases<br>Projection upper CI: 436,380 cases<br>"
2020-04-23,mod_4,4952,38735,Lockdown with moderate return,solid,Apr 23,"4,952","38,735",TRUE,"Apr 23: 4,952 projected cases<br>Projection upper CI: 38,735 cases<br>"
2020-04-24,mod_2,29296,181608,Social distancing,solid,Apr 24,"29,296","181,608",FALSE,"Apr 24: 29,296 projected cases<br>Projection upper CI: 181,608 cases<br>"
2020-04-24,mod_3,97412,550068,No intervention,solid,Apr 24,"97,412","550,068",FALSE,"Apr 24: 97,412 projected cases<br>Projection upper CI: 550,068 cases<br>"
2020-04-24,mod_4,5074,39769,Lockdown with moderate return,solid,Apr 24,"5,074","39,769",TRUE,"Apr 24: 5,074 projected cases<br>Projection upper CI: 39,769 cases<br>"
2020-04-25,mod_2,35026,212559,Social distancing,solid,Apr 25,"35,026","212,559",FALSE,"Apr 25: 35,026 projected cases<br>Projection upper CI: 212,559 cases<br>"
2020-04-25,mod_3,120811,691732,No intervention,solid,Apr 25,"120,811","691,732",FALSE,"Apr 25: 120,811 projected cases<br>Projection upper CI: 691,732 cases<br>"
2020-04-25,mod_4,5205,41424,Lockdown with moderate return,solid,Apr 25,"5,205","41,424",TRUE,"Apr 25: 5,205 projected cases<br>Projection upper CI: 41,424 cases<br>"
2020-04-26,mod_2,41941,248628,Social distancing,solid,Apr 26,"41,941","248,628",FALSE,"Apr 26: 41,941 projected cases<br>Projection upper CI: 248,628 cases<br>"
2020-04-26,mod_3,148591,877718,No intervention,solid,Apr 26,"148,591","877,718",FALSE,"Apr 26: 148,591 projected cases<br>Projection upper CI: 877,718 cases<br>"
2020-04-26,mod_4,5347,42572,Lockdown with moderate return,solid,Apr 26,"5,347","42,572",TRUE,"Apr 26: 5,347 projected cases<br>Projection upper CI: 42,572 cases<br>"
2020-04-27,mod_2,50234,289978,Social distancing,solid,Apr 27,"50,234","289,978",FALSE,"Apr 27: 50,234 projected cases<br>Projection upper CI: 289,978 cases<br>"
2020-04-27,mod_3,181090,1106843,No intervention,solid,Apr 27,"181,090","1,106,843",FALSE,"Apr 27: 181,090 projected cases<br>Projection upper CI: 1,106,843 cases<br>"
2020-04-27,mod_4,5497,43997,Lockdown with moderate return,solid,Apr 27,"5,497","43,997",TRUE,"Apr 27: 5,497 projected cases<br>Projection upper CI: 43,997 cases<br>"
2020-04-28,mod_2,60055,340478,Social distancing,solid,Apr 28,"60,055","340,478",FALSE,"Apr 28: 60,055 projected cases<br>Projection upper CI: 340,478 cases<br>"
2020-04-28,mod_3,218644,1398775,No intervention,solid,Apr 28,"218,644","1,398,775",FALSE,"Apr 28: 218,644 projected cases<br>Projection upper CI: 1,398,775 cases<br>"
2020-04-28,mod_4,5669,45513,Lockdown with moderate return,solid,Apr 28,"5,669","45,513",TRUE,"Apr 28: 5,669 projected cases<br>Projection upper CI: 45,513 cases<br>"
2020-04-29,mod_2,71586,403804,Social distancing,solid,Apr 29,"71,586","403,804",FALSE,"Apr 29: 71,586 projected cases<br>Projection upper CI: 403,804 cases<br>"
2020-04-29,mod_3,261445,1766428,No intervention,solid,Apr 29,"261,445","1,766,428",FALSE,"Apr 29: 261,445 projected cases<br>Projection upper CI: 1,766,428 cases<br>"
2020-04-29,mod_4,5857,47312,Lockdown with moderate return,solid,Apr 29,"5,857","47,312",TRUE,"Apr 29: 5,857 projected cases<br>Projection upper CI: 47,312 cases<br>"
2020-04-30,mod_2,84996,475762,Social distancing,solid,Apr 30,"84,996","475,762",FALSE,"Apr 30: 84,996 projected cases<br>Projection upper CI: 475,762 cases<br>"
2020-04-30,mod_3,309639,2224917,No intervention,solid,Apr 30,"309,639","2,224,917",FALSE,"Apr 30: 309,639 projected cases<br>Projection upper CI: 2,224,917 cases<br>"
2020-04-30,mod_4,6069,49358,Lockdown with moderate return,solid,Apr 30,"6,069","49,358",TRUE,"Apr 30: 6,069 projected cases<br>Projection upper CI: 49,358 cases<br>"
