Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,j,text
2020-04-11,mod_4,4607,32294,Lockdown with moderate return,solid,Apr 11,"4,607","32,294",TRUE,"Apr 11: 4,607 projected cases<br>Projection upper CI: 32,294 cases<br>"
2020-04-12,mod_2,5165,36073,Social distancing,solid,Apr 12,"5,165","36,073",FALSE,"Apr 12: 5,165 projected cases<br>Projection upper CI: 36,073 cases<br>"
2020-04-12,mod_3,8977,57960,No intervention,solid,Apr 12,"8,977","57,960",FALSE,"Apr 12: 8,977 projected cases<br>Projection upper CI: 57,960 cases<br>"
2020-04-12,mod_4,4867,34183,Lockdown with moderate return,solid,Apr 12,"4,867","34,183",TRUE,"Apr 12: 4,867 projected cases<br>Projection upper CI: 34,183 cases<br>"
2020-04-13,mod_2,5605,39324,Social distancing,solid,Apr 13,"5,605","39,324",FALSE,"Apr 13: 5,605 projected cases<br>Projection upper CI: 39,324 cases<br>"
2020-04-13,mod_3,10779,69786,No intervention,solid,Apr 13,"10,779","69,786",FALSE,"Apr 13: 10,779 projected cases<br>Projection upper CI: 69,786 cases<br>"
2020-04-13,mod_4,5102,36139,Lockdown with moderate return,solid,Apr 13,"5,102","36,139",TRUE,"Apr 13: 5,102 projected cases<br>Projection upper CI: 36,139 cases<br>"
2020-04-14,mod_2,6092,42301,Social distancing,solid,Apr 14,"6,092","42,301",FALSE,"Apr 14: 6,092 projected cases<br>Projection upper CI: 42,301 cases<br>"
2020-04-14,mod_3,13120,84822,No intervention,solid,Apr 14,"13,120","84,822",FALSE,"Apr 14: 13,120 projected cases<br>Projection upper CI: 84,822 cases<br>"
2020-04-14,mod_4,5314,37652,Lockdown with moderate return,solid,Apr 14,"5,314","37,652",TRUE,"Apr 14: 5,314 projected cases<br>Projection upper CI: 37,652 cases<br>"
2020-04-15,mod_2,6628,46682,Social distancing,solid,Apr 15,"6,628","46,682",FALSE,"Apr 15: 6,628 projected cases<br>Projection upper CI: 46,682 cases<br>"
2020-04-15,mod_3,16239,104008,No intervention,solid,Apr 15,"16,239","104,008",FALSE,"Apr 15: 16,239 projected cases<br>Projection upper CI: 104,008 cases<br>"
2020-04-15,mod_4,5499,39213,Lockdown with moderate return,solid,Apr 15,"5,499","39,213",TRUE,"Apr 15: 5,499 projected cases<br>Projection upper CI: 39,213 cases<br>"
2020-04-16,mod_2,7231,51022,Social distancing,solid,Apr 16,"7,231","51,022",FALSE,"Apr 16: 7,231 projected cases<br>Projection upper CI: 51,022 cases<br>"
2020-04-16,mod_3,20421,128821,No intervention,solid,Apr 16,"20,421","128,821",FALSE,"Apr 16: 20,421 projected cases<br>Projection upper CI: 128,821 cases<br>"
2020-04-16,mod_4,5690,40768,Lockdown with moderate return,solid,Apr 16,"5,690","40,768",TRUE,"Apr 16: 5,690 projected cases<br>Projection upper CI: 40,768 cases<br>"
2020-04-17,mod_2,7921,55746,Social distancing,solid,Apr 17,"7,921","55,746",FALSE,"Apr 17: 7,921 projected cases<br>Projection upper CI: 55,746 cases<br>"
2020-04-17,mod_3,26013,160902,No intervention,solid,Apr 17,"26,013","160,902",FALSE,"Apr 17: 26,013 projected cases<br>Projection upper CI: 160,902 cases<br>"
2020-04-17,mod_4,5866,41948,Lockdown with moderate return,solid,Apr 17,"5,866","41,948",TRUE,"Apr 17: 5,866 projected cases<br>Projection upper CI: 41,948 cases<br>"
2020-04-18,mod_2,8697,60987,Social distancing,solid,Apr 18,"8,697","60,987",FALSE,"Apr 18: 8,697 projected cases<br>Projection upper CI: 60,987 cases<br>"
2020-04-18,mod_3,33445,204640,No intervention,solid,Apr 18,"33,445","204,640",FALSE,"Apr 18: 33,445 projected cases<br>Projection upper CI: 204,640 cases<br>"
2020-04-18,mod_4,6043,43489,Lockdown with moderate return,solid,Apr 18,"6,043","43,489",TRUE,"Apr 18: 6,043 projected cases<br>Projection upper CI: 43,489 cases<br>"
2020-04-19,mod_2,9595,67416,Social distancing,solid,Apr 19,"9,595","67,416",FALSE,"Apr 19: 9,595 projected cases<br>Projection upper CI: 67,416 cases<br>"
2020-04-19,mod_3,43192,259976,No intervention,solid,Apr 19,"43,192","259,976",FALSE,"Apr 19: 43,192 projected cases<br>Projection upper CI: 259,976 cases<br>"
2020-04-19,mod_4,6221,44746,Lockdown with moderate return,solid,Apr 19,"6,221","44,746",TRUE,"Apr 19: 6,221 projected cases<br>Projection upper CI: 44,746 cases<br>"
2020-04-20,mod_2,10630,74458,Social distancing,solid,Apr 20,"10,630","74,458",FALSE,"Apr 20: 10,630 projected cases<br>Projection upper CI: 74,458 cases<br>"
2020-04-20,mod_3,55822,332344,No intervention,solid,Apr 20,"55,822","332,344",FALSE,"Apr 20: 55,822 projected cases<br>Projection upper CI: 332,344 cases<br>"
2020-04-20,mod_4,6399,46319,Lockdown with moderate return,solid,Apr 20,"6,399","46,319",TRUE,"Apr 20: 6,399 projected cases<br>Projection upper CI: 46,319 cases<br>"
2020-04-21,mod_2,11830,82635,Social distancing,solid,Apr 21,"11,830","82,635",FALSE,"Apr 21: 11,830 projected cases<br>Projection upper CI: 82,635 cases<br>"
2020-04-21,mod_3,71994,427188,No intervention,solid,Apr 21,"71,994","427,188",FALSE,"Apr 21: 71,994 projected cases<br>Projection upper CI: 427,188 cases<br>"
2020-04-21,mod_4,6580,48092,Lockdown with moderate return,solid,Apr 21,"6,580","48,092",TRUE,"Apr 21: 6,580 projected cases<br>Projection upper CI: 48,092 cases<br>"
2020-04-22,mod_2,13240,91278,Social distancing,solid,Apr 22,"13,240","91,278",FALSE,"Apr 22: 13,240 projected cases<br>Projection upper CI: 91,278 cases<br>"
2020-04-22,mod_3,92391,549034,No intervention,solid,Apr 22,"92,391","549,034",FALSE,"Apr 22: 92,391 projected cases<br>Projection upper CI: 549,034 cases<br>"
2020-04-22,mod_4,6751,49050,Lockdown with moderate return,solid,Apr 22,"6,751","49,050",TRUE,"Apr 22: 6,751 projected cases<br>Projection upper CI: 49,050 cases<br>"
2020-04-23,mod_2,14894,101351,Social distancing,solid,Apr 23,"14,894","101,351",FALSE,"Apr 23: 14,894 projected cases<br>Projection upper CI: 101,351 cases<br>"
2020-04-23,mod_3,117708,709811,No intervention,solid,Apr 23,"117,708","709,811",FALSE,"Apr 23: 117,708 projected cases<br>Projection upper CI: 709,811 cases<br>"
2020-04-23,mod_4,6928,50699,Lockdown with moderate return,solid,Apr 23,"6,928","50,699",TRUE,"Apr 23: 6,928 projected cases<br>Projection upper CI: 50,699 cases<br>"
2020-04-24,mod_2,16849,113409,Social distancing,solid,Apr 24,"16,849","113,409",FALSE,"Apr 24: 16,849 projected cases<br>Projection upper CI: 113,409 cases<br>"
2020-04-24,mod_3,148675,921487,No intervention,solid,Apr 24,"148,675","921,487",FALSE,"Apr 24: 148,675 projected cases<br>Projection upper CI: 921,487 cases<br>"
2020-04-24,mod_4,7099,51864,Lockdown with moderate return,solid,Apr 24,"7,099","51,864",TRUE,"Apr 24: 7,099 projected cases<br>Projection upper CI: 51,864 cases<br>"
2020-04-25,mod_2,19150,126271,Social distancing,solid,Apr 25,"19,150","126,271",FALSE,"Apr 25: 19,150 projected cases<br>Projection upper CI: 126,271 cases<br>"
2020-04-25,mod_3,185961,1191783,No intervention,solid,Apr 25,"185,961","1,191,783",FALSE,"Apr 25: 185,961 projected cases<br>Projection upper CI: 1,191,783 cases<br>"
2020-04-25,mod_4,7269,53550,Lockdown with moderate return,solid,Apr 25,"7,269","53,550",TRUE,"Apr 25: 7,269 projected cases<br>Projection upper CI: 53,550 cases<br>"
2020-04-26,mod_2,21861,142032,Social distancing,solid,Apr 26,"21,861","142,032",FALSE,"Apr 26: 21,861 projected cases<br>Projection upper CI: 142,032 cases<br>"
2020-04-26,mod_3,230151,1536952,No intervention,solid,Apr 26,"230,151","1,536,952",FALSE,"Apr 26: 230,151 projected cases<br>Projection upper CI: 1,536,952 cases<br>"
2020-04-26,mod_4,7445,54747,Lockdown with moderate return,solid,Apr 26,"7,445","54,747",TRUE,"Apr 26: 7,445 projected cases<br>Projection upper CI: 54,747 cases<br>"
2020-04-27,mod_2,25061,159327,Social distancing,solid,Apr 27,"25,061","159,327",FALSE,"Apr 27: 25,061 projected cases<br>Projection upper CI: 159,327 cases<br>"
2020-04-27,mod_3,281784,1986578,No intervention,solid,Apr 27,"281,784","1,986,578",FALSE,"Apr 27: 281,784 projected cases<br>Projection upper CI: 1,986,578 cases<br>"
2020-04-27,mod_4,7619,55939,Lockdown with moderate return,solid,Apr 27,"7,619","55,939",TRUE,"Apr 27: 7,619 projected cases<br>Projection upper CI: 55,939 cases<br>"
2020-04-28,mod_2,28809,179089,Social distancing,solid,Apr 28,"28,809","179,089",FALSE,"Apr 28: 28,809 projected cases<br>Projection upper CI: 179,089 cases<br>"
2020-04-28,mod_3,341318,2552275,No intervention,solid,Apr 28,"341,318","2,552,275",FALSE,"Apr 28: 341,318 projected cases<br>Projection upper CI: 2,552,275 cases<br>"
2020-04-28,mod_4,7788,57725,Lockdown with moderate return,solid,Apr 28,"7,788","57,725",TRUE,"Apr 28: 7,788 projected cases<br>Projection upper CI: 57,725 cases<br>"
2020-04-29,mod_2,33183,201615,Social distancing,solid,Apr 29,"33,183","201,615",FALSE,"Apr 29: 33,183 projected cases<br>Projection upper CI: 201,615 cases<br>"
2020-04-29,mod_3,409117,3257594,No intervention,solid,Apr 29,"409,117","3,257,594",FALSE,"Apr 29: 409,117 projected cases<br>Projection upper CI: 3,257,594 cases<br>"
2020-04-29,mod_4,7962,59218,Lockdown with moderate return,solid,Apr 29,"7,962","59,218",TRUE,"Apr 29: 7,962 projected cases<br>Projection upper CI: 59,218 cases<br>"
2020-04-30,mod_2,38277,227560,Social distancing,solid,Apr 30,"38,277","227,560",FALSE,"Apr 30: 38,277 projected cases<br>Projection upper CI: 227,560 cases<br>"
2020-04-30,mod_3,485420,4142007,No intervention,solid,Apr 30,"485,420","4,142,007",FALSE,"Apr 30: 485,420 projected cases<br>Projection upper CI: 4,142,007 cases<br>"
2020-04-30,mod_4,8145,60551,Lockdown with moderate return,solid,Apr 30,"8,145","60,551",TRUE,"Apr 30: 8,145 projected cases<br>Projection upper CI: 60,551 cases<br>"
