Date,State,Name,Type,Count,date.fmt,count.fmt,text
2020-08-11,tr,Tripura,New Cases,164,Aug 11,164,Aug 11: 164 New Cases
2020-08-12,tr,Tripura,New Cases,110,Aug 12,110,Aug 12: 110 New Cases
2020-08-13,tr,Tripura,New Cases,121,Aug 13,121,Aug 13: 121 New Cases
2020-08-14,tr,Tripura,New Cases,164,Aug 14,164,Aug 14: 164 New Cases
2020-08-15,tr,Tripura,New Cases,167,Aug 15,167,Aug 15: 167 New Cases
2020-08-16,tr,Tripura,New Cases,127,Aug 16,127,Aug 16: 127 New Cases
2020-08-17,tr,Tripura,New Cases,143,Aug 17,143,Aug 17: 143 New Cases
2020-08-18,tr,Tripura,New Cases,205,Aug 18,205,Aug 18: 205 New Cases
2020-08-19,tr,Tripura,New Cases,236,Aug 19,236,Aug 19: 236 New Cases
2020-08-20,tr,Tripura,New Cases,190,Aug 20,190,Aug 20: 190 New Cases
2020-08-21,tr,Tripura,New Cases,256,Aug 21,256,Aug 21: 256 New Cases
2020-08-22,tr,Tripura,New Cases,280,Aug 22,280,Aug 22: 280 New Cases
2020-08-23,tr,Tripura,New Cases,331,Aug 23,331,Aug 23: 331 New Cases
2020-08-24,tr,Tripura,New Cases,200,Aug 24,200,Aug 24: 200 New Cases
2020-08-25,tr,Tripura,New Cases,293,Aug 25,293,Aug 25: 293 New Cases
2020-08-26,tr,Tripura,New Cases,329,Aug 26,329,Aug 26: 329 New Cases
2020-08-27,tr,Tripura,New Cases,385,Aug 27,385,Aug 27: 385 New Cases
2020-08-28,tr,Tripura,New Cases,509,Aug 28,509,Aug 28: 509 New Cases
2020-08-29,tr,Tripura,New Cases,443,Aug 29,443,Aug 29: 443 New Cases
2020-08-30,tr,Tripura,New Cases,447,Aug 30,447,Aug 30: 447 New Cases
2020-08-31,tr,Tripura,New Cases,321,Aug 31,321,Aug 31: 321 New Cases
2020-09-01,tr,Tripura,New Cases,509,Sep  1,509,Sep  1: 509 New Cases
2020-09-02,tr,Tripura,New Cases,566,Sep  2,566,Sep  2: 566 New Cases
2020-09-03,tr,Tripura,New Cases,590,Sep  3,590,Sep  3: 590 New Cases
2020-09-04,tr,Tripura,New Cases,524,Sep  4,524,Sep  4: 524 New Cases
2020-09-05,tr,Tripura,New Cases,691,Sep  5,691,Sep  5: 691 New Cases
2020-09-06,tr,Tripura,New Cases,603,Sep  6,603,Sep  6: 603 New Cases
2020-09-07,tr,Tripura,New Cases,399,Sep  7,399,Sep  7: 399 New Cases
2020-09-08,tr,Tripura,New Cases,628,Sep  8,628,Sep  8: 628 New Cases
2020-09-09,tr,Tripura,New Cases,582,Sep  9,582,Sep  9: 582 New Cases
2020-09-10,tr,Tripura,New Cases,535,Sep 10,535,Sep 10: 535 New Cases
2020-09-11,tr,Tripura,New Cases,559,Sep 11,559,Sep 11: 559 New Cases
2020-09-12,tr,Tripura,New Cases,470,Sep 12,470,Sep 12: 470 New Cases
2020-09-13,tr,Tripura,New Cases,629,Sep 13,629,Sep 13: 629 New Cases
2020-09-14,tr,Tripura,New Cases,255,Sep 14,255,Sep 14: 255 New Cases
2020-09-15,tr,Tripura,New Cases,531,Sep 15,531,Sep 15: 531 New Cases
2020-09-16,tr,Tripura,New Cases,454,Sep 16,454,Sep 16: 454 New Cases
2020-09-17,tr,Tripura,New Cases,527,Sep 17,527,Sep 17: 527 New Cases
2020-09-18,tr,Tripura,New Cases,273,Sep 18,273,Sep 18: 273 New Cases
2020-09-19,tr,Tripura,New Cases,535,Sep 19,535,Sep 19: 535 New Cases
2020-09-20,tr,Tripura,New Cases,525,Sep 20,525,Sep 20: 525 New Cases
2020-09-21,tr,Tripura,New Cases,243,Sep 21,243,Sep 21: 243 New Cases
2020-09-22,tr,Tripura,New Cases,559,Sep 22,559,Sep 22: 559 New Cases
2020-09-23,tr,Tripura,New Cases,504,Sep 23,504,Sep 23: 504 New Cases
2020-09-24,tr,Tripura,New Cases,451,Sep 24,451,Sep 24: 451 New Cases
2020-09-25,tr,Tripura,New Cases,341,Sep 25,341,Sep 25: 341 New Cases
2020-09-26,tr,Tripura,New Cases,278,Sep 26,278,Sep 26: 278 New Cases
2020-09-27,tr,Tripura,New Cases,320,Sep 27,320,Sep 27: 320 New Cases
2020-09-28,tr,Tripura,New Cases,193,Sep 28,193,Sep 28: 193 New Cases
2020-09-29,tr,Tripura,New Cases,432,Sep 29,432,Sep 29: 432 New Cases
2020-09-30,tr,Tripura,New Cases,381,Sep 30,381,Sep 30: 381 New Cases
2020-10-01,tr,Tripura,New Cases,332,Oct  1,332,Oct  1: 332 New Cases
2020-10-02,tr,Tripura,New Cases,296,Oct  2,296,Oct  2: 296 New Cases
2020-10-03,tr,Tripura,New Cases,190,Oct  3,190,Oct  3: 190 New Cases
2020-10-04,tr,Tripura,New Cases,322,Oct  4,322,Oct  4: 322 New Cases
2020-10-05,tr,Tripura,New Cases,159,Oct  5,159,Oct  5: 159 New Cases
2020-10-06,tr,Tripura,New Cases,275,Oct  6,275,Oct  6: 275 New Cases
2020-10-07,tr,Tripura,New Cases,237,Oct  7,237,Oct  7: 237 New Cases
2020-10-08,tr,Tripura,New Cases,214,Oct  8,214,Oct  8: 214 New Cases
2020-10-09,tr,Tripura,New Cases,223,Oct  9,223,Oct  9: 223 New Cases
2020-10-10,tr,Tripura,New Cases,171,Oct 10,171,Oct 10: 171 New Cases
2020-10-11,tr,Tripura,New Cases,199,Oct 11,199,Oct 11: 199 New Cases
2020-10-12,tr,Tripura,New Cases,109,Oct 12,109,Oct 12: 109 New Cases
2020-10-13,tr,Tripura,New Cases,217,Oct 13,217,Oct 13: 217 New Cases
2020-10-14,tr,Tripura,New Cases,181,Oct 14,181,Oct 14: 181 New Cases
2020-10-15,tr,Tripura,New Cases,172,Oct 15,172,Oct 15: 172 New Cases
2020-10-16,tr,Tripura,New Cases,162,Oct 16,162,Oct 16: 162 New Cases
2020-10-17,tr,Tripura,New Cases,134,Oct 17,134,Oct 17: 134 New Cases
2020-10-18,tr,Tripura,New Cases,141,Oct 18,141,Oct 18: 141 New Cases
2020-10-19,tr,Tripura,New Cases,85,Oct 19,85,Oct 19: 85 New Cases
2020-10-20,tr,Tripura,New Cases,135,Oct 20,135,Oct 20: 135 New Cases
2020-10-21,tr,Tripura,New Cases,112,Oct 21,112,Oct 21: 112 New Cases
2020-10-22,tr,Tripura,New Cases,125,Oct 22,125,Oct 22: 125 New Cases
2020-10-23,tr,Tripura,New Cases,145,Oct 23,145,Oct 23: 145 New Cases
2020-10-24,tr,Tripura,New Cases,65,Oct 24,65,Oct 24: 65 New Cases
2020-10-25,tr,Tripura,New Cases,86,Oct 25,86,Oct 25: 86 New Cases
2020-10-26,tr,Tripura,New Cases,36,Oct 26,36,Oct 26: 36 New Cases
2020-10-27,tr,Tripura,New Cases,36,Oct 27,36,Oct 27: 36 New Cases
2020-10-28,tr,Tripura,New Cases,160,Oct 28,160,Oct 28: 160 New Cases
2020-10-29,tr,Tripura,New Cases,113,Oct 29,113,Oct 29: 113 New Cases
2020-10-30,tr,Tripura,New Cases,97,Oct 30,97,Oct 30: 97 New Cases
2020-10-31,tr,Tripura,New Cases,54,Oct 31,54,Oct 31: 54 New Cases
2020-11-01,tr,Tripura,New Cases,77,Nov  1,77,Nov  1: 77 New Cases
2020-11-02,tr,Tripura,New Cases,58,Nov  2,58,Nov  2: 58 New Cases
2020-11-03,tr,Tripura,New Cases,137,Nov  3,137,Nov  3: 137 New Cases
2020-11-04,tr,Tripura,New Cases,116,Nov  4,116,Nov  4: 116 New Cases
2020-11-05,tr,Tripura,New Cases,132,Nov  5,132,Nov  5: 132 New Cases
2020-11-06,tr,Tripura,New Cases,110,Nov  6,110,Nov  6: 110 New Cases
2020-11-07,tr,Tripura,New Cases,87,Nov  7,87,Nov  7: 87 New Cases
2020-11-08,tr,Tripura,New Cases,83,Nov  8,83,Nov  8: 83 New Cases
2020-11-09,tr,Tripura,New Cases,26,Nov  9,26,Nov  9: 26 New Cases
2020-11-10,tr,Tripura,New Cases,79,Nov 10,79,Nov 10: 79 New Cases
2020-11-11,tr,Tripura,New Cases,84,Nov 11,84,Nov 11: 84 New Cases
2020-11-12,tr,Tripura,New Cases,59,Nov 12,59,Nov 12: 59 New Cases
2020-11-13,tr,Tripura,New Cases,76,Nov 13,76,Nov 13: 76 New Cases
2020-11-14,tr,Tripura,New Cases,78,Nov 14,78,Nov 14: 78 New Cases
2020-11-15,tr,Tripura,New Cases,26,Nov 15,26,Nov 15: 26 New Cases
2020-11-16,tr,Tripura,New Cases,17,Nov 16,17,Nov 16: 17 New Cases
2020-11-17,tr,Tripura,New Cases,77,Nov 17,77,Nov 17: 77 New Cases
2020-11-18,tr,Tripura,New Cases,73,Nov 18,73,Nov 18: 73 New Cases
2020-11-19,tr,Tripura,New Cases,105,Nov 19,105,Nov 19: 105 New Cases
2020-11-20,tr,Tripura,New Cases,75,Nov 20,75,Nov 20: 75 New Cases
2020-11-21,tr,Tripura,New Cases,75,Nov 21,75,Nov 21: 75 New Cases
2020-11-22,tr,Tripura,New Cases,48,Nov 22,48,Nov 22: 48 New Cases
2020-11-23,tr,Tripura,New Cases,19,Nov 23,19,Nov 23: 19 New Cases
2020-11-24,tr,Tripura,New Cases,59,Nov 24,59,Nov 24: 59 New Cases
2020-11-25,tr,Tripura,New Cases,35,Nov 25,35,Nov 25: 35 New Cases
2020-11-26,tr,Tripura,New Cases,50,Nov 26,50,Nov 26: 50 New Cases
2020-11-27,tr,Tripura,New Cases,32,Nov 27,32,Nov 27: 32 New Cases
2020-11-28,tr,Tripura,New Cases,31,Nov 28,31,Nov 28: 31 New Cases
2020-11-29,tr,Tripura,New Cases,0,Nov 29,0,Nov 29: 0 New Cases
2020-11-30,tr,Tripura,New Cases,54,Nov 30,54,Nov 30: 54 New Cases
2020-12-01,tr,Tripura,New Cases,31,Dec  1,31,Dec  1: 31 New Cases
2020-12-02,tr,Tripura,New Cases,38,Dec  2,38,Dec  2: 38 New Cases
2020-12-03,tr,Tripura,New Cases,39,Dec  3,39,Dec  3: 39 New Cases
2020-12-04,tr,Tripura,New Cases,33,Dec  4,33,Dec  4: 33 New Cases
2020-12-05,tr,Tripura,New Cases,24,Dec  5,24,Dec  5: 24 New Cases
2020-12-06,tr,Tripura,New Cases,31,Dec  6,31,Dec  6: 31 New Cases
2020-12-07,tr,Tripura,New Cases,6,Dec  7,6,Dec  7: 6 New Cases
2020-12-08,tr,Tripura,New Cases,28,Dec  8,28,Dec  8: 28 New Cases
2020-12-09,tr,Tripura,New Cases,20,Dec  9,20,Dec  9: 20 New Cases
2020-12-10,tr,Tripura,New Cases,31,Dec 10,31,Dec 10: 31 New Cases
2020-12-11,tr,Tripura,New Cases,21,Dec 11,21,Dec 11: 21 New Cases
2020-12-12,tr,Tripura,New Cases,18,Dec 12,18,Dec 12: 18 New Cases
2020-12-13,tr,Tripura,New Cases,23,Dec 13,23,Dec 13: 23 New Cases
2020-12-14,tr,Tripura,New Cases,10,Dec 14,10,Dec 14: 10 New Cases
2020-12-15,tr,Tripura,New Cases,9,Dec 15,9,Dec 15: 9 New Cases
2020-12-16,tr,Tripura,New Cases,24,Dec 16,24,Dec 16: 24 New Cases
2020-12-17,tr,Tripura,New Cases,17,Dec 17,17,Dec 17: 17 New Cases
2020-12-18,tr,Tripura,New Cases,21,Dec 18,21,Dec 18: 21 New Cases
2020-12-19,tr,Tripura,New Cases,26,Dec 19,26,Dec 19: 26 New Cases
2020-12-20,tr,Tripura,New Cases,22,Dec 20,22,Dec 20: 22 New Cases
2020-12-21,tr,Tripura,New Cases,8,Dec 21,8,Dec 21: 8 New Cases
2020-12-22,tr,Tripura,New Cases,13,Dec 22,13,Dec 22: 13 New Cases
2020-12-23,tr,Tripura,New Cases,15,Dec 23,15,Dec 23: 15 New Cases
2020-12-24,tr,Tripura,New Cases,13,Dec 24,13,Dec 24: 13 New Cases
2020-12-25,tr,Tripura,New Cases,9,Dec 25,9,Dec 25: 9 New Cases
2020-12-26,tr,Tripura,New Cases,1,Dec 26,1,Dec 26: 1 New Cases
2020-12-27,tr,Tripura,New Cases,11,Dec 27,11,Dec 27: 11 New Cases
2020-12-28,tr,Tripura,New Cases,7,Dec 28,7,Dec 28: 7 New Cases
2020-12-29,tr,Tripura,New Cases,2,Dec 29,2,Dec 29: 2 New Cases
2020-12-30,tr,Tripura,New Cases,12,Dec 30,12,Dec 30: 12 New Cases
2020-12-31,tr,Tripura,New Cases,6,Dec 31,6,Dec 31: 6 New Cases
2021-01-01,tr,Tripura,New Cases,4,Jan  1,4,Jan  1: 4 New Cases
2021-01-02,tr,Tripura,New Cases,8,Jan  2,8,Jan  2: 8 New Cases
2021-01-03,tr,Tripura,New Cases,6,Jan  3,6,Jan  3: 6 New Cases
2021-01-04,tr,Tripura,New Cases,1,Jan  4,1,Jan  4: 1 New Cases
2021-01-05,tr,Tripura,New Cases,1,Jan  5,1,Jan  5: 1 New Cases
2021-01-06,tr,Tripura,New Cases,2,Jan  6,2,Jan  6: 2 New Cases
2021-01-07,tr,Tripura,New Cases,8,Jan  7,8,Jan  7: 8 New Cases
2021-01-08,tr,Tripura,New Cases,5,Jan  8,5,Jan  8: 5 New Cases
2021-01-09,tr,Tripura,New Cases,0,Jan  9,0,Jan  9: 0 New Cases
2021-01-10,tr,Tripura,New Cases,8,Jan 10,8,Jan 10: 8 New Cases
2021-01-11,tr,Tripura,New Cases,0,Jan 11,0,Jan 11: 0 New Cases
2021-01-12,tr,Tripura,New Cases,2,Jan 12,2,Jan 12: 2 New Cases
2021-01-13,tr,Tripura,New Cases,6,Jan 13,6,Jan 13: 6 New Cases
2021-01-14,tr,Tripura,New Cases,5,Jan 14,5,Jan 14: 5 New Cases
2021-01-15,tr,Tripura,New Cases,5,Jan 15,5,Jan 15: 5 New Cases
2021-01-16,tr,Tripura,New Cases,4,Jan 16,4,Jan 16: 4 New Cases
2021-01-17,tr,Tripura,New Cases,0,Jan 17,0,Jan 17: 0 New Cases
2021-01-18,tr,Tripura,New Cases,3,Jan 18,3,Jan 18: 3 New Cases
2021-01-19,tr,Tripura,New Cases,3,Jan 19,3,Jan 19: 3 New Cases
2021-01-20,tr,Tripura,New Cases,1,Jan 20,1,Jan 20: 1 New Cases
2021-01-21,tr,Tripura,New Cases,2,Jan 21,2,Jan 21: 2 New Cases
2021-01-22,tr,Tripura,New Cases,4,Jan 22,4,Jan 22: 4 New Cases
2021-01-23,tr,Tripura,New Cases,2,Jan 23,2,Jan 23: 2 New Cases
2021-01-24,tr,Tripura,New Cases,0,Jan 24,0,Jan 24: 0 New Cases
2021-01-25,tr,Tripura,New Cases,1,Jan 25,1,Jan 25: 1 New Cases
2021-01-26,tr,Tripura,New Cases,1,Jan 26,1,Jan 26: 1 New Cases
2021-01-27,tr,Tripura,New Cases,0,Jan 27,0,Jan 27: 0 New Cases
2021-01-28,tr,Tripura,New Cases,0,Jan 28,0,Jan 28: 0 New Cases
2021-01-29,tr,Tripura,New Cases,2,Jan 29,2,Jan 29: 2 New Cases
2021-01-30,tr,Tripura,New Cases,2,Jan 30,2,Jan 30: 2 New Cases
2021-01-31,tr,Tripura,New Cases,0,Jan 31,0,Jan 31: 0 New Cases
2021-02-01,tr,Tripura,New Cases,1,Feb  1,1,Feb  1: 1 New Cases
2021-02-02,tr,Tripura,New Cases,0,Feb  2,0,Feb  2: 0 New Cases
2021-02-03,tr,Tripura,New Cases,0,Feb  3,0,Feb  3: 0 New Cases
2021-02-04,tr,Tripura,New Cases,0,Feb  4,0,Feb  4: 0 New Cases
2021-02-05,tr,Tripura,New Cases,1,Feb  5,1,Feb  5: 1 New Cases
2021-02-06,tr,Tripura,New Cases,0,Feb  6,0,Feb  6: 0 New Cases
2021-02-07,tr,Tripura,New Cases,0,Feb  7,0,Feb  7: 0 New Cases
2021-02-08,tr,Tripura,New Cases,0,Feb  8,0,Feb  8: 0 New Cases
2021-02-09,tr,Tripura,New Cases,1,Feb  9,1,Feb  9: 1 New Cases
2021-02-10,tr,Tripura,New Cases,0,Feb 10,0,Feb 10: 0 New Cases
2021-02-11,tr,Tripura,New Cases,0,Feb 11,0,Feb 11: 0 New Cases
2021-02-12,tr,Tripura,New Cases,0,Feb 12,0,Feb 12: 0 New Cases
2021-02-13,tr,Tripura,New Cases,0,Feb 13,0,Feb 13: 0 New Cases
2021-02-14,tr,Tripura,New Cases,0,Feb 14,0,Feb 14: 0 New Cases
2021-02-15,tr,Tripura,New Cases,0,Feb 15,0,Feb 15: 0 New Cases
2021-02-16,tr,Tripura,New Cases,0,Feb 16,0,Feb 16: 0 New Cases
2021-02-17,tr,Tripura,New Cases,2,Feb 17,2,Feb 17: 2 New Cases
2021-02-18,tr,Tripura,New Cases,2,Feb 18,2,Feb 18: 2 New Cases
2021-02-19,tr,Tripura,New Cases,0,Feb 19,0,Feb 19: 0 New Cases
2021-02-20,tr,Tripura,New Cases,35,Feb 20,35,Feb 20: 35 New Cases
2021-02-21,tr,Tripura,New Cases,0,Feb 21,0,Feb 21: 0 New Cases
2021-02-22,tr,Tripura,New Cases,2,Feb 22,2,Feb 22: 2 New Cases
2021-02-23,tr,Tripura,New Cases,4,Feb 23,4,Feb 23: 4 New Cases
2021-02-24,tr,Tripura,New Cases,2,Feb 24,2,Feb 24: 2 New Cases
2021-02-25,tr,Tripura,New Cases,0,Feb 25,0,Feb 25: 0 New Cases
2021-02-26,tr,Tripura,New Cases,7,Feb 26,7,Feb 26: 7 New Cases
2021-02-27,tr,Tripura,New Cases,0,Feb 27,0,Feb 27: 0 New Cases
2021-02-28,tr,Tripura,New Cases,0,Feb 28,0,Feb 28: 0 New Cases
2021-03-01,tr,Tripura,New Cases,10,Mar  1,10,Mar  1: 10 New Cases
2021-03-02,tr,Tripura,New Cases,0,Mar  2,0,Mar  2: 0 New Cases
2021-03-03,tr,Tripura,New Cases,3,Mar  3,3,Mar  3: 3 New Cases
2021-03-04,tr,Tripura,New Cases,2,Mar  4,2,Mar  4: 2 New Cases
2021-03-05,tr,Tripura,New Cases,0,Mar  5,0,Mar  5: 0 New Cases
2021-03-06,tr,Tripura,New Cases,2,Mar  6,2,Mar  6: 2 New Cases
2021-03-07,tr,Tripura,New Cases,0,Mar  7,0,Mar  7: 0 New Cases
2021-03-08,tr,Tripura,New Cases,0,Mar  8,0,Mar  8: 0 New Cases
2021-03-09,tr,Tripura,New Cases,0,Mar  9,0,Mar  9: 0 New Cases
2021-03-10,tr,Tripura,New Cases,0,Mar 10,0,Mar 10: 0 New Cases
2021-03-11,tr,Tripura,New Cases,1,Mar 11,1,Mar 11: 1 New Cases
2021-03-12,tr,Tripura,New Cases,0,Mar 12,0,Mar 12: 0 New Cases
2021-03-13,tr,Tripura,New Cases,2,Mar 13,2,Mar 13: 2 New Cases
2021-03-14,tr,Tripura,New Cases,2,Mar 14,2,Mar 14: 2 New Cases
2021-03-15,tr,Tripura,New Cases,0,Mar 15,0,Mar 15: 0 New Cases
