place,abbrev,date,r,lower,upper
Maharashtra,mh,2020-10-09,0.803804552917869,0.797520547838961,0.810112877593372
Maharashtra,mh,2020-10-10,0.846338953722707,0.83978337632779,0.852919667097206
Maharashtra,mh,2020-10-11,0.852374370889017,0.845694985024972,0.85907966752911
Maharashtra,mh,2020-10-12,0.769981365116519,0.763549556236457,0.776439777281732
Maharashtra,mh,2020-10-13,0.719973305230098,0.713673334108995,0.726300578423164
Maharashtra,mh,2020-10-14,0.719733043890457,0.713333243486846,0.726161029866524
Maharashtra,mh,2020-10-15,0.729183627312536,0.722618717869522,0.7357778126389
Maharashtra,mh,2020-10-16,0.770037033132152,0.763151837069987,0.776952721982067
Maharashtra,mh,2020-10-17,0.854989266226427,0.847585326901027,0.862424958231102
Maharashtra,mh,2020-10-18,0.895597870256983,0.887882767055221,0.90334588710596
Maharashtra,mh,2020-10-19,0.839021312706476,0.831451097190903,0.84662536096092
Maharashtra,mh,2020-10-20,0.820040936137443,0.812473332598209,0.827643135148597
Maharashtra,mh,2020-10-21,0.777885460405366,0.770427817588903,0.785378527662412
Maharashtra,mh,2020-10-22,0.746622759821866,0.739219274087748,0.754062625144654
Maharashtra,mh,2020-10-23,0.736316310719483,0.728849068713089,0.74382108382099
Maharashtra,mh,2020-10-24,0.771836498079375,0.764054124737759,0.779657759939251
Maharashtra,mh,2020-10-25,0.756725044499373,0.748874041839082,0.764616420791514
Maharashtra,mh,2020-10-26,0.685501145825314,0.677892196593255,0.69315197282571
Maharashtra,mh,2020-10-27,0.662475778222049,0.654850747030362,0.670144334962878
Maharashtra,mh,2020-10-28,0.678065070232412,0.670177096433247,0.685998555117485
Maharashtra,mh,2020-10-29,0.699025024396895,0.69081821790471,0.707279620833436
Maharashtra,mh,2020-10-30,0.737960881282858,0.729317302994881,0.746654674019147
Maharashtra,mh,2020-10-31,0.826775857550156,0.817406045984289,0.836198327396658
Maharashtra,mh,2020-11-01,0.86247011372508,0.852696763835014,0.872298384223569
Maharashtra,mh,2020-11-02,0.809676281796435,0.80005030556957,0.819359024389945
Maharashtra,mh,2020-11-03,0.801753796435135,0.792042413931727,0.811523534534312
Maharashtra,mh,2020-11-04,0.803172236931661,0.793313460841789,0.81309105207187
Maharashtra,mh,2020-11-05,0.817322410880759,0.80722980910134,0.827476846367725
Maharashtra,mh,2020-11-06,0.892197063648107,0.881495017893663,0.902962790245261
Maharashtra,mh,2020-11-07,0.914740926983112,0.90375814448637,0.92578912263251
Maharashtra,mh,2020-11-08,0.957597397049228,0.946243587927741,0.969017979990169
Maharashtra,mh,2020-11-09,0.892555842537882,0.881512002442617,0.903667481530668
Maharashtra,mh,2020-11-10,0.850444345521381,0.839601485350661,0.861355808374558
Maharashtra,mh,2020-11-11,0.791031646473746,0.780497823227287,0.801635100337912
Maharashtra,mh,2020-11-12,0.827387568180872,0.81650411546509,0.838342078611971
Maharashtra,mh,2020-11-13,0.79284495796436,0.782055635823898,0.803707173020037
Maharashtra,mh,2020-11-14,0.852179781931496,0.840843220773324,0.863591203217178
Maharashtra,mh,2020-11-15,0.825463022676415,0.814151029266257,0.836851979906241
Maharashtra,mh,2020-11-16,0.747867838562266,0.736965251488029,0.758849371569528
Maharashtra,mh,2020-11-17,0.693164420948417,0.68252479667138,0.703885193461291
Maharashtra,mh,2020-11-18,0.756541101179053,0.745230672343518,0.767935534364927
Maharashtra,mh,2020-11-19,0.847397465420222,0.835183160690467,0.859699210160589
Maharashtra,mh,2020-11-20,1.02746364778513,1.01376040295129,1.04125761341262
Maharashtra,mh,2020-11-21,1.2123271586587,1.19724843489006,1.22749893772841
Maharashtra,mh,2020-11-22,1.36779005188079,1.35172939023856,1.38394425164625
Maharashtra,mh,2020-11-23,1.3019248568822,1.28639590081683,1.31754569273693
Maharashtra,mh,2020-11-24,1.25315622850025,1.23818224788683,1.26821896462221
Maharashtra,mh,2020-11-25,1.23140146364012,1.2168277336122,1.24606074822085
Maharashtra,mh,2020-11-26,1.21813092376186,1.20388157729333,1.23246294396576
Maharashtra,mh,2020-11-27,1.19815620075532,1.18424742623985,1.2121450538997
Maharashtra,mh,2020-11-28,1.23720469459226,1.22327959046531,1.25120751845193
Maharashtra,mh,2020-11-29,1.20615448489413,1.19260236791998,1.21978210815064
Maharashtra,mh,2020-11-30,1.0807917568047,1.06815505743373,1.09350173790348
Maharashtra,mh,2020-12-01,0.997340291108858,0.985359469612023,1.00939250790631
Maharashtra,mh,2020-12-02,0.876515745633513,0.865374483750069,0.887727282366853
Maharashtra,mh,2020-12-03,0.844064937679517,0.833154418830858,0.855045449180182
Maharashtra,mh,2020-12-04,0.839692433673919,0.828763062545041,0.85069240843538
Maharashtra,mh,2020-12-05,0.894856247462233,0.883478741586628,0.906305538138819
Maharashtra,mh,2020-12-06,0.90550772011349,0.8939525164349,0.917136099140302
Maharashtra,mh,2020-12-07,0.910132911894647,0.898450173515399,0.921890072477815
Maharashtra,mh,2020-12-08,0.877803362165338,0.866244458951827,0.88943781388584
Maharashtra,mh,2020-12-09,0.880774722234226,0.869111010870249,0.892515101699628
Maharashtra,mh,2020-12-10,0.850187245508199,0.838634340892193,0.861818088040138
Maharashtra,mh,2020-12-11,0.84498906754103,0.833368952564255,0.856688521405292
Maharashtra,mh,2020-12-12,0.912942079494289,0.900739246827321,0.925225879703188
Maharashtra,mh,2020-12-13,0.918230849653477,0.905867869973479,0.930676461359927
Maharashtra,mh,2020-12-14,0.843142746406942,0.83120175893056,0.855167715596659
Maharashtra,mh,2020-12-15,0.839108596315071,0.827103994445176,0.851198491285185
Maharashtra,mh,2020-12-17,0.838045540701927,0.825929811289568,0.850248266406523
Maharashtra,mh,2020-12-18,0.844431372837228,0.832134026834069,0.856817669789592
Maharashtra,mh,2020-12-19,0.874941699697139,0.862278028494822,0.887696406858
Maharashtra,mh,2020-12-20,0.937257298495311,0.924000769546891,0.95060693869385
Maharashtra,mh,2020-12-21,0.924806844593732,0.911513515021977,0.938195074502463
Maharashtra,mh,2020-12-22,0.898489819827652,0.885296220653987,0.911779653742348
Maharashtra,mh,2020-12-23,0.905959467963245,0.892625726213172,0.919390690959476
Maharashtra,mh,2020-12-24,0.899826282458871,0.886445798232286,0.913305609196988
Maharashtra,mh,2020-12-25,0.892458284795764,0.879039243559812,0.905977568057773
Maharashtra,mh,2020-12-26,0.906653621431151,0.893029184386934,0.920379774316241
Maharashtra,mh,2020-12-27,0.93166770405506,0.917752502079965,0.945686156260462
Maharashtra,mh,2020-12-28,0.866385721779695,0.85287644095456,0.879999683816771
Maharashtra,mh,2020-12-29,0.846393069920827,0.832953392499661,0.859938815067789
Maharashtra,mh,2020-12-30,0.867033539409153,0.853313946615156,0.880861029915296
Maharashtra,mh,2020-12-31,0.92246329529205,0.908169691020583,0.936866959381578
Maharashtra,mh,2021-01-01,0.984134289513598,0.968984566406821,0.999399897685305
Maharashtra,mh,2021-01-02,1.03066388544333,1.01514016229259,1.0463037735436
Maharashtra,mh,2021-01-03,1.04136171248674,1.02579816110876,1.05704081944478
Maharashtra,mh,2021-01-04,1.11233018524016,1.09631931059094,1.12845551941359
Maharashtra,mh,2021-01-05,1.0694176527921,1.05387697552981,1.08507050038015
Maharashtra,mh,2021-01-06,1.10041007402052,1.08478455464887,1.11614577974124
Maharashtra,mh,2021-01-07,1.10965861736128,1.09410963381531,1.12531579098729
Maharashtra,mh,2021-01-08,1.10807756576778,1.09271184494191,1.12354908448889
Maharashtra,mh,2021-01-09,1.01327154339159,0.99874029550455,1.02790628738569
Maharashtra,mh,2021-01-10,1.02792687467959,1.01334058122656,1.04261595532292
Maharashtra,mh,2021-01-11,0.919970744296424,0.906192852737837,0.933851147538546
Maharashtra,mh,2021-01-12,0.887337753568241,0.873728582153212,0.901050638296495
Maharashtra,mh,2021-01-13,0.901903075976957,0.888011903261079,0.915900563108287
Maharashtra,mh,2021-01-14,0.922258035665576,0.908052473856469,0.936572324821126
Maharashtra,mh,2021-01-15,0.914055113535782,0.899792113582393,0.928428716620704
Maharashtra,mh,2021-01-16,0.957670722105036,0.942946602155071,0.972507331246563
Maharashtra,mh,2021-01-17,0.976728251168453,0.961777925946767,0.991792281767122
Maharashtra,mh,2021-01-18,0.882632393330476,0.868392170293481,0.896986821799264
Maharashtra,mh,2021-01-19,0.820578445270952,0.806719712866459,0.834553569903485
Maharashtra,mh,2021-01-20,0.84267000061281,0.828368682282826,0.85709201958997
Maharashtra,mh,2021-01-21,0.871549084786839,0.856744264291759,0.886478969410706
Maharashtra,mh,2021-01-22,0.875436771850132,0.860393577850764,0.890608528976951
Maharashtra,mh,2021-01-23,0.951347405705415,0.935466700068593,0.967359923330791
Maharashtra,mh,2021-01-24,0.99597243933571,0.979617367260954,1.0124610334804
Maharashtra,mh,2021-01-25,0.913690168198439,0.898024670877642,0.9294892457503
Maharashtra,mh,2021-01-26,0.890421801571634,0.874865007776791,0.906113792668008
Maharashtra,mh,2021-01-27,0.866515699727249,0.850995340620044,0.882174366539285
Maharashtra,mh,2021-01-28,0.904523888638345,0.888451663688034,0.920738189434905
Maharashtra,mh,2021-01-29,0.926087179095881,0.909644691933454,0.942674900296439
Maharashtra,mh,2021-01-30,1.00149049200383,0.984259941251511,1.0188684833971
Maharashtra,mh,2021-01-31,1.01772426235522,1.00033509933326,1.0352611888807
Maharashtra,mh,2021-02-01,0.995145837025733,0.977995888035853,1.01244278383545
Maharashtra,mh,2021-02-02,0.919463119671675,0.90299026139684,0.936082811013185
Maharashtra,mh,2021-02-03,0.948867464827453,0.932023294795807,0.96586039216461
Maharashtra,mh,2021-02-04,0.970166959254538,0.953019401498371,0.987465290834237
Maharashtra,mh,2021-02-05,0.979932880882383,0.962643047942304,0.997374470011735
Maharashtra,mh,2021-02-06,1.04974163266811,1.03180883181141,1.06782678724785
Maharashtra,mh,2021-02-07,1.10155723844583,1.08325290349542,1.12001280368185
Maharashtra,mh,2021-02-08,1.01903784865201,1.00160960691294,1.03661432865943
Maharashtra,mh,2021-02-09,0.992636369957452,0.975514373026369,1.00990525747139
Maharashtra,mh,2021-02-10,1.05832979884869,1.04063228717807,1.0761744618538
Maharashtra,mh,2021-02-11,0.886740781576297,0.870612773999737,0.903014752637558
Maharashtra,mh,2021-02-12,0.977221653794377,0.960168079266112,0.994423260796174
Maharashtra,mh,2021-02-13,1.10039302257955,1.08217496800513,1.11876103903821
Maharashtra,mh,2021-02-14,1.20543336466607,1.18651623819699,1.22449802934689
Maharashtra,mh,2021-02-15,1.15283281370688,1.13469088222689,1.17111663380855
Maharashtra,mh,2021-02-16,1.33032717331084,1.31117482257483,1.3496164676802
Maharashtra,mh,2021-02-17,1.33307793845555,1.31444127796816,1.35184397278771
Maharashtra,mh,2021-02-18,1.3605309051992,1.34233518858232,1.37884742111341
Maharashtra,mh,2021-02-19,1.38931555705346,1.37155396288891,1.40718983717508
Maharashtra,mh,2021-02-20,1.44968792006184,1.43221014773268,1.46727022380724
Maharashtra,mh,2021-02-21,1.49948866086972,1.48244840025896,1.51662495188326
Maharashtra,mh,2021-02-22,1.38338818868975,1.36777820584821,1.39908551751157
Maharashtra,mh,2021-02-23,1.31115686578491,1.29655266289002,1.32584172747764
Maharashtra,mh,2021-02-24,1.34080970847331,1.32648713322558,1.35520812874797
Maharashtra,mh,2021-02-25,1.34951076859893,1.33558841095797,1.36350431677893
Maharashtra,mh,2021-02-26,1.30931349491035,1.29605431316601,1.32263922264134
Maharashtra,mh,2021-02-27,1.3437531491479,1.3307270892155,1.3568417760598
Maharashtra,mh,2021-02-28,1.32427262048065,1.31175001505306,1.33685389363186
Maharashtra,mh,2021-03-01,1.17197579561178,1.16056795812484,1.18343865495021
Maharashtra,mh,2021-03-02,1.10305070678597,1.09220065148859,1.11395364772338
Maharashtra,mh,2021-03-03,1.12302652276861,1.11218629243338,1.13391859927314
Maharashtra,mh,2021-03-04,1.10965262711728,1.09898998765633,1.12036603137276
Maharashtra,mh,2021-03-05,1.13617038699073,1.12549737678307,1.1468930683425
Maharashtra,mh,2021-03-06,1.20508959323965,1.1942329376324,1.21599469546871
Maharashtra,mh,2021-03-07,1.24123983476408,1.230426478443,1.25209984540802
Maharashtra,mh,2021-03-08,1.15796888078651,1.14776814171273,1.16821412539035
Maharashtra,mh,2021-03-09,1.13854716703124,1.12861052303376,1.14852676055687
Maharashtra,mh,2021-03-10,1.18462817371298,1.17462584346188,1.19467232444356
Maharashtra,mh,2021-03-11,1.23341316984744,1.22337719636384,1.24348957419008
Maharashtra,mh,2021-03-12,1.27521097243262,1.26523005161923,1.28523056509206
Maharashtra,mh,2021-03-13,1.34205808378963,1.33208608222885,1.35206675811245
Maharashtra,mh,2021-03-14,1.37938113314238,1.36959260287965,1.38920403731745
Maharashtra,mh,2021-03-15,1.30523843112035,1.29605955436875,1.31444924925449
Maharashtra,mh,2021-03-16,1.28119124112354,1.27238072211739,1.29003173932735
Maharashtra,mh,2021-03-17,1.32331256835668,1.31459929864843,1.3320542216914
Maharashtra,mh,2021-03-18,1.38982625321327,1.38116231702314,1.39851690485297
Maharashtra,mh,2021-03-19,1.41045335503698,1.40203859155526,1.41889294755994
Maharashtra,mh,2021-03-20,1.44890293464336,1.440705802379,1.45712299949436
Maharashtra,mh,2021-03-21,1.47147579776399,1.4635589282692,1.47941372746613
Maharashtra,mh,2021-03-22,1.35945097574196,1.35217694503783,1.36674425017162
Maharashtra,mh,2021-03-23,1.28894326216534,1.28211909008145,1.29578529733435
Maharashtra,mh,2021-03-24,1.27234154741739,1.26575225059754,1.27894771520175
Maharashtra,mh,2021-03-25,1.28234710011693,1.27590184591845,1.28880836858494
Maharashtra,mh,2021-03-26,1.26624224914968,1.26000728901861,1.27249238541706
Maharashtra,mh,2021-03-27,1.28586407453319,1.27974317053296,1.29199938015841
Maharashtra,mh,2021-03-28,1.30222687222116,1.2962319785463,1.30823540601236
Maharashtra,mh,2021-03-29,1.22702460987879,1.22137260518953,1.23268948206553
Maharashtra,mh,2021-03-30,1.11779260386529,1.11252542316855,1.12307205218168
Maharashtra,mh,2021-03-31,1.10554168619811,1.10037160564111,1.11072371700366
Maharashtra,mh,2021-04-01,1.13139620929037,1.12621419647806,1.13658995266895
Maharashtra,mh,2021-04-02,1.1501604520957,1.14499727182031,1.15533508732364
Maharashtra,mh,2021-04-03,1.22208526179776,1.21683898658873,1.22734266650545
Maharashtra,mh,2021-04-04,1.33770631125211,1.33232788790439,1.34309541938139
Maharashtra,mh,2021-04-05,1.29784672366355,1.29271164226571,1.30299184368013
Maharashtra,mh,2021-04-06,1.28084325139154,1.27589785432692,1.28579808229634
Maharashtra,mh,2021-04-07,1.26855525947424,1.26376756524609,1.27335188073071
Maharashtra,mh,2021-04-08,1.23385766824068,1.22925892506637,1.23846487913795
Maharashtra,mh,2021-04-09,1.18544328217539,1.18104025046884,1.18985439317705
Maharashtra,mh,2021-04-10,1.17499742891196,1.17069554762222,1.17930709091035
Maharashtra,mh,2021-04-11,1.16723608617941,1.16301984469339,1.17145985118305
Maharashtra,mh,2021-04-12,1.09838310489328,1.09435939628237,1.10241409530645
Maharashtra,mh,2021-04-13,1.0893983836319,1.08543470170099,1.09336918991207
Maharashtra,mh,2021-04-14,1.0717240679163,1.06782441670841,1.07563072888073
Maharashtra,mh,2021-04-15,1.07951451617487,1.07562841315369,1.083407529962
Maharashtra,mh,2021-04-16,1.06546052108366,1.06162782412118,1.06930002882983
Maharashtra,mh,2021-04-17,1.10580061151616,1.10192203856276,1.10968590453204
Maharashtra,mh,2021-04-18,1.11460576835687,1.11074801636891,1.11847011578166
Maharashtra,mh,2021-04-19,1.0890572468246,1.08528775588412,1.0928331825878
Maharashtra,mh,2021-04-20,1.06988321041017,1.06618240655747,1.07359033767624
Maharashtra,mh,2021-04-21,1.06712542573789,1.06345548762933,1.07080159823019
Maharashtra,mh,2021-04-22,1.05309544641939,1.04947314467851,1.05672390266568
Maharashtra,mh,2021-04-23,1.0359187272615,1.03234560880104,1.0394979335565
Maharashtra,mh,2021-04-24,1.05458826589357,1.05099631219553,1.05818626273558
Maharashtra,mh,2021-04-25,1.05760234890545,1.05402221142023,1.0611884726694
Maharashtra,mh,2021-04-26,0.986799541632646,0.983361367703035,0.990243632921648
Maharashtra,mh,2021-04-27,0.984390201505107,0.980956863937218,0.987829454249469
Maharashtra,mh,2021-04-28,0.978187216127844,0.974756283030072,0.981624093635063
Maharashtra,mh,2021-04-29,0.979623051976963,0.976181557414033,0.983070518853305
Maharashtra,mh,2021-04-30,0.973883378239969,0.970443905855752,0.977328851133475
Maharashtra,mh,2021-05-01,1.02543670427697,1.02189803463842,1.0289814059697
Maharashtra,mh,2021-05-02,0.991953185182028,0.988477298346705,0.995435088540048
Maharashtra,mh,2021-05-03,0.944320282177199,0.940930710746035,0.947715863879646
Maharashtra,mh,2021-05-04,0.907907544101375,0.904567643647042,0.911253514272185
Maharashtra,mh,2021-05-05,0.907579313590551,0.904209107067618,0.910955702823606
Maharashtra,mh,2021-05-06,0.922443242979576,0.919011125934812,0.925881668675796
Maharashtra,mh,2021-05-07,0.929263439548415,0.925789461067162,0.932743834131027
Maharashtra,mh,2021-05-08,0.970187870708961,0.966612330656906,0.973769920624538
Maharashtra,mh,2021-05-09,0.96558571123594,0.962005021170291,0.969172961122483
Maharashtra,mh,2021-05-10,0.899929716235264,0.896463382656113,0.903402646295033
Maharashtra,mh,2021-05-11,0.840340852518975,0.836962379802266,0.843726036459982
Maharashtra,mh,2021-05-12,0.840878150310977,0.837444756874896,0.84431847072747
Maharashtra,mh,2021-05-13,0.817567414270283,0.814122836530611,0.821019163447994
Maharashtra,mh,2021-05-14,0.815089384445064,0.811585860641266,0.81860035010119
Maharashtra,mh,2021-05-15,0.837667944077384,0.834046491322807,0.841297133879204
Maharashtra,mh,2021-05-16,0.839422381904317,0.835733874595578,0.8431188989357
Maharashtra,mh,2021-05-17,0.778984289670815,0.775373253556164,0.782603599177478
Maharashtra,mh,2021-05-18,0.748373369051983,0.744758092224961,0.751997278753305
Maharashtra,mh,2021-05-19,0.760236203863544,0.756495988425659,0.763985515385115
Maharashtra,mh,2021-05-20,0.775299838371738,0.771424688807327,0.779184562827954
Maharashtra,mh,2021-05-21,0.787418833016734,0.783420862190303,0.79142683883623
Maharashtra,mh,2021-05-22,0.81996328998997,0.815793308765737,0.824143755025596
Maharashtra,mh,2021-05-23,0.841288100329477,0.836983973785235,0.845603113098464
Maharashtra,mh,2021-05-24,0.797942064737912,0.793683014159947,0.80221235499329
Maharashtra,mh,2021-05-25,0.793425631541012,0.789096848106671,0.797766092493455
Maharashtra,mh,2021-05-26,0.796692961352082,0.792261433051843,0.801136678539745
Maharashtra,mh,2021-05-27,0.798125338969883,0.793596188354267,0.802667199264786
Maharashtra,mh,2021-05-28,0.79023616488545,0.785635775408748,0.794849798877139
Maharashtra,mh,2021-05-29,0.811148291343795,0.806387582312161,0.815922818751687
Maharashtra,mh,2021-05-30,0.801886600948429,0.797058712847706,0.806728865379775
Maharashtra,mh,2021-05-31,0.757671047499096,0.752885336166403,0.762471711633714
Maharashtra,mh,2021-06-01,0.7355500082065,0.730720969872967,0.740394731122615
Maharashtra,mh,2021-06-02,0.728207159527285,0.723269246849569,0.733161639140849
Maharashtra,mh,2021-06-03,0.723783866366065,0.718719737551689,0.728865528227841
Maharashtra,mh,2021-06-04,0.722877648574863,0.717669841151821,0.728104023204392
Maharashtra,mh,2021-06-05,0.750880243118874,0.745418026073555,0.756362124707986
Maharashtra,mh,2021-06-06,0.77425022705552,0.768556143322126,0.779965036060127
Maharashtra,mh,2021-06-07,0.75421698086773,0.748465814364589,0.759989854773232
Maharashtra,mh,2021-06-08,0.739433514288736,0.733599923720566,0.745289888435301
Maharashtra,mh,2021-06-09,0.739574425303755,0.733583891788115,0.745588982731453
Maharashtra,mh,2021-06-10,0.761023142061527,0.754780828549293,0.767290807444724
Maharashtra,mh,2021-06-11,0.788820847446092,0.782305138263318,0.795363205212925
Maharashtra,mh,2021-06-12,0.830950033583319,0.824115344850424,0.837812556864385
Maharashtra,mh,2021-06-13,0.853666228838252,0.846616711754879,0.860744570257385
Maharashtra,mh,2021-06-14,0.833780094726544,0.826712669731297,0.840877184880942
Maharashtra,mh,2021-06-15,0.786770382834441,0.779797110785361,0.793774266372456
Maharashtra,mh,2021-06-16,0.792043614757747,0.784901131028146,0.79921800225921
Maharashtra,mh,2021-06-17,0.812307454011421,0.804913918385956,0.819734324191817
Maharashtra,mh,2021-06-18,0.832956743733086,0.82532193686009,0.84062621616764
Maharashtra,mh,2021-06-19,0.876800801590674,0.868832215821868,0.884805260498467
Maharashtra,mh,2021-06-20,0.933055664168039,0.924727781104671,0.941420363040617
Maharashtra,mh,2021-06-21,0.870705030738102,0.862603911576545,0.878843489820313
Maharashtra,mh,2021-06-22,0.861951169010218,0.853805409160805,0.870135067615726
Maharashtra,mh,2021-06-23,0.892462057323989,0.884054171907324,0.900909185853506
Maharashtra,mh,2021-06-24,0.933170235307867,0.924472203261281,0.941908431559135
Maharashtra,mh,2021-06-25,0.951819373888489,0.942971848716347,0.960707640990532
Maharashtra,mh,2021-06-26,1.03728799953304,1.02800933872745,1.04660777040413
Maharashtra,mh,2021-06-27,1.06466105224261,1.05528360606734,1.07407940612261
Maharashtra,mh,2021-06-28,0.978237159659264,0.969314138727993,0.987200498189969
Maharashtra,mh,2021-06-29,0.939930515090301,0.931188375704249,0.948712934842071
Maharashtra,mh,2021-06-30,0.95482165356451,0.945957703862374,0.963726367777401
Maharashtra,mh,2021-07-01,0.95182554354156,0.94292746681438,0.960764829917481
Maharashtra,mh,2021-07-02,0.934103415908954,0.925246848993727,0.943001586195817
Maharashtra,mh,2021-07-03,1.00749759310072,0.998240307268532,1.01679701487996
Maharashtra,mh,2021-07-04,1.03756398714644,1.02815913956963,1.04701106182661
Maharashtra,mh,2021-07-05,0.962190364822346,0.95317078209663,0.971251834753433
Maharashtra,mh,2021-07-06,0.94803011495452,0.939063037497683,0.957039213517197
Maharashtra,mh,2021-07-07,0.976957133861011,0.967802065471916,0.986154704950664
Maharashtra,mh,2021-07-08,0.974116140471107,0.964944936892868,0.983330122027308
Maharashtra,mh,2021-07-09,0.970753441696255,0.961577321236843,0.979972535161446
Maharashtra,mh,2021-07-10,1.01186560593948,1.00246977260427,1.02130466061184
Maharashtra,mh,2021-07-11,1.01394416393565,1.00454139641118,1.02339012762084
Maharashtra,mh,2021-07-12,0.965679454648802,0.956521140736621,0.974880800534062
Maharashtra,mh,2021-07-13,0.928057684303451,0.919059744056508,0.93709885105693
Maharashtra,mh,2021-07-14,0.932128875591868,0.923047923098069,0.941253664581658
Maharashtra,mh,2021-07-15,0.939644093750628,0.930457333303931,0.948875360126523
Maharashtra,mh,2021-07-16,0.933349013302631,0.924134416131926,0.942608690669234
Maharashtra,mh,2021-07-17,0.95948871853034,0.950083864186516,0.96893925288214
Maharashtra,mh,2021-07-18,1.01145654460986,1.00175370357059,1.02120550332025
Maharashtra,mh,2021-07-19,0.947827219290977,0.938438709289446,0.957261813103542
Maharashtra,mh,2021-07-20,0.98751615832661,0.977902753797079,0.997175935050777
Maharashtra,mh,2021-07-21,1.00272971638808,0.993015894718015,1.01249016463397
Maharashtra,mh,2021-07-22,0.98046275261879,0.970861815273997,0.990110276022786
Maharashtra,mh,2021-07-23,0.92743733674518,0.918089026845011,0.936832345208469
Maharashtra,mh,2021-07-24,0.945614571210743,0.936114724090524,0.955161715345781
Maharashtra,mh,2021-07-25,0.893796672972608,0.884500283400603,0.903140989649873
Maharashtra,mh,2021-07-26,0.826444499580026,0.817420346150895,0.835517507281673
Maharashtra,mh,2021-07-27,0.827277156039816,0.818093482767071,0.836511379693093
Maharashtra,mh,2021-07-28,0.86207504026247,0.852521040721073,0.871681540367873
Maharashtra,mh,2021-07-29,0.916530559194372,0.906527868735383,0.926587373518203
Maharashtra,mh,2021-07-30,0.926776309766134,0.916623376470476,0.936984389719508
Maharashtra,mh,2021-07-31,1.00094467387906,0.990320204742969,1.01162504687936
Maharashtra,mh,2021-08-01,1.00969893347485,0.999016198503151,1.02043769617515
Maharashtra,mh,2021-08-02,0.947100464443841,0.936775694081959,0.957481038661615
Maharashtra,mh,2021-08-03,0.917031143605065,0.906836664301961,0.92728181717749
Maharashtra,mh,2021-08-04,0.918084905335467,0.907799772761781,0.928427172819199
Maharashtra,mh,2021-08-05,0.997775831731245,0.986958192035918,1.00865161725949
Maharashtra,mh,2021-08-06,0.972900501417883,0.962197079082203,0.983662308311097
Maharashtra,mh,2021-08-07,1.01199711321457,1.0010674598352,1.02298528750104
Maharashtra,mh,2021-08-08,0.996086757667326,0.985246611981869,1.00698539158307
Maharashtra,mh,2021-08-09,0.944961491669401,0.934409949497713,0.955571455574442
Maharashtra,mh,2021-08-10,0.847146917884949,0.83711316122843,0.857239622899464
Maharashtra,mh,2021-08-11,0.871993612836372,0.861669537109029,0.882378319097746
Maharashtra,mh,2021-08-12,0.909622220166186,0.898916504210309,0.920390432884136
Maharashtra,mh,2021-08-13,0.967809262970324,0.95665385092342,0.979028444963763
Maharashtra,mh,2021-08-14,1.01939309052387,1.0078959234536,1.0309545590727
Maharashtra,mh,2021-08-15,0.988465893745556,0.977164128726832,0.999831742139739
Maharashtra,mh,2021-08-16,0.939774642143228,0.928760356594643,0.950852955026991
Maharashtra,mh,2021-08-17,0.881798035170916,0.871075536202504,0.89258521778836
Maharashtra,mh,2021-08-18,0.847666954634862,0.837035624018297,0.858364446592169
Maharashtra,mh,2021-08-19,0.854516947982586,0.843673821593611,0.865428351390726
Maharashtra,mh,2021-08-20,0.865865457866692,0.854777160139875,0.877024223412802
Maharashtra,mh,2021-08-21,0.907118763303641,0.895607678565579,0.918702334129435
Maharashtra,mh,2021-08-22,0.915565028635366,0.903880986551028,0.927323065126353
Maharashtra,mh,2021-08-23,0.871498213640914,0.860006714091667,0.883064924068668
Maharashtra,mh,2021-08-24,0.856973893687046,0.845443858028957,0.868580939077069
Maharashtra,mh,2021-08-25,0.91049979365274,0.898438026002384,0.922640875172799
Maharashtra,mh,2021-08-26,0.952635553008393,0.940166973972275,0.965185131070776
Maharashtra,mh,2021-08-27,0.984348327211596,0.971610022980421,0.997168443084678
Maharashtra,mh,2021-08-28,1.03875324176291,1.02564703858349,1.05194150125903
Maharashtra,mh,2021-08-29,1.04502302270067,1.03192212647925,1.05820541360727
Maharashtra,mh,2021-08-30,0.978954770360921,0.966343766422074,0.991646398358778
Maharashtra,mh,2021-08-31,0.940618590486814,0.928254633504944,0.953063212665269
Maharashtra,mh,2021-09-01,0.943021266397091,0.930569979699922,0.955554155801448
Maharashtra,mh,2021-09-02,0.933808009437441,0.921338776007198,0.946359894585317
Maharashtra,mh,2021-09-03,0.93067808038617,0.918147215630964,0.943292701278881
Maharashtra,mh,2021-09-04,0.961569120804045,0.948739939951445,0.974483267601737
Maharashtra,mh,2021-09-05,0.964290078002365,0.95138282131129,0.977283097132938
Maharashtra,mh,2021-09-06,0.93281919281537,0.920083400154875,0.945641313028522
Maharashtra,mh,2021-09-07,0.923586102434956,0.910837819986068,0.936421753088743
Maharashtra,mh,2021-09-08,0.931775176573521,0.918869143804218,0.944769968309657
Maharashtra,mh,2021-09-10,0.946561684928546,0.933458721209732,0.959754707456535
Maharashtra,mh,2021-09-11,0.910142332788859,0.897221965147675,0.92315378672674
Maharashtra,mh,2021-09-12,0.924878437935074,0.911747839821445,0.938101611795462
Maharashtra,mh,2021-09-13,0.882955684584041,0.870019672408404,0.895985836534359
Maharashtra,mh,2021-09-14,0.869613307953595,0.856636278674037,0.882686541559836
Maharashtra,mh,2021-09-15,0.874208163913884,0.861019439807851,0.887495742518358
Maharashtra,mh,2021-09-16,0.925525600520925,0.911773686930149,0.939379020670824
