Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,j,text
2020-04-15,mod_3,12005,73778,No intervention,solid,Apr 15,"12,005","73,778",FALSE,"Apr 15: 12,005 projected cases<br>Projection upper CI: 73,778 cases<br>"
2020-04-15,mod_4,6237,44706,Lockdown with moderate return,solid,Apr 15,"6,237","44,706",TRUE,"Apr 15: 6,237 projected cases<br>Projection upper CI: 44,706 cases<br>"
2020-04-16,mod_2,9918,64932,Social distancing,solid,Apr 16,"9,918","64,932",FALSE,"Apr 16: 9,918 projected cases<br>Projection upper CI: 64,932 cases<br>"
2020-04-16,mod_3,13951,86405,No intervention,solid,Apr 16,"13,951","86,405",FALSE,"Apr 16: 13,951 projected cases<br>Projection upper CI: 86,405 cases<br>"
2020-04-16,mod_4,6436,46157,Lockdown with moderate return,solid,Apr 16,"6,436","46,157",TRUE,"Apr 16: 6,436 projected cases<br>Projection upper CI: 46,157 cases<br>"
2020-04-17,mod_2,10907,71142,Social distancing,solid,Apr 17,"10,907","71,142",FALSE,"Apr 17: 10,907 projected cases<br>Projection upper CI: 71,142 cases<br>"
2020-04-17,mod_3,16344,101137,No intervention,solid,Apr 17,"16,344","101,137",FALSE,"Apr 17: 16,344 projected cases<br>Projection upper CI: 101,137 cases<br>"
2020-04-17,mod_4,6642,48013,Lockdown with moderate return,solid,Apr 17,"6,642","48,013",TRUE,"Apr 17: 6,642 projected cases<br>Projection upper CI: 48,013 cases<br>"
2020-04-18,mod_2,12021,78514,Social distancing,solid,Apr 18,"12,021","78,514",FALSE,"Apr 18: 12,021 projected cases<br>Projection upper CI: 78,514 cases<br>"
2020-04-18,mod_3,19347,120739,No intervention,solid,Apr 18,"19,347","120,739",FALSE,"Apr 18: 19,347 projected cases<br>Projection upper CI: 120,739 cases<br>"
2020-04-18,mod_4,6832,49652,Lockdown with moderate return,solid,Apr 18,"6,832","49,652",TRUE,"Apr 18: 6,832 projected cases<br>Projection upper CI: 49,652 cases<br>"
2020-04-19,mod_2,13293,86922,Social distancing,solid,Apr 19,"13,293","86,922",FALSE,"Apr 19: 13,293 projected cases<br>Projection upper CI: 86,922 cases<br>"
2020-04-19,mod_3,23149,145226,No intervention,solid,Apr 19,"23,149","145,226",FALSE,"Apr 19: 23,149 projected cases<br>Projection upper CI: 145,226 cases<br>"
2020-04-19,mod_4,7023,51411,Lockdown with moderate return,solid,Apr 19,"7,023","51,411",TRUE,"Apr 19: 7,023 projected cases<br>Projection upper CI: 51,411 cases<br>"
2020-04-20,mod_2,14752,97634,Social distancing,solid,Apr 20,"14,752","97,634",FALSE,"Apr 20: 14,752 projected cases<br>Projection upper CI: 97,634 cases<br>"
2020-04-20,mod_3,28043,175639,No intervention,solid,Apr 20,"28,043","175,639",FALSE,"Apr 20: 28,043 projected cases<br>Projection upper CI: 175,639 cases<br>"
2020-04-20,mod_4,7210,52960,Lockdown with moderate return,solid,Apr 20,"7,210","52,960",TRUE,"Apr 20: 7,210 projected cases<br>Projection upper CI: 52,960 cases<br>"
2020-04-21,mod_2,16441,108861,Social distancing,solid,Apr 21,"16,441","108,861",FALSE,"Apr 21: 16,441 projected cases<br>Projection upper CI: 108,861 cases<br>"
2020-04-21,mod_3,34467,215771,No intervention,solid,Apr 21,"34,467","215,771",FALSE,"Apr 21: 34,467 projected cases<br>Projection upper CI: 215,771 cases<br>"
2020-04-21,mod_4,7395,54602,Lockdown with moderate return,solid,Apr 21,"7,395","54,602",TRUE,"Apr 21: 7,395 projected cases<br>Projection upper CI: 54,602 cases<br>"
2020-04-22,mod_2,18395,122139,Social distancing,solid,Apr 22,"18,395","122,139",FALSE,"Apr 22: 18,395 projected cases<br>Projection upper CI: 122,139 cases<br>"
2020-04-22,mod_3,42915,268566,No intervention,solid,Apr 22,"42,915","268,566",FALSE,"Apr 22: 42,915 projected cases<br>Projection upper CI: 268,566 cases<br>"
2020-04-22,mod_4,7577,55936,Lockdown with moderate return,solid,Apr 22,"7,577","55,936",TRUE,"Apr 22: 7,577 projected cases<br>Projection upper CI: 55,936 cases<br>"
2020-04-23,mod_2,20699,137487,Social distancing,solid,Apr 23,"20,699","137,487",FALSE,"Apr 23: 20,699 projected cases<br>Projection upper CI: 137,487 cases<br>"
2020-04-23,mod_3,54117,337532,No intervention,solid,Apr 23,"54,117","337,532",FALSE,"Apr 23: 54,117 projected cases<br>Projection upper CI: 337,532 cases<br>"
2020-04-23,mod_4,7755,58090,Lockdown with moderate return,solid,Apr 23,"7,755","58,090",TRUE,"Apr 23: 7,755 projected cases<br>Projection upper CI: 58,090 cases<br>"
2020-04-24,mod_2,23431,156561,Social distancing,solid,Apr 24,"23,431","156,561",FALSE,"Apr 24: 23,431 projected cases<br>Projection upper CI: 156,561 cases<br>"
2020-04-24,mod_3,68943,426716,No intervention,solid,Apr 24,"68,943","426,716",FALSE,"Apr 24: 68,943 projected cases<br>Projection upper CI: 426,716 cases<br>"
2020-04-24,mod_4,7946,59849,Lockdown with moderate return,solid,Apr 24,"7,946","59,849",TRUE,"Apr 24: 7,946 projected cases<br>Projection upper CI: 59,849 cases<br>"
2020-04-25,mod_2,26703,178065,Social distancing,solid,Apr 25,"26,703","178,065",FALSE,"Apr 25: 26,703 projected cases<br>Projection upper CI: 178,065 cases<br>"
2020-04-25,mod_3,88381,544359,No intervention,solid,Apr 25,"88,381","544,359",FALSE,"Apr 25: 88,381 projected cases<br>Projection upper CI: 544,359 cases<br>"
2020-04-25,mod_4,8149,61499,Lockdown with moderate return,solid,Apr 25,"8,149","61,499",TRUE,"Apr 25: 8,149 projected cases<br>Projection upper CI: 61,499 cases<br>"
2020-04-26,mod_2,30626,204131,Social distancing,solid,Apr 26,"30,626","204,131",FALSE,"Apr 26: 30,626 projected cases<br>Projection upper CI: 204,131 cases<br>"
2020-04-26,mod_3,113573,692802,No intervention,solid,Apr 26,"113,573","692,802",FALSE,"Apr 26: 113,573 projected cases<br>Projection upper CI: 692,802 cases<br>"
2020-04-26,mod_4,8358,63499,Lockdown with moderate return,solid,Apr 26,"8,358","63,499",TRUE,"Apr 26: 8,358 projected cases<br>Projection upper CI: 63,499 cases<br>"
2020-04-27,mod_2,35341,232420,Social distancing,solid,Apr 27,"35,341","232,420",FALSE,"Apr 27: 35,341 projected cases<br>Projection upper CI: 232,420 cases<br>"
2020-04-27,mod_3,145672,885323,No intervention,solid,Apr 27,"145,672","885,323",FALSE,"Apr 27: 145,672 projected cases<br>Projection upper CI: 885,323 cases<br>"
2020-04-27,mod_4,8571,65854,Lockdown with moderate return,solid,Apr 27,"8,571","65,854",TRUE,"Apr 27: 8,571 projected cases<br>Projection upper CI: 65,854 cases<br>"
2020-04-28,mod_2,41043,267902,Social distancing,solid,Apr 28,"41,043","267,902",FALSE,"Apr 28: 41,043 projected cases<br>Projection upper CI: 267,902 cases<br>"
2020-04-28,mod_3,185940,1139457,No intervention,solid,Apr 28,"185,940","1,139,457",FALSE,"Apr 28: 185,940 projected cases<br>Projection upper CI: 1,139,457 cases<br>"
2020-04-28,mod_4,8797,68150,Lockdown with moderate return,solid,Apr 28,"8,797","68,150",TRUE,"Apr 28: 8,797 projected cases<br>Projection upper CI: 68,150 cases<br>"
2020-04-29,mod_2,47945,309054,Social distancing,solid,Apr 29,"47,945","309,054",FALSE,"Apr 29: 47,945 projected cases<br>Projection upper CI: 309,054 cases<br>"
2020-04-29,mod_3,235660,1463417,No intervention,solid,Apr 29,"235,660","1,463,417",FALSE,"Apr 29: 235,660 projected cases<br>Projection upper CI: 1,463,417 cases<br>"
2020-04-29,mod_4,9048,69765,Lockdown with moderate return,solid,Apr 29,"9,048","69,765",TRUE,"Apr 29: 9,048 projected cases<br>Projection upper CI: 69,765 cases<br>"
2020-04-30,mod_2,56261,357358,Social distancing,solid,Apr 30,"56,261","357,358",FALSE,"Apr 30: 56,261 projected cases<br>Projection upper CI: 357,358 cases<br>"
2020-04-30,mod_3,296066,1863899,No intervention,solid,Apr 30,"296,066","1,863,899",FALSE,"Apr 30: 296,066 projected cases<br>Projection upper CI: 1,863,899 cases<br>"
2020-04-30,mod_4,9326,73226,Lockdown with moderate return,solid,Apr 30,"9,326","73,226",TRUE,"Apr 30: 9,326 projected cases<br>Projection upper CI: 73,226 cases<br>"
