Dates	variable	value	upper_ci	color	type	date.fmt	val.fmt	ci.fmt	text
2020-05-03	mod_2	158310	1030661	Soc. Dist. + Travel Ban	solid	May 03	158,310	1,030,661	May 03: 158,310 projected total cases<br>Projection upper CI: 1,030,661 cases<br>
2020-05-03	mod_4	13442	85538	Moderate return	solid	May 03	13,442	85,538	May 03: 13,442 projected total cases<br>Projection upper CI: 85,538 cases<br>
2020-05-03	mod_5	13519	86059	Normal (pre-intervention)	solid	May 03	13,519	86,059	May 03: 13,519 projected total cases<br>Projection upper CI: 86,059 cases<br>
2020-05-03	mod_6	12887	84937	Cautious return	solid	May 03	12,887	84,937	May 03: 12,887 projected total cases<br>Projection upper CI: 84,937 cases<br>
2020-05-04	mod_2	178278	1215780	Soc. Dist. + Travel Ban	solid	May 04	178,278	1,215,780	May 04: 178,278 projected total cases<br>Projection upper CI: 1,215,780 cases<br>
2020-05-04	mod_4	14283	89716	Moderate return	solid	May 04	14,283	89,716	May 04: 14,283 projected total cases<br>Projection upper CI: 89,716 cases<br>
2020-05-04	mod_5	14512	90404	Normal (pre-intervention)	solid	May 04	14,512	90,404	May 04: 14,512 projected total cases<br>Projection upper CI: 90,404 cases<br>
2020-05-04	mod_6	13583	87966	Cautious return	solid	May 04	13,583	87,966	May 04: 13,583 projected total cases<br>Projection upper CI: 87,966 cases<br>
2020-05-05	mod_2	199664	1440506	Soc. Dist. + Travel Ban	solid	May 05	199,664	1,440,506	May 05: 199,664 projected total cases<br>Projection upper CI: 1,440,506 cases<br>
2020-05-05	mod_4	15224	94081	Moderate return	solid	May 05	15,224	94,081	May 05: 15,224 projected total cases<br>Projection upper CI: 94,081 cases<br>
2020-05-05	mod_5	15692	96502	Normal (pre-intervention)	solid	May 05	15,692	96,502	May 05: 15,692 projected total cases<br>Projection upper CI: 96,502 cases<br>
2020-05-05	mod_6	14349	91533	Cautious return	solid	May 05	14,349	91,533	May 05: 14,349 projected total cases<br>Projection upper CI: 91,533 cases<br>
2020-05-06	mod_2	222448	1688422	Soc. Dist. + Travel Ban	solid	May 06	222,448	1,688,422	May 06: 222,448 projected total cases<br>Projection upper CI: 1,688,422 cases<br>
2020-05-06	mod_4	16297	99403	Moderate return	solid	May 06	16,297	99,403	May 06: 16,297 projected total cases<br>Projection upper CI: 99,403 cases<br>
2020-05-06	mod_5	17100	102683	Normal (pre-intervention)	solid	May 06	17,100	102,683	May 06: 17,100 projected total cases<br>Projection upper CI: 102,683 cases<br>
2020-05-06	mod_6	15186	95511	Cautious return	solid	May 06	15,186	95,511	May 06: 15,186 projected total cases<br>Projection upper CI: 95,511 cases<br>
2020-05-07	mod_2	246612	1982338	Soc. Dist. + Travel Ban	solid	May 07	246,612	1,982,338	May 07: 246,612 projected total cases<br>Projection upper CI: 1,982,338 cases<br>
2020-05-07	mod_4	17512	105185	Moderate return	solid	May 07	17,512	105,185	May 07: 17,512 projected total cases<br>Projection upper CI: 105,185 cases<br>
2020-05-07	mod_5	18811	109556	Normal (pre-intervention)	solid	May 07	18,811	109,556	May 07: 18,811 projected total cases<br>Projection upper CI: 109,556 cases<br>
2020-05-07	mod_6	16109	100198	Cautious return	solid	May 07	16,109	100,198	May 07: 16,109 projected total cases<br>Projection upper CI: 100,198 cases<br>
2020-05-08	mod_2	272108	2309359	Soc. Dist. + Travel Ban	solid	May 08	272,108	2,309,359	May 08: 272,108 projected total cases<br>Projection upper CI: 2,309,359 cases<br>
2020-05-08	mod_4	18913	110427	Moderate return	solid	May 08	18,913	110,427	May 08: 18,913 projected total cases<br>Projection upper CI: 110,427 cases<br>
2020-05-08	mod_5	20886	117881	Normal (pre-intervention)	solid	May 08	20,886	117,881	May 08: 20,886 projected total cases<br>Projection upper CI: 117,881 cases<br>
2020-05-08	mod_6	17130	104674	Cautious return	solid	May 08	17,130	104,674	May 08: 17,130 projected total cases<br>Projection upper CI: 104,674 cases<br>
2020-05-09	mod_2	298953	2676057	Soc. Dist. + Travel Ban	solid	May 09	298,953	2,676,057	May 09: 298,953 projected total cases<br>Projection upper CI: 2,676,057 cases<br>
2020-05-09	mod_4	20523	117480	Moderate return	solid	May 09	20,523	117,480	May 09: 20,523 projected total cases<br>Projection upper CI: 117,480 cases<br>
2020-05-09	mod_5	23421	128756	Normal (pre-intervention)	solid	May 09	23,421	128,756	May 09: 23,421 projected total cases<br>Projection upper CI: 128,756 cases<br>
2020-05-09	mod_6	18256	109299	Cautious return	solid	May 09	18,256	109,299	May 09: 18,256 projected total cases<br>Projection upper CI: 109,299 cases<br>
2020-05-10	mod_2	327070	3090858	Soc. Dist. + Travel Ban	solid	May 10	327,070	3,090,858	May 10: 327,070 projected total cases<br>Projection upper CI: 3,090,858 cases<br>
2020-05-10	mod_4	22390	125668	Moderate return	solid	May 10	22,390	125,668	May 10: 22,390 projected total cases<br>Projection upper CI: 125,668 cases<br>
2020-05-10	mod_5	26539	140168	Normal (pre-intervention)	solid	May 10	26,539	140,168	May 10: 26,539 projected total cases<br>Projection upper CI: 140,168 cases<br>
2020-05-10	mod_6	19510	115080	Cautious return	solid	May 10	19,510	115,080	May 10: 19,510 projected total cases<br>Projection upper CI: 115,080 cases<br>
2020-05-11	mod_2	356402	3530429	Soc. Dist. + Travel Ban	solid	May 11	356,402	3,530,429	May 11: 356,402 projected total cases<br>Projection upper CI: 3,530,429 cases<br>
2020-05-11	mod_4	24546	134597	Moderate return	solid	May 11	24,546	134,597	May 11: 24,546 projected total cases<br>Projection upper CI: 134,597 cases<br>
2020-05-11	mod_5	30365	155092	Normal (pre-intervention)	solid	May 11	30,365	155,092	May 11: 30,365 projected total cases<br>Projection upper CI: 155,092 cases<br>
2020-05-11	mod_6	20906	120562	Cautious return	solid	May 11	20,906	120,562	May 11: 20,906 projected total cases<br>Projection upper CI: 120,562 cases<br>
2020-05-12	mod_2	386914	4025355	Soc. Dist. + Travel Ban	solid	May 12	386,914	4,025,355	May 12: 386,914 projected total cases<br>Projection upper CI: 4,025,355 cases<br>
2020-05-12	mod_4	27055	144438	Moderate return	solid	May 12	27,055	144,438	May 12: 27,055 projected total cases<br>Projection upper CI: 144,438 cases<br>
2020-05-12	mod_5	35096	173862	Normal (pre-intervention)	solid	May 12	35,096	173,862	May 12: 35,096 projected total cases<br>Projection upper CI: 173,862 cases<br>
2020-05-12	mod_6	22465	126943	Cautious return	solid	May 12	22,465	126,943	May 12: 22,465 projected total cases<br>Projection upper CI: 126,943 cases<br>
2020-05-13	mod_2	418495	4537217	Soc. Dist. + Travel Ban	solid	May 13	418,495	4,537,217	May 13: 418,495 projected total cases<br>Projection upper CI: 4,537,217 cases<br>
2020-05-13	mod_4	29971	155755	Moderate return	solid	May 13	29,971	155,755	May 13: 29,971 projected total cases<br>Projection upper CI: 155,755 cases<br>
2020-05-13	mod_5	40927	197105	Normal (pre-intervention)	solid	May 13	40,927	197,105	May 13: 40,927 projected total cases<br>Projection upper CI: 197,105 cases<br>
2020-05-13	mod_6	24199	133993	Cautious return	solid	May 13	24,199	133,993	May 13: 24,199 projected total cases<br>Projection upper CI: 133,993 cases<br>
2020-05-14	mod_2	451146	5101316	Soc. Dist. + Travel Ban	solid	May 14	451,146	5,101,316	May 14: 451,146 projected total cases<br>Projection upper CI: 5,101,316 cases<br>
2020-05-14	mod_4	33363	168344	Moderate return	solid	May 14	33,363	168,344	May 14: 33,363 projected total cases<br>Projection upper CI: 168,344 cases<br>
2020-05-14	mod_5	48126	226712	Normal (pre-intervention)	solid	May 14	48,126	226,712	May 14: 48,126 projected total cases<br>Projection upper CI: 226,712 cases<br>
2020-05-14	mod_6	26134	141979	Cautious return	solid	May 14	26,134	141,979	May 14: 26,134 projected total cases<br>Projection upper CI: 141,979 cases<br>
2020-05-15	mod_2	484735	5702104	Soc. Dist. + Travel Ban	solid	May 15	484,735	5,702,104	May 15: 484,735 projected total cases<br>Projection upper CI: 5,702,104 cases<br>
2020-05-15	mod_4	37317	184914	Moderate return	solid	May 15	37,317	184,914	May 15: 37,317 projected total cases<br>Projection upper CI: 184,914 cases<br>
2020-05-15	mod_5	56973	263894	Normal (pre-intervention)	solid	May 15	56,973	263,894	May 15: 56,973 projected total cases<br>Projection upper CI: 263,894 cases<br>
2020-05-15	mod_6	28310	150657	Cautious return	solid	May 15	28,310	150,657	May 15: 28,310 projected total cases<br>Projection upper CI: 150,657 cases<br>
2020-05-16	mod_2	519263	6336965	Soc. Dist. + Travel Ban	solid	May 16	519,263	6,336,965	May 16: 519,263 projected total cases<br>Projection upper CI: 6,336,965 cases<br>
2020-05-16	mod_4	41925	203600	Moderate return	solid	May 16	41,925	203,600	May 16: 41,925 projected total cases<br>Projection upper CI: 203,600 cases<br>
2020-05-16	mod_5	67813	313890	Normal (pre-intervention)	solid	May 16	67,813	313,890	May 16: 67,813 projected total cases<br>Projection upper CI: 313,890 cases<br>
2020-05-16	mod_6	30740	160144	Cautious return	solid	May 16	30,740	160,144	May 16: 30,740 projected total cases<br>Projection upper CI: 160,144 cases<br>
2020-05-17	mod_2	554614	6999187	Soc. Dist. + Travel Ban	solid	May 17	554,614	6,999,187	May 17: 554,614 projected total cases<br>Projection upper CI: 6,999,187 cases<br>
2020-05-17	mod_4	47276	227234	Moderate return	solid	May 17	47,276	227,234	May 17: 47,276 projected total cases<br>Projection upper CI: 227,234 cases<br>
2020-05-17	mod_5	80991	380034	Normal (pre-intervention)	solid	May 17	80,991	380,034	May 17: 80,991 projected total cases<br>Projection upper CI: 380,034 cases<br>
2020-05-17	mod_6	33460	171519	Cautious return	solid	May 17	33,460	171,519	May 17: 33,460 projected total cases<br>Projection upper CI: 171,519 cases<br>
2020-05-18	mod_2	590731	7704736	Soc. Dist. + Travel Ban	solid	May 18	590,731	7,704,736	May 18: 590,731 projected total cases<br>Projection upper CI: 7,704,736 cases<br>
2020-05-18	mod_4	53487	250980	Moderate return	solid	May 18	53,487	250,980	May 18: 53,487 projected total cases<br>Projection upper CI: 250,980 cases<br>
2020-05-18	mod_5	96945	465224	Normal (pre-intervention)	solid	May 18	96,945	465,224	May 18: 96,945 projected total cases<br>Projection upper CI: 465,224 cases<br>
2020-05-18	mod_6	36491	183902	Cautious return	solid	May 18	36,491	183,902	May 18: 36,491 projected total cases<br>Projection upper CI: 183,902 cases<br>
2020-05-19	mod_2	627588	8386569	Soc. Dist. + Travel Ban	solid	May 19	627,588	8,386,569	May 19: 627,588 projected total cases<br>Projection upper CI: 8,386,569 cases<br>
2020-05-19	mod_4	60692	284955	Moderate return	solid	May 19	60,692	284,955	May 19: 60,692 projected total cases<br>Projection upper CI: 284,955 cases<br>
2020-05-19	mod_5	116122	578214	Normal (pre-intervention)	solid	May 19	116,122	578,214	May 19: 116,122 projected total cases<br>Projection upper CI: 578,214 cases<br>
2020-05-19	mod_6	39886	198992	Cautious return	solid	May 19	39,886	198,992	May 19: 39,886 projected total cases<br>Projection upper CI: 198,992 cases<br>
2020-05-20	mod_2	665043	9095806	Soc. Dist. + Travel Ban	solid	May 20	665,043	9,095,806	May 20: 665,043 projected total cases<br>Projection upper CI: 9,095,806 cases<br>
2020-05-20	mod_4	69007	324931	Moderate return	solid	May 20	69,007	324,931	May 20: 69,007 projected total cases<br>Projection upper CI: 324,931 cases<br>
2020-05-20	mod_5	138995	735047	Normal (pre-intervention)	solid	May 20	138,995	735,047	May 20: 138,995 projected total cases<br>Projection upper CI: 735,047 cases<br>
2020-05-20	mod_6	43667	212733	Cautious return	solid	May 20	43,667	212,733	May 20: 43,667 projected total cases<br>Projection upper CI: 212,733 cases<br>
2020-05-21	mod_2	703061	9867777	Soc. Dist. + Travel Ban	solid	May 21	703,061	9,867,777	May 21: 703,061 projected total cases<br>Projection upper CI: 9,867,777 cases<br>
2020-05-21	mod_4	78353	368283	Moderate return	solid	May 21	78,353	368,283	May 21: 78,353 projected total cases<br>Projection upper CI: 368,283 cases<br>
2020-05-21	mod_5	165186	936810	Normal (pre-intervention)	solid	May 21	165,186	936,810	May 21: 165,186 projected total cases<br>Projection upper CI: 936,810 cases<br>
2020-05-21	mod_6	47812	230335	Cautious return	solid	May 21	47,812	230,335	May 21: 47,812 projected total cases<br>Projection upper CI: 230,335 cases<br>
2020-05-22	mod_2	741632	10634223	Soc. Dist. + Travel Ban	solid	May 22	741,632	10,634,223	May 22: 741,632 projected total cases<br>Projection upper CI: 10,634,223 cases<br>
2020-05-22	mod_4	88777	426667	Moderate return	solid	May 22	88,777	426,667	May 22: 88,777 projected total cases<br>Projection upper CI: 426,667 cases<br>
2020-05-22	mod_5	194719	1199641	Normal (pre-intervention)	solid	May 22	194,719	1,199,641	May 22: 194,719 projected total cases<br>Projection upper CI: 1,199,641 cases<br>
2020-05-22	mod_6	52323	249406	Cautious return	solid	May 22	52,323	249,406	May 22: 52,323 projected total cases<br>Projection upper CI: 249,406 cases<br>
2020-05-23	mod_2	780672	11402250	Soc. Dist. + Travel Ban	solid	May 23	780,672	11,402,250	May 23: 780,672 projected total cases<br>Projection upper CI: 11,402,250 cases<br>
2020-05-23	mod_4	100285	490101	Moderate return	solid	May 23	100,285	490,101	May 23: 100,285 projected total cases<br>Projection upper CI: 490,101 cases<br>
2020-05-23	mod_5	227573	1547485	Normal (pre-intervention)	solid	May 23	227,573	1,547,485	May 23: 227,573 projected total cases<br>Projection upper CI: 1,547,485 cases<br>
2020-05-23	mod_6	57224	271817	Cautious return	solid	May 23	57,224	271,817	May 23: 57,224 projected total cases<br>Projection upper CI: 271,817 cases<br>
2020-05-24	mod_2	820114	12149408	Soc. Dist. + Travel Ban	solid	May 24	820,114	12,149,408	May 24: 820,114 projected total cases<br>Projection upper CI: 12,149,408 cases<br>
2020-05-24	mod_4	112910	569883	Moderate return	solid	May 24	112,910	569,883	May 24: 112,910 projected total cases<br>Projection upper CI: 569,883 cases<br>
2020-05-24	mod_5	263669	1996998	Normal (pre-intervention)	solid	May 24	263,669	1,996,998	May 24: 263,669 projected total cases<br>Projection upper CI: 1,996,998 cases<br>
2020-05-24	mod_6	62521	293506	Cautious return	solid	May 24	62,521	293,506	May 24: 62,521 projected total cases<br>Projection upper CI: 293,506 cases<br>
2020-05-25	mod_2	859903	12888933	Soc. Dist. + Travel Ban	solid	May 25	859,903	12,888,933	May 25: 859,903 projected total cases<br>Projection upper CI: 12,888,933 cases<br>
2020-05-25	mod_4	126678	657669	Moderate return	solid	May 25	126,678	657,669	May 25: 126,678 projected total cases<br>Projection upper CI: 657,669 cases<br>
2020-05-25	mod_5	302865	2535843	Normal (pre-intervention)	solid	May 25	302,865	2,535,843	May 25: 302,865 projected total cases<br>Projection upper CI: 2,535,843 cases<br>
2020-05-25	mod_6	68214	322889	Cautious return	solid	May 25	68,214	322,889	May 25: 68,214 projected total cases<br>Projection upper CI: 322,889 cases<br>
2020-05-26	mod_2	900040	13630823	Soc. Dist. + Travel Ban	solid	May 26	900,040	13,630,823	May 26: 900,040 projected total cases<br>Projection upper CI: 13,630,823 cases<br>
2020-05-26	mod_4	141587	763877	Moderate return	solid	May 26	141,587	763,877	May 26: 141,587 projected total cases<br>Projection upper CI: 763,877 cases<br>
2020-05-26	mod_5	345035	3208452	Normal (pre-intervention)	solid	May 26	345,035	3,208,452	May 26: 345,035 projected total cases<br>Projection upper CI: 3,208,452 cases<br>
2020-05-26	mod_6	74313	353434	Cautious return	solid	May 26	74,313	353,434	May 26: 74,313 projected total cases<br>Projection upper CI: 353,434 cases<br>
2020-05-27	mod_2	940457	14354494	Soc. Dist. + Travel Ban	solid	May 27	940,457	14,354,494	May 27: 940,457 projected total cases<br>Projection upper CI: 14,354,494 cases<br>
2020-05-27	mod_4	157654	887032	Moderate return	solid	May 27	157,654	887,032	May 27: 157,654 projected total cases<br>Projection upper CI: 887,032 cases<br>
2020-05-27	mod_5	389975	3995207	Normal (pre-intervention)	solid	May 27	389,975	3,995,207	May 27: 389,975 projected total cases<br>Projection upper CI: 3,995,207 cases<br>
2020-05-27	mod_6	80812	385428	Cautious return	solid	May 27	80,812	385,428	May 27: 80,812 projected total cases<br>Projection upper CI: 385,428 cases<br>
2020-05-28	mod_2	981094	15012407	Soc. Dist. + Travel Ban	solid	May 28	981,094	15,012,407	May 28: 981,094 projected total cases<br>Projection upper CI: 15,012,407 cases<br>
2020-05-28	mod_4	174849	1034885	Moderate return	solid	May 28	174,849	1,034,885	May 28: 174,849 projected total cases<br>Projection upper CI: 1,034,885 cases<br>
2020-05-28	mod_5	437426	4855868	Normal (pre-intervention)	solid	May 28	437,426	4,855,868	May 28: 437,426 projected total cases<br>Projection upper CI: 4,855,868 cases<br>
2020-05-28	mod_6	87738	419644	Cautious return	solid	May 28	87,738	419,644	May 28: 87,738 projected total cases<br>Projection upper CI: 419,644 cases<br>
2020-05-29	mod_2	1021866	15641028	Soc. Dist. + Travel Ban	solid	May 29	1,021,866	15,641,028	May 29: 1,021,866 projected total cases<br>Projection upper CI: 15,641,028 cases<br>
2020-05-29	mod_4	193136	1208224	Moderate return	solid	May 29	193,136	1,208,224	May 29: 193,136 projected total cases<br>Projection upper CI: 1,208,224 cases<br>
2020-05-29	mod_5	487134	5815996	Normal (pre-intervention)	solid	May 29	487,134	5,815,996	May 29: 487,134 projected total cases<br>Projection upper CI: 5,815,996 cases<br>
2020-05-29	mod_6	95070	460834	Cautious return	solid	May 29	95,070	460,834	May 29: 95,070 projected total cases<br>Projection upper CI: 460,834 cases<br>
2020-05-30	mod_2	1062764	16273035	Soc. Dist. + Travel Ban	solid	May 30	1,062,764	16,273,035	May 30: 1,062,764 projected total cases<br>Projection upper CI: 16,273,035 cases<br>
2020-05-30	mod_4	212512	1409374	Moderate return	solid	May 30	212,512	1,409,374	May 30: 212,512 projected total cases<br>Projection upper CI: 1,409,374 cases<br>
2020-05-30	mod_5	538854	6834613	Normal (pre-intervention)	solid	May 30	538,854	6,834,613	May 30: 538,854 projected total cases<br>Projection upper CI: 6,834,613 cases<br>
2020-05-30	mod_6	102817	505890	Cautious return	solid	May 30	102,817	505,890	May 30: 102,817 projected total cases<br>Projection upper CI: 505,890 cases<br>
2020-05-31	mod_2	1103803	16830896	Soc. Dist. + Travel Ban	solid	May 31	1,103,803	16,830,896	May 31: 1,103,803 projected total cases<br>Projection upper CI: 16,830,896 cases<br>
2020-05-31	mod_4	232962	1637891	Moderate return	solid	May 31	232,962	1,637,891	May 31: 232,962 projected total cases<br>Projection upper CI: 1,637,891 cases<br>
2020-05-31	mod_5	592305	7950148	Normal (pre-intervention)	solid	May 31	592,305	7,950,148	May 31: 592,305 projected total cases<br>Projection upper CI: 7,950,148 cases<br>
2020-05-31	mod_6	110994	555226	Cautious return	solid	May 31	110,994	555,226	May 31: 110,994 projected total cases<br>Projection upper CI: 555,226 cases<br>
2020-06-01	mod_2	1144842	17406451	Soc. Dist. + Travel Ban	solid	Jun 01	1,144,842	17,406,451	Jun 01: 1,144,842 projected total cases<br>Projection upper CI: 17,406,451 cases<br>
2020-06-01	mod_4	254396	1900749	Moderate return	solid	Jun 01	254,396	1,900,749	Jun 01: 254,396 projected total cases<br>Projection upper CI: 1,900,749 cases<br>
2020-06-01	mod_5	647236	9086033	Normal (pre-intervention)	solid	Jun 01	647,236	9,086,033	Jun 01: 647,236 projected total cases<br>Projection upper CI: 9,086,033 cases<br>
2020-06-01	mod_6	119592	612039	Cautious return	solid	Jun 01	119,592	612,039	Jun 01: 119,592 projected total cases<br>Projection upper CI: 612,039 cases<br>
2020-06-02	mod_2	1185935	17893144	Soc. Dist. + Travel Ban	solid	Jun 02	1,185,935	17,893,144	Jun 02: 1,185,935 projected total cases<br>Projection upper CI: 17,893,144 cases<br>
2020-06-02	mod_4	276774	2207143	Moderate return	solid	Jun 02	276,774	2,207,143	Jun 02: 276,774 projected total cases<br>Projection upper CI: 2,207,143 cases<br>
2020-06-02	mod_5	703399	10227170	Normal (pre-intervention)	solid	Jun 02	703,399	10,227,170	Jun 02: 703,399 projected total cases<br>Projection upper CI: 10,227,170 cases<br>
2020-06-02	mod_6	128596	674489	Cautious return	solid	Jun 02	128,596	674,489	Jun 02: 128,596 projected total cases<br>Projection upper CI: 674,489 cases<br>
2020-06-03	mod_2	1227037	18340493	Soc. Dist. + Travel Ban	solid	Jun 03	1,227,037	18,340,493	Jun 03: 1,227,037 projected total cases<br>Projection upper CI: 18,340,493 cases<br>
2020-06-03	mod_4	300048	2536522	Moderate return	solid	Jun 03	300,048	2,536,522	Jun 03: 300,048 projected total cases<br>Projection upper CI: 2,536,522 cases<br>
2020-06-03	mod_5	760610	11465791	Normal (pre-intervention)	solid	Jun 03	760,610	11,465,791	Jun 03: 760,610 projected total cases<br>Projection upper CI: 11,465,791 cases<br>
2020-06-03	mod_6	138020	745513	Cautious return	solid	Jun 03	138,020	745,513	Jun 03: 138,020 projected total cases<br>Projection upper CI: 745,513 cases<br>
2020-06-04	mod_2	1268014	18805784	Soc. Dist. + Travel Ban	solid	Jun 04	1,268,014	18,805,784	Jun 04: 1,268,014 projected total cases<br>Projection upper CI: 18,805,784 cases<br>
2020-06-04	mod_4	324161	2909647	Moderate return	solid	Jun 04	324,161	2,909,647	Jun 04: 324,161 projected total cases<br>Projection upper CI: 2,909,647 cases<br>
2020-06-04	mod_5	818612	12668875	Normal (pre-intervention)	solid	Jun 04	818,612	12,668,875	Jun 04: 818,612 projected total cases<br>Projection upper CI: 12,668,875 cases<br>
2020-06-04	mod_6	147800	821274	Cautious return	solid	Jun 04	147,800	821,274	Jun 04: 147,800 projected total cases<br>Projection upper CI: 821,274 cases<br>
2020-06-05	mod_2	1308874	19222457	Soc. Dist. + Travel Ban	solid	Jun 05	1,308,874	19,222,457	Jun 05: 1,308,874 projected total cases<br>Projection upper CI: 19,222,457 cases<br>
2020-06-05	mod_4	349065	3305086	Moderate return	solid	Jun 05	349,065	3,305,086	Jun 05: 349,065 projected total cases<br>Projection upper CI: 3,305,086 cases<br>
2020-06-05	mod_5	877274	13856877	Normal (pre-intervention)	solid	Jun 05	877,274	13,856,877	Jun 05: 877,274 projected total cases<br>Projection upper CI: 13,856,877 cases<br>
2020-06-05	mod_6	157980	900041	Cautious return	solid	Jun 05	157,980	900,041	Jun 05: 157,980 projected total cases<br>Projection upper CI: 900,041 cases<br>
2020-06-06	mod_2	1349632	19645479	Soc. Dist. + Travel Ban	solid	Jun 06	1,349,632	19,645,479	Jun 06: 1,349,632 projected total cases<br>Projection upper CI: 19,645,479 cases<br>
2020-06-06	mod_4	374726	3745872	Moderate return	solid	Jun 06	374,726	3,745,872	Jun 06: 374,726 projected total cases<br>Projection upper CI: 3,745,872 cases<br>
2020-06-06	mod_5	936345	15114388	Normal (pre-intervention)	solid	Jun 06	936,345	15,114,388	Jun 06: 936,345 projected total cases<br>Projection upper CI: 15,114,388 cases<br>
2020-06-06	mod_6	168560	990572	Cautious return	solid	Jun 06	168,560	990,572	Jun 06: 168,560 projected total cases<br>Projection upper CI: 990,572 cases<br>
2020-06-07	mod_2	1390231	19999764	Soc. Dist. + Travel Ban	solid	Jun 07	1,390,231	19,999,764	Jun 07: 1,390,231 projected total cases<br>Projection upper CI: 19,999,764 cases<br>
2020-06-07	mod_4	401051	4220341	Moderate return	solid	Jun 07	401,051	4,220,341	Jun 07: 401,051 projected total cases<br>Projection upper CI: 4,220,341 cases<br>
2020-06-07	mod_5	995710	16304631	Normal (pre-intervention)	solid	Jun 07	995,710	16,304,631	Jun 07: 995,710 projected total cases<br>Projection upper CI: 16,304,631 cases<br>
2020-06-07	mod_6	179489	1093572	Cautious return	solid	Jun 07	179,489	1,093,572	Jun 07: 179,489 projected total cases<br>Projection upper CI: 1,093,572 cases<br>
2020-06-08	mod_2	1430636	20310854	Soc. Dist. + Travel Ban	solid	Jun 08	1,430,636	20,310,854	Jun 08: 1,430,636 projected total cases<br>Projection upper CI: 20,310,854 cases<br>
2020-06-08	mod_4	427984	4713087	Moderate return	solid	Jun 08	427,984	4,713,087	Jun 08: 427,984 projected total cases<br>Projection upper CI: 4,713,087 cases<br>
2020-06-08	mod_5	1055168	17413904	Normal (pre-intervention)	solid	Jun 08	1,055,168	17,413,904	Jun 08: 1,055,168 projected total cases<br>Projection upper CI: 17,413,904 cases<br>
2020-06-08	mod_6	190784	1200021	Cautious return	solid	Jun 08	190,784	1,200,021	Jun 08: 190,784 projected total cases<br>Projection upper CI: 1,200,021 cases<br>
2020-06-09	mod_2	1470825	20602585	Soc. Dist. + Travel Ban	solid	Jun 09	1,470,825	20,602,585	Jun 09: 1,470,825 projected total cases<br>Projection upper CI: 20,602,585 cases<br>
2020-06-09	mod_4	455488	5244386	Moderate return	solid	Jun 09	455,488	5,244,386	Jun 09: 455,488 projected total cases<br>Projection upper CI: 5,244,386 cases<br>
2020-06-09	mod_5	1114566	18482722	Normal (pre-intervention)	solid	Jun 09	1,114,566	18,482,722	Jun 09: 1,114,566 projected total cases<br>Projection upper CI: 18,482,722 cases<br>
2020-06-09	mod_6	202404	1314208	Cautious return	solid	Jun 09	202,404	1,314,208	Jun 09: 202,404 projected total cases<br>Projection upper CI: 1,314,208 cases<br>
2020-06-10	mod_2	1510808	20894180	Soc. Dist. + Travel Ban	solid	Jun 10	1,510,808	20,894,180	Jun 10: 1,510,808 projected total cases<br>Projection upper CI: 20,894,180 cases<br>
2020-06-10	mod_4	483521	5793661	Moderate return	solid	Jun 10	483,521	5,793,661	Jun 10: 483,521 projected total cases<br>Projection upper CI: 5,793,661 cases<br>
2020-06-10	mod_5	1173791	19499988	Normal (pre-intervention)	solid	Jun 10	1,173,791	19,499,988	Jun 10: 1,173,791 projected total cases<br>Projection upper CI: 19,499,988 cases<br>
2020-06-10	mod_6	214374	1447889	Cautious return	solid	Jun 10	214,374	1,447,889	Jun 10: 214,374 projected total cases<br>Projection upper CI: 1,447,889 cases<br>
