Dates	variable	value	upper_ci	color	type	date.fmt	val.fmt	ci.fmt	text
2020-05-05	mod_2	207948	1510282	Soc. Dist. + Travel Ban	solid	May 05	207,948	1,510,282	May 05: 207,948 projected total cases<br>Projection upper CI: 1,510,282 cases<br>
2020-05-05	mod_4	6943	48884	Moderate return	solid	May 05	6,943	48,884	May 05: 6,943 projected total cases<br>Projection upper CI: 48,884 cases<br>
2020-05-05	mod_5	9217	57621	Normal (pre-intervention)	solid	May 05	9,217	57,621	May 05: 9,217 projected total cases<br>Projection upper CI: 57,621 cases<br>
2020-05-05	mod_6	6041	44267	Cautious return	solid	May 05	6,041	44,267	May 05: 6,041 projected total cases<br>Projection upper CI: 44,267 cases<br>
2020-05-06	mod_2	232276	1795725	Soc. Dist. + Travel Ban	solid	May 06	232,276	1,795,725	May 06: 232,276 projected total cases<br>Projection upper CI: 1,795,725 cases<br>
2020-05-06	mod_4	7737	52092	Moderate return	solid	May 06	7,737	52,092	May 06: 7,737 projected total cases<br>Projection upper CI: 52,092 cases<br>
2020-05-06	mod_5	10980	64140	Normal (pre-intervention)	solid	May 06	10,980	64,140	May 06: 10,980 projected total cases<br>Projection upper CI: 64,140 cases<br>
2020-05-06	mod_6	6496	46153	Cautious return	solid	May 06	6,496	46,153	May 06: 6,496 projected total cases<br>Projection upper CI: 46,153 cases<br>
2020-05-07	mod_2	258052	2109065	Soc. Dist. + Travel Ban	solid	May 07	258,052	2,109,065	May 07: 258,052 projected total cases<br>Projection upper CI: 2,109,065 cases<br>
2020-05-07	mod_4	8721	56421	Moderate return	solid	May 07	8,721	56,421	May 07: 8,721 projected total cases<br>Projection upper CI: 56,421 cases<br>
2020-05-07	mod_5	13310	71841	Normal (pre-intervention)	solid	May 07	13,310	71,841	May 07: 13,310 projected total cases<br>Projection upper CI: 71,841 cases<br>
2020-05-07	mod_6	7023	48535	Cautious return	solid	May 07	7,023	48,535	May 07: 7,023 projected total cases<br>Projection upper CI: 48,535 cases<br>
2020-05-08	mod_2	285263	2479053	Soc. Dist. + Travel Ban	solid	May 08	285,263	2,479,053	May 08: 285,263 projected total cases<br>Projection upper CI: 2,479,053 cases<br>
2020-05-08	mod_4	9942	60743	Moderate return	solid	May 08	9,942	60,743	May 08: 9,942 projected total cases<br>Projection upper CI: 60,743 cases<br>
2020-05-08	mod_5	16389	82251	Normal (pre-intervention)	solid	May 08	16,389	82,251	May 08: 16,389 projected total cases<br>Projection upper CI: 82,251 cases<br>
2020-05-08	mod_6	7620	51297	Cautious return	solid	May 08	7,620	51,297	May 08: 7,620 projected total cases<br>Projection upper CI: 51,297 cases<br>
2020-05-09	mod_2	313840	2883934	Soc. Dist. + Travel Ban	solid	May 09	313,840	2,883,934	May 09: 313,840 projected total cases<br>Projection upper CI: 2,883,934 cases<br>
2020-05-09	mod_4	11449	66372	Moderate return	solid	May 09	11,449	66,372	May 09: 11,449 projected total cases<br>Projection upper CI: 66,372 cases<br>
2020-05-09	mod_5	20431	94399	Normal (pre-intervention)	solid	May 09	20,431	94,399	May 09: 20,431 projected total cases<br>Projection upper CI: 94,399 cases<br>
2020-05-09	mod_6	8314	53814	Cautious return	solid	May 09	8,314	53,814	May 09: 8,314 projected total cases<br>Projection upper CI: 53,814 cases<br>
2020-05-10	mod_2	343749	3331148	Soc. Dist. + Travel Ban	solid	May 10	343,749	3,331,148	May 10: 343,749 projected total cases<br>Projection upper CI: 3,331,148 cases<br>
2020-05-10	mod_4	13315	72010	Moderate return	solid	May 10	13,315	72,010	May 10: 13,315 projected total cases<br>Projection upper CI: 72,010 cases<br>
2020-05-10	mod_5	25718	111176	Normal (pre-intervention)	solid	May 10	25,718	111,176	May 10: 25,718 projected total cases<br>Projection upper CI: 111,176 cases<br>
2020-05-10	mod_6	9119	57043	Cautious return	solid	May 10	9,119	57,043	May 10: 9,119 projected total cases<br>Projection upper CI: 57,043 cases<br>
2020-05-11	mod_2	374911	3822209	Soc. Dist. + Travel Ban	solid	May 11	374,911	3,822,209	May 11: 374,911 projected total cases<br>Projection upper CI: 3,822,209 cases<br>
2020-05-11	mod_4	15623	79313	Moderate return	solid	May 11	15,623	79,313	May 11: 15,623 projected total cases<br>Projection upper CI: 79,313 cases<br>
2020-05-11	mod_5	32565	133420	Normal (pre-intervention)	solid	May 11	32,565	133,420	May 11: 32,565 projected total cases<br>Projection upper CI: 133,420 cases<br>
2020-05-11	mod_6	10047	60647	Cautious return	solid	May 11	10,047	60,647	May 11: 10,047 projected total cases<br>Projection upper CI: 60,647 cases<br>
2020-05-12	mod_2	407261	4337605	Soc. Dist. + Travel Ban	solid	May 12	407,261	4,337,605	May 12: 407,261 projected total cases<br>Projection upper CI: 4,337,605 cases<br>
2020-05-12	mod_4	18462	87659	Moderate return	solid	May 12	18,462	87,659	May 12: 18,462 projected total cases<br>Projection upper CI: 87,659 cases<br>
2020-05-12	mod_5	41357	161625	Normal (pre-intervention)	solid	May 12	41,357	161,625	May 12: 41,357 projected total cases<br>Projection upper CI: 161,625 cases<br>
2020-05-12	mod_6	11134	64085	Cautious return	solid	May 12	11,134	64,085	May 12: 11,134 projected total cases<br>Projection upper CI: 64,085 cases<br>
2020-05-13	mod_2	440754	4909453	Soc. Dist. + Travel Ban	solid	May 13	440,754	4,909,453	May 13: 440,754 projected total cases<br>Projection upper CI: 4,909,453 cases<br>
2020-05-13	mod_4	21942	98332	Moderate return	solid	May 13	21,942	98,332	May 13: 21,942 projected total cases<br>Projection upper CI: 98,332 cases<br>
2020-05-13	mod_5	52507	200082	Normal (pre-intervention)	solid	May 13	52,507	200,082	May 13: 52,507 projected total cases<br>Projection upper CI: 200,082 cases<br>
2020-05-13	mod_6	12394	68074	Cautious return	solid	May 13	12,394	68,074	May 13: 12,394 projected total cases<br>Projection upper CI: 68,074 cases<br>
2020-05-14	mod_2	475301	5535569	Soc. Dist. + Travel Ban	solid	May 14	475,301	5,535,569	May 14: 475,301 projected total cases<br>Projection upper CI: 5,535,569 cases<br>
2020-05-14	mod_4	26066	110564	Moderate return	solid	May 14	26,066	110,564	May 14: 26,066 projected total cases<br>Projection upper CI: 110,564 cases<br>
2020-05-14	mod_5	65968	249851	Normal (pre-intervention)	solid	May 14	65,968	249,851	May 14: 65,968 projected total cases<br>Projection upper CI: 249,851 cases<br>
2020-05-14	mod_6	13836	72389	Cautious return	solid	May 14	13,836	72,389	May 14: 13,836 projected total cases<br>Projection upper CI: 72,389 cases<br>
2020-05-15	mod_2	510809	6182225	Soc. Dist. + Travel Ban	solid	May 15	510,809	6,182,225	May 15: 510,809 projected total cases<br>Projection upper CI: 6,182,225 cases<br>
2020-05-15	mod_4	30898	124117	Moderate return	solid	May 15	30,898	124,117	May 15: 30,898 projected total cases<br>Projection upper CI: 124,117 cases<br>
2020-05-15	mod_5	81878	314229	Normal (pre-intervention)	solid	May 15	81,878	314,229	May 15: 81,878 projected total cases<br>Projection upper CI: 314,229 cases<br>
2020-05-15	mod_6	15493	77723	Cautious return	solid	May 15	15,493	77,723	May 15: 15,493 projected total cases<br>Projection upper CI: 77,723 cases<br>
2020-05-16	mod_2	547204	6876836	Soc. Dist. + Travel Ban	solid	May 16	547,204	6,876,836	May 16: 547,204 projected total cases<br>Projection upper CI: 6,876,836 cases<br>
2020-05-16	mod_4	36479	141046	Moderate return	solid	May 16	36,479	141,046	May 16: 36,479 projected total cases<br>Projection upper CI: 141,046 cases<br>
2020-05-16	mod_5	100298	398725	Normal (pre-intervention)	solid	May 16	100,298	398,725	May 16: 100,298 projected total cases<br>Projection upper CI: 398,725 cases<br>
2020-05-16	mod_6	17364	84342	Cautious return	solid	May 16	17,364	84,342	May 16: 17,364 projected total cases<br>Projection upper CI: 84,342 cases<br>
2020-05-17	mod_2	584427	7599110	Soc. Dist. + Travel Ban	solid	May 17	584,427	7,599,110	May 17: 584,427 projected total cases<br>Projection upper CI: 7,599,110 cases<br>
2020-05-17	mod_4	42834	162013	Moderate return	solid	May 17	42,834	162,013	May 17: 42,834 projected total cases<br>Projection upper CI: 162,013 cases<br>
2020-05-17	mod_5	121248	506811	Normal (pre-intervention)	solid	May 17	121,248	506,811	May 17: 121,248 projected total cases<br>Projection upper CI: 506,811 cases<br>
2020-05-17	mod_6	19483	89990	Cautious return	solid	May 17	19,483	89,990	May 17: 19,483 projected total cases<br>Projection upper CI: 89,990 cases<br>
2020-05-18	mod_2	622386	8351862	Soc. Dist. + Travel Ban	solid	May 18	622,386	8,351,862	May 18: 622,386 projected total cases<br>Projection upper CI: 8,351,862 cases<br>
2020-05-18	mod_4	50016	183612	Moderate return	solid	May 18	50,016	183,612	May 18: 50,016 projected total cases<br>Projection upper CI: 183,612 cases<br>
2020-05-18	mod_5	144705	652335	Normal (pre-intervention)	solid	May 18	144,705	652,335	May 18: 144,705 projected total cases<br>Projection upper CI: 652,335 cases<br>
2020-05-18	mod_6	21869	96166	Cautious return	solid	May 18	21,869	96,166	May 18: 21,869 projected total cases<br>Projection upper CI: 96,166 cases<br>
2020-05-19	mod_2	660989	9090103	Soc. Dist. + Travel Ban	solid	May 19	660,989	9,090,103	May 19: 660,989 projected total cases<br>Projection upper CI: 9,090,103 cases<br>
2020-05-19	mod_4	58038	210813	Moderate return	solid	May 19	58,038	210,813	May 19: 58,038 projected total cases<br>Projection upper CI: 210,813 cases<br>
2020-05-19	mod_5	170621	830501	Normal (pre-intervention)	solid	May 19	170,621	830,501	May 19: 170,621 projected total cases<br>Projection upper CI: 830,501 cases<br>
2020-05-19	mod_6	24539	104650	Cautious return	solid	May 19	24,539	104,650	May 19: 24,539 projected total cases<br>Projection upper CI: 104,650 cases<br>
2020-05-20	mod_2	700207	9926631	Soc. Dist. + Travel Ban	solid	May 20	700,207	9,926,631	May 20: 700,207 projected total cases<br>Projection upper CI: 9,926,631 cases<br>
2020-05-20	mod_4	66907	241210	Moderate return	solid	May 20	66,907	241,210	May 20: 66,907 projected total cases<br>Projection upper CI: 241,210 cases<br>
2020-05-20	mod_5	198897	1065306	Normal (pre-intervention)	solid	May 20	198,897	1,065,306	May 20: 198,897 projected total cases<br>Projection upper CI: 1,065,306 cases<br>
2020-05-20	mod_6	27508	111744	Cautious return	solid	May 20	27,508	111,744	May 20: 27,508 projected total cases<br>Projection upper CI: 111,744 cases<br>
2020-05-21	mod_2	739981	10752702	Soc. Dist. + Travel Ban	solid	May 21	739,981	10,752,702	May 21: 739,981 projected total cases<br>Projection upper CI: 10,752,702 cases<br>
2020-05-21	mod_4	76633	281036	Moderate return	solid	May 21	76,633	281,036	May 21: 76,633 projected total cases<br>Projection upper CI: 281,036 cases<br>
2020-05-21	mod_5	229426	1353327	Normal (pre-intervention)	solid	May 21	229,426	1,353,327	May 21: 229,426 projected total cases<br>Projection upper CI: 1,353,327 cases<br>
2020-05-21	mod_6	30793	121442	Cautious return	solid	May 21	30,793	121,442	May 21: 30,793 projected total cases<br>Projection upper CI: 121,442 cases<br>
2020-05-22	mod_2	780204	11547186	Soc. Dist. + Travel Ban	solid	May 22	780,204	11,547,186	May 22: 780,204 projected total cases<br>Projection upper CI: 11,547,186 cases<br>
2020-05-22	mod_4	87230	321981	Moderate return	solid	May 22	87,230	321,981	May 22: 87,230 projected total cases<br>Projection upper CI: 321,981 cases<br>
2020-05-22	mod_5	262073	1720394	Normal (pre-intervention)	solid	May 22	262,073	1,720,394	May 22: 262,073 projected total cases<br>Projection upper CI: 1,720,394 cases<br>
2020-05-22	mod_6	34387	131763	Cautious return	solid	May 22	34,387	131,763	May 22: 34,387 projected total cases<br>Projection upper CI: 131,763 cases<br>
2020-05-23	mod_2	820815	12365969	Soc. Dist. + Travel Ban	solid	May 23	820,815	12,365,969	May 23: 820,815 projected total cases<br>Projection upper CI: 12,365,969 cases<br>
2020-05-23	mod_4	98682	374882	Moderate return	solid	May 23	98,682	374,882	May 23: 98,682 projected total cases<br>Projection upper CI: 374,882 cases<br>
2020-05-23	mod_5	296625	2171972	Normal (pre-intervention)	solid	May 23	296,625	2,171,972	May 23: 296,625 projected total cases<br>Projection upper CI: 2,171,972 cases<br>
2020-05-23	mod_6	38303	144214	Cautious return	solid	May 23	38,303	144,214	May 23: 38,303 projected total cases<br>Projection upper CI: 144,214 cases<br>
2020-05-24	mod_2	861762	13169518	Soc. Dist. + Travel Ban	solid	May 24	861,762	13,169,518	May 24: 861,762 projected total cases<br>Projection upper CI: 13,169,518 cases<br>
2020-05-24	mod_4	111008	433274	Moderate return	solid	May 24	111,008	433,274	May 24: 111,008 projected total cases<br>Projection upper CI: 433,274 cases<br>
2020-05-24	mod_5	332917	2711325	Normal (pre-intervention)	solid	May 24	332,917	2,711,325	May 24: 332,917 projected total cases<br>Projection upper CI: 2,711,325 cases<br>
2020-05-24	mod_6	42555	157115	Cautious return	solid	May 24	42,555	157,115	May 24: 42,555 projected total cases<br>Projection upper CI: 157,115 cases<br>
2020-05-25	mod_2	902932	13952610	Soc. Dist. + Travel Ban	solid	May 25	902,932	13,952,610	May 25: 902,932 projected total cases<br>Projection upper CI: 13,952,610 cases<br>
2020-05-25	mod_4	124218	503930	Moderate return	solid	May 25	124,218	503,930	May 25: 124,218 projected total cases<br>Projection upper CI: 503,930 cases<br>
2020-05-25	mod_5	370732	3335562	Normal (pre-intervention)	solid	May 25	370,732	3,335,562	May 25: 370,732 projected total cases<br>Projection upper CI: 3,335,562 cases<br>
2020-05-25	mod_6	47137	168831	Cautious return	solid	May 25	47,137	168,831	May 25: 47,137 projected total cases<br>Projection upper CI: 168,831 cases<br>
2020-05-26	mod_2	944322	14670241	Soc. Dist. + Travel Ban	solid	May 26	944,322	14,670,241	May 26: 944,322 projected total cases<br>Projection upper CI: 14,670,241 cases<br>
2020-05-26	mod_4	138284	582410	Moderate return	solid	May 26	138,284	582,410	May 26: 138,284 projected total cases<br>Projection upper CI: 582,410 cases<br>
2020-05-26	mod_5	409823	4036191	Normal (pre-intervention)	solid	May 26	409,823	4,036,191	May 26: 409,823 projected total cases<br>Projection upper CI: 4,036,191 cases<br>
2020-05-26	mod_6	52060	185918	Cautious return	solid	May 26	52,060	185,918	May 26: 52,060 projected total cases<br>Projection upper CI: 185,918 cases<br>
2020-05-27	mod_2	985912	15405789	Soc. Dist. + Travel Ban	solid	May 27	985,912	15,405,789	May 27: 985,912 projected total cases<br>Projection upper CI: 15,405,789 cases<br>
2020-05-27	mod_4	153194	680163	Moderate return	solid	May 27	153,194	680,163	May 27: 153,194 projected total cases<br>Projection upper CI: 680,163 cases<br>
2020-05-27	mod_5	449999	4833202	Normal (pre-intervention)	solid	May 27	449,999	4,833,202	May 27: 449,999 projected total cases<br>Projection upper CI: 4,833,202 cases<br>
2020-05-27	mod_6	57309	202662	Cautious return	solid	May 27	57,309	202,662	May 27: 57,309 projected total cases<br>Projection upper CI: 202,662 cases<br>
2020-05-28	mod_2	1027640	16118051	Soc. Dist. + Travel Ban	solid	May 28	1,027,640	16,118,051	May 28: 1,027,640 projected total cases<br>Projection upper CI: 16,118,051 cases<br>
2020-05-28	mod_4	168897	788007	Moderate return	solid	May 28	168,897	788,007	May 28: 168,897 projected total cases<br>Projection upper CI: 788,007 cases<br>
2020-05-28	mod_5	491049	5668870	Normal (pre-intervention)	solid	May 28	491,049	5,668,870	May 28: 491,049 projected total cases<br>Projection upper CI: 5,668,870 cases<br>
2020-05-28	mod_6	62895	221424	Cautious return	solid	May 28	62,895	221,424	May 28: 62,895 projected total cases<br>Projection upper CI: 221,424 cases<br>
2020-05-29	mod_2	1069492	16782695	Soc. Dist. + Travel Ban	solid	May 29	1,069,492	16,782,695	May 29: 1,069,492 projected total cases<br>Projection upper CI: 16,782,695 cases<br>
2020-05-29	mod_4	185395	907400	Moderate return	solid	May 29	185,395	907,400	May 29: 185,395 projected total cases<br>Projection upper CI: 907,400 cases<br>
2020-05-29	mod_5	532736	6578199	Normal (pre-intervention)	solid	May 29	532,736	6,578,199	May 29: 532,736 projected total cases<br>Projection upper CI: 6,578,199 cases<br>
2020-05-29	mod_6	68818	241228	Cautious return	solid	May 29	68,818	241,228	May 29: 68,818 projected total cases<br>Projection upper CI: 241,228 cases<br>
2020-05-30	mod_2	1111352	17410226	Soc. Dist. + Travel Ban	solid	May 30	1,111,352	17,410,226	May 30: 1,111,352 projected total cases<br>Projection upper CI: 17,410,226 cases<br>
2020-05-30	mod_4	202623	1058854	Moderate return	solid	May 30	202,623	1,058,854	May 30: 202,623 projected total cases<br>Projection upper CI: 1,058,854 cases<br>
2020-05-30	mod_5	574914	7520792	Normal (pre-intervention)	solid	May 30	574,914	7,520,792	May 30: 574,914 projected total cases<br>Projection upper CI: 7,520,792 cases<br>
2020-05-30	mod_6	75073	264241	Cautious return	solid	May 30	75,073	264,241	May 30: 75,073 projected total cases<br>Projection upper CI: 264,241 cases<br>
2020-05-31	mod_2	1153199	17967290	Soc. Dist. + Travel Ban	solid	May 31	1,153,199	17,967,290	May 31: 1,153,199 projected total cases<br>Projection upper CI: 17,967,290 cases<br>
2020-05-31	mod_4	220531	1222356	Moderate return	solid	May 31	220,531	1,222,356	May 31: 220,531 projected total cases<br>Projection upper CI: 1,222,356 cases<br>
2020-05-31	mod_5	617464	8549175	Normal (pre-intervention)	solid	May 31	617,464	8,549,175	May 31: 617,464 projected total cases<br>Projection upper CI: 8,549,175 cases<br>
2020-05-31	mod_6	81647	290861	Cautious return	solid	May 31	81,647	290,861	May 31: 81,647 projected total cases<br>Projection upper CI: 290,861 cases<br>
2020-06-01	mod_2	1194955	18469556	Soc. Dist. + Travel Ban	solid	Jun 01	1,194,955	18,469,556	Jun 01: 1,194,955 projected total cases<br>Projection upper CI: 18,469,556 cases<br>
2020-06-01	mod_4	239087	1401654	Moderate return	solid	Jun 01	239,087	1,401,654	Jun 01: 239,087 projected total cases<br>Projection upper CI: 1,401,654 cases<br>
2020-06-01	mod_5	660244	9601169	Normal (pre-intervention)	solid	Jun 01	660,244	9,601,169	Jun 01: 660,244 projected total cases<br>Projection upper CI: 9,601,169 cases<br>
2020-06-01	mod_6	88547	317484	Cautious return	solid	Jun 01	88,547	317,484	Jun 01: 88,547 projected total cases<br>Projection upper CI: 317,484 cases<br>
2020-06-02	mod_2	1236651	18965941	Soc. Dist. + Travel Ban	solid	Jun 02	1,236,651	18,965,941	Jun 02: 1,236,651 projected total cases<br>Projection upper CI: 18,965,941 cases<br>
2020-06-02	mod_4	258233	1628757	Moderate return	solid	Jun 02	258,233	1,628,757	Jun 02: 258,233 projected total cases<br>Projection upper CI: 1,628,757 cases<br>
2020-06-02	mod_5	703069	10657709	Normal (pre-intervention)	solid	Jun 02	703,069	10,657,709	Jun 02: 703,069 projected total cases<br>Projection upper CI: 10,657,709 cases<br>
2020-06-02	mod_6	95770	347720	Cautious return	solid	Jun 02	95,770	347,720	Jun 02: 95,770 projected total cases<br>Projection upper CI: 347,720 cases<br>
2020-06-03	mod_2	1278189	19430025	Soc. Dist. + Travel Ban	solid	Jun 03	1,278,189	19,430,025	Jun 03: 1,278,189 projected total cases<br>Projection upper CI: 19,430,025 cases<br>
2020-06-03	mod_4	277937	1871206	Moderate return	solid	Jun 03	277,937	1,871,206	Jun 03: 277,937 projected total cases<br>Projection upper CI: 1,871,206 cases<br>
2020-06-03	mod_5	745862	11764038	Normal (pre-intervention)	solid	Jun 03	745,862	11,764,038	Jun 03: 745,862 projected total cases<br>Projection upper CI: 11,764,038 cases<br>
2020-06-03	mod_6	103294	381745	Cautious return	solid	Jun 03	103,294	381,745	Jun 03: 103,294 projected total cases<br>Projection upper CI: 381,745 cases<br>
2020-06-04	mod_2	1319618	19838189	Soc. Dist. + Travel Ban	solid	Jun 04	1,319,618	19,838,189	Jun 04: 1,319,618 projected total cases<br>Projection upper CI: 19,838,189 cases<br>
2020-06-04	mod_4	298114	2142703	Moderate return	solid	Jun 04	298,114	2,142,703	Jun 04: 298,114 projected total cases<br>Projection upper CI: 2,142,703 cases<br>
2020-06-04	mod_5	788520	12870671	Normal (pre-intervention)	solid	Jun 04	788,520	12,870,671	Jun 04: 788,520 projected total cases<br>Projection upper CI: 12,870,671 cases<br>
2020-06-04	mod_6	111125	422546	Cautious return	solid	Jun 04	111,125	422,546	Jun 04: 111,125 projected total cases<br>Projection upper CI: 422,546 cases<br>
2020-06-05	mod_2	1360856	20236016	Soc. Dist. + Travel Ban	solid	Jun 05	1,360,856	20,236,016	Jun 05: 1,360,856 projected total cases<br>Projection upper CI: 20,236,016 cases<br>
2020-06-05	mod_4	318715	2427061	Moderate return	solid	Jun 05	318,715	2,427,061	Jun 05: 318,715 projected total cases<br>Projection upper CI: 2,427,061 cases<br>
2020-06-05	mod_5	830899	13943272	Normal (pre-intervention)	solid	Jun 05	830,899	13,943,272	Jun 05: 830,899 projected total cases<br>Projection upper CI: 13,943,272 cases<br>
2020-06-05	mod_6	119246	458995	Cautious return	solid	Jun 05	119,246	458,995	Jun 05: 119,246 projected total cases<br>Projection upper CI: 458,995 cases<br>
2020-06-06	mod_2	1401910	20570321	Soc. Dist. + Travel Ban	solid	Jun 06	1,401,910	20,570,321	Jun 06: 1,401,910 projected total cases<br>Projection upper CI: 20,570,321 cases<br>
2020-06-06	mod_4	339718	2748626	Moderate return	solid	Jun 06	339,718	2,748,626	Jun 06: 339,718 projected total cases<br>Projection upper CI: 2,748,626 cases<br>
2020-06-06	mod_5	873007	15007755	Normal (pre-intervention)	solid	Jun 06	873,007	15,007,755	Jun 06: 873,007 projected total cases<br>Projection upper CI: 15,007,755 cases<br>
2020-06-06	mod_6	127654	510655	Cautious return	solid	Jun 06	127,654	510,655	Jun 06: 127,654 projected total cases<br>Projection upper CI: 510,655 cases<br>
2020-06-07	mod_2	1442721	20917323	Soc. Dist. + Travel Ban	solid	Jun 07	1,442,721	20,917,323	Jun 07: 1,442,721 projected total cases<br>Projection upper CI: 20,917,323 cases<br>
2020-06-07	mod_4	361055	3096758	Moderate return	solid	Jun 07	361,055	3,096,758	Jun 07: 361,055 projected total cases<br>Projection upper CI: 3,096,758 cases<br>
2020-06-07	mod_5	914677	16071812	Normal (pre-intervention)	solid	Jun 07	914,677	16,071,812	Jun 07: 914,677 projected total cases<br>Projection upper CI: 16,071,812 cases<br>
2020-06-07	mod_6	136353	559433	Cautious return	solid	Jun 07	136,353	559,433	Jun 07: 136,353 projected total cases<br>Projection upper CI: 559,433 cases<br>
2020-06-08	mod_2	1483297	21196873	Soc. Dist. + Travel Ban	solid	Jun 08	1,483,297	21,196,873	Jun 08: 1,483,297 projected total cases<br>Projection upper CI: 21,196,873 cases<br>
2020-06-08	mod_4	382655	3479172	Moderate return	solid	Jun 08	382,655	3,479,172	Jun 08: 382,655 projected total cases<br>Projection upper CI: 3,479,172 cases<br>
2020-06-08	mod_5	955923	17065163	Normal (pre-intervention)	solid	Jun 08	955,923	17,065,163	Jun 08: 955,923 projected total cases<br>Projection upper CI: 17,065,163 cases<br>
2020-06-08	mod_6	145309	608272	Cautious return	solid	Jun 08	145,309	608,272	Jun 08: 145,309 projected total cases<br>Projection upper CI: 608,272 cases<br>
2020-06-09	mod_2	1523585	21481858	Soc. Dist. + Travel Ban	solid	Jun 09	1,523,585	21,481,858	Jun 09: 1,523,585 projected total cases<br>Projection upper CI: 21,481,858 cases<br>
2020-06-09	mod_4	404489	3868160	Moderate return	solid	Jun 09	404,489	3,868,160	Jun 09: 404,489 projected total cases<br>Projection upper CI: 3,868,160 cases<br>
2020-06-09	mod_5	996690	17983429	Normal (pre-intervention)	solid	Jun 09	996,690	17,983,429	Jun 09: 996,690 projected total cases<br>Projection upper CI: 17,983,429 cases<br>
2020-06-09	mod_6	154536	671595	Cautious return	solid	Jun 09	154,536	671,595	Jun 09: 154,536 projected total cases<br>Projection upper CI: 671,595 cases<br>
2020-06-10	mod_2	1563570	21707471	Soc. Dist. + Travel Ban	solid	Jun 10	1,563,570	21,707,471	Jun 10: 1,563,570 projected total cases<br>Projection upper CI: 21,707,471 cases<br>
2020-06-10	mod_4	426513	4294178	Moderate return	solid	Jun 10	426,513	4,294,178	Jun 10: 426,513 projected total cases<br>Projection upper CI: 4,294,178 cases<br>
2020-06-10	mod_5	1036883	18898437	Normal (pre-intervention)	solid	Jun 10	1,036,883	18,898,437	Jun 10: 1,036,883 projected total cases<br>Projection upper CI: 18,898,437 cases<br>
2020-06-10	mod_6	164028	740092	Cautious return	solid	Jun 10	164,028	740,092	Jun 10: 164,028 projected total cases<br>Projection upper CI: 740,092 cases<br>
