Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,j,text
2020-04-14,mod_2,5540,39118,Social distancing,solid,Apr 14,"5,540","39,118",FALSE,"Apr 14: 5,540 projected cases<br>Projection upper CI: 39,118 cases<br>"
2020-04-14,mod_3,8880,56635,No intervention,solid,Apr 14,"8,880","56,635",FALSE,"Apr 14: 8,880 projected cases<br>Projection upper CI: 56,635 cases<br>"
2020-04-14,mod_4,4246,32268,Lockdown with moderate return,solid,Apr 14,"4,246","32,268",TRUE,"Apr 14: 4,246 projected cases<br>Projection upper CI: 32,268 cases<br>"
2020-04-15,mod_2,5917,41753,Social distancing,solid,Apr 15,"5,917","41,753",FALSE,"Apr 15: 5,917 projected cases<br>Projection upper CI: 41,753 cases<br>"
2020-04-15,mod_3,10334,66030,No intervention,solid,Apr 15,"10,334","66,030",FALSE,"Apr 15: 10,334 projected cases<br>Projection upper CI: 66,030 cases<br>"
2020-04-15,mod_4,4365,32993,Lockdown with moderate return,solid,Apr 15,"4,365","32,993",TRUE,"Apr 15: 4,365 projected cases<br>Projection upper CI: 32,993 cases<br>"
2020-04-16,mod_2,6320,44392,Social distancing,solid,Apr 16,"6,320","44,392",FALSE,"Apr 16: 6,320 projected cases<br>Projection upper CI: 44,392 cases<br>"
2020-04-16,mod_3,12152,77317,No intervention,solid,Apr 16,"12,152","77,317",FALSE,"Apr 16: 12,152 projected cases<br>Projection upper CI: 77,317 cases<br>"
2020-04-16,mod_4,4479,33994,Lockdown with moderate return,solid,Apr 16,"4,479","33,994",TRUE,"Apr 16: 4,479 projected cases<br>Projection upper CI: 33,994 cases<br>"
2020-04-17,mod_2,6750,47499,Social distancing,solid,Apr 17,"6,750","47,499",FALSE,"Apr 17: 6,750 projected cases<br>Projection upper CI: 47,499 cases<br>"
2020-04-17,mod_3,14471,91985,No intervention,solid,Apr 17,"14,471","91,985",FALSE,"Apr 17: 14,471 projected cases<br>Projection upper CI: 91,985 cases<br>"
2020-04-17,mod_4,4596,35102,Lockdown with moderate return,solid,Apr 17,"4,596","35,102",TRUE,"Apr 17: 4,596 projected cases<br>Projection upper CI: 35,102 cases<br>"
2020-04-18,mod_2,7225,50527,Social distancing,solid,Apr 18,"7,225","50,527",FALSE,"Apr 18: 7,225 projected cases<br>Projection upper CI: 50,527 cases<br>"
2020-04-18,mod_3,17456,110346,No intervention,solid,Apr 18,"17,456","110,346",FALSE,"Apr 18: 17,456 projected cases<br>Projection upper CI: 110,346 cases<br>"
2020-04-18,mod_4,4711,36289,Lockdown with moderate return,solid,Apr 18,"4,711","36,289",TRUE,"Apr 18: 4,711 projected cases<br>Projection upper CI: 36,289 cases<br>"
2020-04-19,mod_2,7733,54382,Social distancing,solid,Apr 19,"7,733","54,382",FALSE,"Apr 19: 7,733 projected cases<br>Projection upper CI: 54,382 cases<br>"
2020-04-19,mod_3,21340,132999,No intervention,solid,Apr 19,"21,340","132,999",FALSE,"Apr 19: 21,340 projected cases<br>Projection upper CI: 132,999 cases<br>"
2020-04-19,mod_4,4826,36977,Lockdown with moderate return,solid,Apr 19,"4,826","36,977",TRUE,"Apr 19: 4,826 projected cases<br>Projection upper CI: 36,977 cases<br>"
2020-04-20,mod_2,8286,58423,Social distancing,solid,Apr 20,"8,286","58,423",FALSE,"Apr 20: 8,286 projected cases<br>Projection upper CI: 58,423 cases<br>"
2020-04-20,mod_3,26395,161771,No intervention,solid,Apr 20,"26,395","161,771",FALSE,"Apr 20: 26,395 projected cases<br>Projection upper CI: 161,771 cases<br>"
2020-04-20,mod_4,4935,38141,Lockdown with moderate return,solid,Apr 20,"4,935","38,141",TRUE,"Apr 20: 4,935 projected cases<br>Projection upper CI: 38,141 cases<br>"
2020-04-21,mod_2,8883,61941,Social distancing,solid,Apr 21,"8,883","61,941",FALSE,"Apr 21: 8,883 projected cases<br>Projection upper CI: 61,941 cases<br>"
2020-04-21,mod_3,33024,199496,No intervention,solid,Apr 21,"33,024","199,496",FALSE,"Apr 21: 33,024 projected cases<br>Projection upper CI: 199,496 cases<br>"
2020-04-21,mod_4,5046,39009,Lockdown with moderate return,solid,Apr 21,"5,046","39,009",TRUE,"Apr 21: 5,046 projected cases<br>Projection upper CI: 39,009 cases<br>"
2020-04-22,mod_2,9548,67251,Social distancing,solid,Apr 22,"9,548","67,251",FALSE,"Apr 22: 9,548 projected cases<br>Projection upper CI: 67,251 cases<br>"
2020-04-22,mod_3,41642,247871,No intervention,solid,Apr 22,"41,642","247,871",FALSE,"Apr 22: 41,642 projected cases<br>Projection upper CI: 247,871 cases<br>"
2020-04-22,mod_4,5157,40255,Lockdown with moderate return,solid,Apr 22,"5,157","40,255",TRUE,"Apr 22: 5,157 projected cases<br>Projection upper CI: 40,255 cases<br>"
2020-04-23,mod_2,10274,72473,Social distancing,solid,Apr 23,"10,274","72,473",FALSE,"Apr 23: 10,274 projected cases<br>Projection upper CI: 72,473 cases<br>"
2020-04-23,mod_3,52803,309252,No intervention,solid,Apr 23,"52,803","309,252",FALSE,"Apr 23: 52,803 projected cases<br>Projection upper CI: 309,252 cases<br>"
2020-04-23,mod_4,5264,41184,Lockdown with moderate return,solid,Apr 23,"5,264","41,184",TRUE,"Apr 23: 5,264 projected cases<br>Projection upper CI: 41,184 cases<br>"
2020-04-24,mod_2,11073,78603,Social distancing,solid,Apr 24,"11,073","78,603",FALSE,"Apr 24: 11,073 projected cases<br>Projection upper CI: 78,603 cases<br>"
2020-04-24,mod_3,67106,386834,No intervention,solid,Apr 24,"67,106","386,834",FALSE,"Apr 24: 67,106 projected cases<br>Projection upper CI: 386,834 cases<br>"
2020-04-24,mod_4,5381,42377,Lockdown with moderate return,solid,Apr 24,"5,381","42,377",TRUE,"Apr 24: 5,381 projected cases<br>Projection upper CI: 42,377 cases<br>"
2020-04-25,mod_2,11974,84213,Social distancing,solid,Apr 25,"11,974","84,213",FALSE,"Apr 25: 11,974 projected cases<br>Projection upper CI: 84,213 cases<br>"
2020-04-25,mod_3,85193,490065,No intervention,solid,Apr 25,"85,193","490,065",FALSE,"Apr 25: 85,193 projected cases<br>Projection upper CI: 490,065 cases<br>"
2020-04-25,mod_4,5500,43427,Lockdown with moderate return,solid,Apr 25,"5,500","43,427",TRUE,"Apr 25: 5,500 projected cases<br>Projection upper CI: 43,427 cases<br>"
2020-04-26,mod_2,12988,91066,Social distancing,solid,Apr 26,"12,988","91,066",FALSE,"Apr 26: 12,988 projected cases<br>Projection upper CI: 91,066 cases<br>"
2020-04-26,mod_3,107737,618957,No intervention,solid,Apr 26,"107,737","618,957",FALSE,"Apr 26: 107,737 projected cases<br>Projection upper CI: 618,957 cases<br>"
2020-04-26,mod_4,5627,44283,Lockdown with moderate return,solid,Apr 26,"5,627","44,283",TRUE,"Apr 26: 5,627 projected cases<br>Projection upper CI: 44,283 cases<br>"
2020-04-27,mod_2,14128,99280,Social distancing,solid,Apr 27,"14,128","99,280",FALSE,"Apr 27: 14,128 projected cases<br>Projection upper CI: 99,280 cases<br>"
2020-04-27,mod_3,135427,783314,No intervention,solid,Apr 27,"135,427","783,314",FALSE,"Apr 27: 135,427 projected cases<br>Projection upper CI: 783,314 cases<br>"
2020-04-27,mod_4,5758,45984,Lockdown with moderate return,solid,Apr 27,"5,758","45,984",TRUE,"Apr 27: 5,758 projected cases<br>Projection upper CI: 45,984 cases<br>"
2020-04-28,mod_2,15411,106462,Social distancing,solid,Apr 28,"15,411","106,462",FALSE,"Apr 28: 15,411 projected cases<br>Projection upper CI: 106,462 cases<br>"
2020-04-28,mod_3,168858,989510,No intervention,solid,Apr 28,"168,858","989,510",FALSE,"Apr 28: 168,858 projected cases<br>Projection upper CI: 989,510 cases<br>"
2020-04-28,mod_4,5896,47213,Lockdown with moderate return,solid,Apr 28,"5,896","47,213",TRUE,"Apr 28: 5,896 projected cases<br>Projection upper CI: 47,213 cases<br>"
2020-04-29,mod_2,16880,115988,Social distancing,solid,Apr 29,"16,880","115,988",FALSE,"Apr 29: 16,880 projected cases<br>Projection upper CI: 115,988 cases<br>"
2020-04-29,mod_3,208631,1249933,No intervention,solid,Apr 29,"208,631","1,249,933",FALSE,"Apr 29: 208,631 projected cases<br>Projection upper CI: 1,249,933 cases<br>"
2020-04-29,mod_4,6040,48352,Lockdown with moderate return,solid,Apr 29,"6,040","48,352",TRUE,"Apr 29: 6,040 projected cases<br>Projection upper CI: 48,352 cases<br>"
2020-04-30,mod_2,18526,126504,Social distancing,solid,Apr 30,"18,526","126,504",FALSE,"Apr 30: 18,526 projected cases<br>Projection upper CI: 126,504 cases<br>"
2020-04-30,mod_3,255207,1593547,No intervention,solid,Apr 30,"255,207","1,593,547",FALSE,"Apr 30: 255,207 projected cases<br>Projection upper CI: 1,593,547 cases<br>"
2020-04-30,mod_4,6200,50005,Lockdown with moderate return,solid,Apr 30,"6,200","50,005",TRUE,"Apr 30: 6,200 projected cases<br>Projection upper CI: 50,005 cases<br>"
