Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,text
2020-05-09,mod_5,12326,93362,Normal (pre-intervention),solid,May 09,"12,326","93,362","May 09: 12,326 projected total cases<br>Projection upper CI: 93,362 cases<br>"
2020-05-09,mod_6,11122,84558,Cautious return,solid,May 09,"11,122","84,558","May 09: 11,122 projected total cases<br>Projection upper CI: 84,558 cases<br>"
2020-05-10,mod_2,344233,2211567,Soc. Dist. + Travel Ban,solid,May 10,"344,233","2,211,567","May 10: 344,233 projected total cases<br>Projection upper CI: 2,211,567 cases<br>"
2020-05-10,mod_4,11921,90066,Moderate return,solid,May 10,"11,921","90,066","May 10: 11,921 projected total cases<br>Projection upper CI: 90,066 cases<br>"
2020-05-10,mod_5,13120,97799,Normal (pre-intervention),solid,May 10,"13,120","97,799","May 10: 13,120 projected total cases<br>Projection upper CI: 97,799 cases<br>"
2020-05-10,mod_6,11468,86889,Cautious return,solid,May 10,"11,468","86,889","May 10: 11,468 projected total cases<br>Projection upper CI: 86,889 cases<br>"
2020-05-11,mod_2,389099,2589300,Soc. Dist. + Travel Ban,solid,May 11,"389,099","2,589,300","May 11: 389,099 projected total cases<br>Projection upper CI: 2,589,300 cases<br>"
2020-05-11,mod_4,12453,93659,Moderate return,solid,May 11,"12,453","93,659","May 11: 12,453 projected total cases<br>Projection upper CI: 93,659 cases<br>"
2020-05-11,mod_5,14078,103526,Normal (pre-intervention),solid,May 11,"14,078","103,526","May 11: 14,078 projected total cases<br>Projection upper CI: 103,526 cases<br>"
2020-05-11,mod_6,11833,89492,Cautious return,solid,May 11,"11,833","89,492","May 11: 11,833 projected total cases<br>Projection upper CI: 89,492 cases<br>"
2020-05-12,mod_2,437320,3036518,Soc. Dist. + Travel Ban,solid,May 12,"437,320","3,036,518","May 12: 437,320 projected total cases<br>Projection upper CI: 3,036,518 cases<br>"
2020-05-12,mod_4,13077,97904,Moderate return,solid,May 12,"13,077","97,904","May 12: 13,077 projected total cases<br>Projection upper CI: 97,904 cases<br>"
2020-05-12,mod_5,15301,110180,Normal (pre-intervention),solid,May 12,"15,301","110,180","May 12: 15,301 projected total cases<br>Projection upper CI: 110,180 cases<br>"
2020-05-12,mod_6,12244,92882,Cautious return,solid,May 12,"12,244","92,882","May 12: 12,244 projected total cases<br>Projection upper CI: 92,882 cases<br>"
2020-05-13,mod_2,488845,3564682,Soc. Dist. + Travel Ban,solid,May 13,"488,845","3,564,682","May 13: 488,845 projected total cases<br>Projection upper CI: 3,564,682 cases<br>"
2020-05-13,mod_4,13809,101459,Moderate return,solid,May 13,"13,809","101,459","May 13: 13,809 projected total cases<br>Projection upper CI: 101,459 cases<br>"
2020-05-13,mod_5,16857,119411,Normal (pre-intervention),solid,May 13,"16,857","119,411","May 13: 16,857 projected total cases<br>Projection upper CI: 119,411 cases<br>"
2020-05-13,mod_6,12691,95349,Cautious return,solid,May 13,"12,691","95,349","May 13: 12,691 projected total cases<br>Projection upper CI: 95,349 cases<br>"
2020-05-14,mod_2,543604,4156149,Soc. Dist. + Travel Ban,solid,May 14,"543,604","4,156,149","May 14: 543,604 projected total cases<br>Projection upper CI: 4,156,149 cases<br>"
2020-05-14,mod_4,14654,106704,Moderate return,solid,May 14,"14,654","106,704","May 14: 14,654 projected total cases<br>Projection upper CI: 106,704 cases<br>"
2020-05-14,mod_5,18839,128157,Normal (pre-intervention),solid,May 14,"18,839","128,157","May 14: 18,839 projected total cases<br>Projection upper CI: 128,157 cases<br>"
2020-05-14,mod_6,13196,97890,Cautious return,solid,May 14,"13,196","97,890","May 14: 13,196 projected total cases<br>Projection upper CI: 97,890 cases<br>"
2020-05-15,mod_2,601566,4825277,Soc. Dist. + Travel Ban,solid,May 15,"601,566","4,825,277","May 15: 601,566 projected total cases<br>Projection upper CI: 4,825,277 cases<br>"
2020-05-15,mod_4,15644,110983,Moderate return,solid,May 15,"15,644","110,983","May 15: 15,644 projected total cases<br>Projection upper CI: 110,983 cases<br>"
2020-05-15,mod_5,21414,140226,Normal (pre-intervention),solid,May 15,"21,414","140,226","May 15: 21,414 projected total cases<br>Projection upper CI: 140,226 cases<br>"
2020-05-15,mod_6,13751,101460,Cautious return,solid,May 15,"13,751","101,460","May 15: 13,751 projected total cases<br>Projection upper CI: 101,460 cases<br>"
2020-05-16,mod_2,662663,5588220,Soc. Dist. + Travel Ban,solid,May 16,"662,663","5,588,220","May 16: 662,663 projected total cases<br>Projection upper CI: 5,588,220 cases<br>"
2020-05-16,mod_4,16823,117627,Moderate return,solid,May 16,"16,823","117,627","May 16: 16,823 projected total cases<br>Projection upper CI: 117,627 cases<br>"
2020-05-16,mod_5,24756,153692,Normal (pre-intervention),solid,May 16,"24,756","153,692","May 16: 24,756 projected total cases<br>Projection upper CI: 153,692 cases<br>"
2020-05-16,mod_6,14383,105201,Cautious return,solid,May 16,"14,383","105,201","May 16: 14,383 projected total cases<br>Projection upper CI: 105,201 cases<br>"
2020-05-17,mod_2,726746,6449075,Soc. Dist. + Travel Ban,solid,May 17,"726,746","6,449,075","May 17: 726,746 projected total cases<br>Projection upper CI: 6,449,075 cases<br>"
2020-05-17,mod_4,18248,124602,Moderate return,solid,May 17,"18,248","124,602","May 17: 18,248 projected total cases<br>Projection upper CI: 124,602 cases<br>"
2020-05-17,mod_5,29096,169996,Normal (pre-intervention),solid,May 17,"29,096","169,996","May 17: 29,096 projected total cases<br>Projection upper CI: 169,996 cases<br>"
2020-05-17,mod_6,15106,108938,Cautious return,solid,May 17,"15,106","108,938","May 17: 15,106 projected total cases<br>Projection upper CI: 108,938 cases<br>"
2020-05-18,mod_2,793640,7375553,Soc. Dist. + Travel Ban,solid,May 18,"793,640","7,375,553","May 18: 793,640 projected total cases<br>Projection upper CI: 7,375,553 cases<br>"
2020-05-18,mod_4,19960,132696,Moderate return,solid,May 18,"19,960","132,696","May 18: 19,960 projected total cases<br>Projection upper CI: 132,696 cases<br>"
2020-05-18,mod_5,34769,191439,Normal (pre-intervention),solid,May 18,"34,769","191,439","May 18: 34,769 projected total cases<br>Projection upper CI: 191,439 cases<br>"
2020-05-18,mod_6,15920,112897,Cautious return,solid,May 18,"15,920","112,897","May 18: 15,920 projected total cases<br>Projection upper CI: 112,897 cases<br>"
2020-05-19,mod_2,863325,8391395,Soc. Dist. + Travel Ban,solid,May 19,"863,325","8,391,395","May 19: 863,325 projected total cases<br>Projection upper CI: 8,391,395 cases<br>"
2020-05-19,mod_4,22016,141780,Moderate return,solid,May 19,"22,016","141,780","May 19: 22,016 projected total cases<br>Projection upper CI: 141,780 cases<br>"
2020-05-19,mod_5,42140,214546,Normal (pre-intervention),solid,May 19,"42,140","214,546","May 19: 42,140 projected total cases<br>Projection upper CI: 214,546 cases<br>"
2020-05-19,mod_6,16849,118283,Cautious return,solid,May 19,"16,849","118,283","May 19: 16,849 projected total cases<br>Projection upper CI: 118,283 cases<br>"
2020-05-20,mod_2,935625,9501254,Soc. Dist. + Travel Ban,solid,May 20,"935,625","9,501,254","May 20: 935,625 projected total cases<br>Projection upper CI: 9,501,254 cases<br>"
2020-05-20,mod_4,24492,151521,Moderate return,solid,May 20,"24,492","151,521","May 20: 24,492 projected total cases<br>Projection upper CI: 151,521 cases<br>"
2020-05-20,mod_5,51688,247240,Normal (pre-intervention),solid,May 20,"51,688","247,240","May 20: 51,688 projected total cases<br>Projection upper CI: 247,240 cases<br>"
2020-05-20,mod_6,17910,123387,Cautious return,solid,May 20,"17,910","123,387","May 20: 17,910 projected total cases<br>Projection upper CI: 123,387 cases<br>"
2020-05-21,mod_2,1010489,10676091,Soc. Dist. + Travel Ban,solid,May 21,"1,010,489","10,676,091","May 21: 1,010,489 projected total cases<br>Projection upper CI: 10,676,091 cases<br>"
2020-05-21,mod_4,27423,163414,Moderate return,solid,May 21,"27,423","163,414","May 21: 27,423 projected total cases<br>Projection upper CI: 163,414 cases<br>"
2020-05-21,mod_5,63565,287851,Normal (pre-intervention),solid,May 21,"63,565","287,851","May 21: 63,565 projected total cases<br>Projection upper CI: 287,851 cases<br>"
2020-05-21,mod_6,19095,128504,Cautious return,solid,May 21,"19,095","128,504","May 21: 19,095 projected total cases<br>Projection upper CI: 128,504 cases<br>"
2020-05-22,mod_2,1087741,11972778,Soc. Dist. + Travel Ban,solid,May 22,"1,087,741","11,972,778","May 22: 1,087,741 projected total cases<br>Projection upper CI: 11,972,778 cases<br>"
2020-05-22,mod_4,30836,175080,Moderate return,solid,May 22,"30,836","175,080","May 22: 30,836 projected total cases<br>Projection upper CI: 175,080 cases<br>"
2020-05-22,mod_5,78113,337141,Normal (pre-intervention),solid,May 22,"78,113","337,141","May 22: 78,113 projected total cases<br>Projection upper CI: 337,141 cases<br>"
2020-05-22,mod_6,20430,134273,Cautious return,solid,May 22,"20,430","134,273","May 22: 20,430 projected total cases<br>Projection upper CI: 134,273 cases<br>"
2020-05-23,mod_2,1167337,13329436,Soc. Dist. + Travel Ban,solid,May 23,"1,167,337","13,329,436","May 23: 1,167,337 projected total cases<br>Projection upper CI: 13,329,436 cases<br>"
2020-05-23,mod_4,34815,191017,Moderate return,solid,May 23,"34,815","191,017","May 23: 34,815 projected total cases<br>Projection upper CI: 191,017 cases<br>"
2020-05-23,mod_5,95658,395346,Normal (pre-intervention),solid,May 23,"95,658","395,346","May 23: 95,658 projected total cases<br>Projection upper CI: 395,346 cases<br>"
2020-05-23,mod_6,21915,139700,Cautious return,solid,May 23,"21,915","139,700","May 23: 21,915 projected total cases<br>Projection upper CI: 139,700 cases<br>"
2020-05-24,mod_2,1249021,14797077,Soc. Dist. + Travel Ban,solid,May 24,"1,249,021","14,797,077","May 24: 1,249,021 projected total cases<br>Projection upper CI: 14,797,077 cases<br>"
2020-05-24,mod_4,39426,205226,Moderate return,solid,May 24,"39,426","205,226","May 24: 39,426 projected total cases<br>Projection upper CI: 205,226 cases<br>"
2020-05-24,mod_5,116484,471858,Normal (pre-intervention),solid,May 24,"116,484","471,858","May 24: 116,484 projected total cases<br>Projection upper CI: 471,858 cases<br>"
2020-05-24,mod_6,23587,146290,Cautious return,solid,May 24,"23,587","146,290","May 24: 23,587 projected total cases<br>Projection upper CI: 146,290 cases<br>"
2020-05-25,mod_2,1332786,16318436,Soc. Dist. + Travel Ban,solid,May 25,"1,332,786","16,318,436","May 25: 1,332,786 projected total cases<br>Projection upper CI: 16,318,436 cases<br>"
2020-05-25,mod_4,44750,224974,Moderate return,solid,May 25,"44,750","224,974","May 25: 44,750 projected total cases<br>Projection upper CI: 224,974 cases<br>"
2020-05-25,mod_5,140809,563545,Normal (pre-intervention),solid,May 25,"140,809","563,545","May 25: 140,809 projected total cases<br>Projection upper CI: 563,545 cases<br>"
2020-05-25,mod_6,25444,153352,Cautious return,solid,May 25,"25,444","153,352","May 25: 25,444 projected total cases<br>Projection upper CI: 153,352 cases<br>"
2020-05-26,mod_2,1418376,17930100,Soc. Dist. + Travel Ban,solid,May 26,"1,418,376","17,930,100","May 26: 1,418,376 projected total cases<br>Projection upper CI: 17,930,100 cases<br>"
2020-05-26,mod_4,50852,243610,Moderate return,solid,May 26,"50,852","243,610","May 26: 50,852 projected total cases<br>Projection upper CI: 243,610 cases<br>"
2020-05-26,mod_5,168790,676269,Normal (pre-intervention),solid,May 26,"168,790","676,269","May 26: 168,790 projected total cases<br>Projection upper CI: 676,269 cases<br>"
2020-05-26,mod_6,27494,161433,Cautious return,solid,May 26,"27,494","161,433","May 26: 27,494 projected total cases<br>Projection upper CI: 161,433 cases<br>"
2020-05-27,mod_2,1505737,19590084,Soc. Dist. + Travel Ban,solid,May 27,"1,505,737","19,590,084","May 27: 1,505,737 projected total cases<br>Projection upper CI: 19,590,084 cases<br>"
2020-05-27,mod_4,57798,266423,Moderate return,solid,May 27,"57,798","266,423","May 27: 57,798 projected total cases<br>Projection upper CI: 266,423 cases<br>"
2020-05-27,mod_5,200490,819759,Normal (pre-intervention),solid,May 27,"200,490","819,759","May 27: 200,490 projected total cases<br>Projection upper CI: 819,759 cases<br>"
2020-05-27,mod_6,29767,168810,Cautious return,solid,May 27,"29,767","168,810","May 27: 29,767 projected total cases<br>Projection upper CI: 168,810 cases<br>"
2020-05-28,mod_2,1594821,21284109,Soc. Dist. + Travel Ban,solid,May 28,"1,594,821","21,284,109","May 28: 1,594,821 projected total cases<br>Projection upper CI: 21,284,109 cases<br>"
2020-05-28,mod_4,65681,292016,Moderate return,solid,May 28,"65,681","292,016","May 28: 65,681 projected total cases<br>Projection upper CI: 292,016 cases<br>"
2020-05-28,mod_5,235944,992153,Normal (pre-intervention),solid,May 28,"235,944","992,153","May 28: 235,944 projected total cases<br>Projection upper CI: 992,153 cases<br>"
2020-05-28,mod_6,32242,177929,Cautious return,solid,May 28,"32,242","177,929","May 28: 32,242 projected total cases<br>Projection upper CI: 177,929 cases<br>"
2020-05-29,mod_2,1685311,23069484,Soc. Dist. + Travel Ban,solid,May 29,"1,685,311","23,069,484","May 29: 1,685,311 projected total cases<br>Projection upper CI: 23,069,484 cases<br>"
2020-05-29,mod_4,74540,322105,Moderate return,solid,May 29,"74,540","322,105","May 29: 74,540 projected total cases<br>Projection upper CI: 322,105 cases<br>"
2020-05-29,mod_5,275173,1216926,Normal (pre-intervention),solid,May 29,"275,173","1,216,926","May 29: 275,173 projected total cases<br>Projection upper CI: 1,216,926 cases<br>"
2020-05-29,mod_6,34956,187092,Cautious return,solid,May 29,"34,956","187,092","May 29: 34,956 projected total cases<br>Projection upper CI: 187,092 cases<br>"
2020-05-30,mod_2,1777081,24834525,Soc. Dist. + Travel Ban,solid,May 30,"1,777,081","24,834,525","May 30: 1,777,081 projected total cases<br>Projection upper CI: 24,834,525 cases<br>"
2020-05-30,mod_4,84469,352422,Moderate return,solid,May 30,"84,469","352,422","May 30: 84,469 projected total cases<br>Projection upper CI: 352,422 cases<br>"
2020-05-30,mod_5,318163,1483558,Normal (pre-intervention),solid,May 30,"318,163","1,483,558","May 30: 318,163 projected total cases<br>Projection upper CI: 1,483,558 cases<br>"
2020-05-30,mod_6,37925,197199,Cautious return,solid,May 30,"37,925","197,199","May 30: 37,925 projected total cases<br>Projection upper CI: 197,199 cases<br>"
2020-05-31,mod_2,1870077,26614659,Soc. Dist. + Travel Ban,solid,May 31,"1,870,077","26,614,659","May 31: 1,870,077 projected total cases<br>Projection upper CI: 26,614,659 cases<br>"
2020-05-31,mod_4,95496,393239,Moderate return,solid,May 31,"95,496","393,239","May 31: 95,496 projected total cases<br>Projection upper CI: 393,239 cases<br>"
2020-05-31,mod_5,364795,1800156,Normal (pre-intervention),solid,May 31,"364,795","1,800,156","May 31: 364,795 projected total cases<br>Projection upper CI: 1,800,156 cases<br>"
2020-05-31,mod_6,41159,207496,Cautious return,solid,May 31,"41,159","207,496","May 31: 41,159 projected total cases<br>Projection upper CI: 207,496 cases<br>"
2020-06-01,mod_2,1964074,28340495,Soc. Dist. + Travel Ban,solid,Jun 01,"1,964,074","28,340,495","Jun 01: 1,964,074 projected total cases<br>Projection upper CI: 28,340,495 cases<br>"
2020-06-01,mod_4,107661,431789,Moderate return,solid,Jun 01,"107,661","431,789","Jun 01: 107,661 projected total cases<br>Projection upper CI: 431,789 cases<br>"
2020-06-01,mod_5,415050,2186661,Normal (pre-intervention),solid,Jun 01,"415,050","2,186,661","Jun 01: 415,050 projected total cases<br>Projection upper CI: 2,186,661 cases<br>"
2020-06-01,mod_6,44658,218274,Cautious return,solid,Jun 01,"44,658","218,274","Jun 01: 44,658 projected total cases<br>Projection upper CI: 218,274 cases<br>"
2020-06-02,mod_2,2058988,30073183,Soc. Dist. + Travel Ban,solid,Jun 02,"2,058,988","30,073,183","Jun 02: 2,058,988 projected total cases<br>Projection upper CI: 30,073,183 cases<br>"
2020-06-02,mod_4,120983,477916,Moderate return,solid,Jun 02,"120,983","477,916","Jun 02: 120,983 projected total cases<br>Projection upper CI: 477,916 cases<br>"
2020-06-02,mod_5,468745,2679092,Normal (pre-intervention),solid,Jun 02,"468,745","2,679,092","Jun 02: 468,745 projected total cases<br>Projection upper CI: 2,679,092 cases<br>"
2020-06-02,mod_6,48445,228241,Cautious return,solid,Jun 02,"48,445","228,241","Jun 02: 48,445 projected total cases<br>Projection upper CI: 228,241 cases<br>"
2020-06-03,mod_2,2154747,31847156,Soc. Dist. + Travel Ban,solid,Jun 03,"2,154,747","31,847,156","Jun 03: 2,154,747 projected total cases<br>Projection upper CI: 31,847,156 cases<br>"
2020-06-03,mod_4,135470,534253,Moderate return,solid,Jun 03,"135,470","534,253","Jun 03: 135,470 projected total cases<br>Projection upper CI: 534,253 cases<br>"
2020-06-03,mod_5,525700,3229093,Normal (pre-intervention),solid,Jun 03,"525,700","3,229,093","Jun 03: 525,700 projected total cases<br>Projection upper CI: 3,229,093 cases<br>"
2020-06-03,mod_6,52543,240361,Cautious return,solid,Jun 03,"52,543","240,361","Jun 03: 52,543 projected total cases<br>Projection upper CI: 240,361 cases<br>"
2020-06-04,mod_2,2251201,33531144,Soc. Dist. + Travel Ban,solid,Jun 04,"2,251,201","33,531,144","Jun 04: 2,251,201 projected total cases<br>Projection upper CI: 33,531,144 cases<br>"
2020-06-04,mod_4,151175,596502,Moderate return,solid,Jun 04,"151,175","596,502","Jun 04: 151,175 projected total cases<br>Projection upper CI: 596,502 cases<br>"
2020-06-04,mod_5,585745,3929387,Normal (pre-intervention),solid,Jun 04,"585,745","3,929,387","Jun 04: 585,745 projected total cases<br>Projection upper CI: 3,929,387 cases<br>"
2020-06-04,mod_6,56967,255820,Cautious return,solid,Jun 04,"56,967","255,820","Jun 04: 56,967 projected total cases<br>Projection upper CI: 255,820 cases<br>"
2020-06-05,mod_2,2348048,35109403,Soc. Dist. + Travel Ban,solid,Jun 05,"2,348,048","35,109,403","Jun 05: 2,348,048 projected total cases<br>Projection upper CI: 35,109,403 cases<br>"
2020-06-05,mod_4,168031,662365,Moderate return,solid,Jun 05,"168,031","662,365","Jun 05: 168,031 projected total cases<br>Projection upper CI: 662,365 cases<br>"
2020-06-05,mod_5,648649,4706424,Normal (pre-intervention),solid,Jun 05,"648,649","4,706,424","Jun 05: 648,649 projected total cases<br>Projection upper CI: 4,706,424 cases<br>"
2020-06-05,mod_6,61715,268528,Cautious return,solid,Jun 05,"61,715","268,528","Jun 05: 61,715 projected total cases<br>Projection upper CI: 268,528 cases<br>"
2020-06-06,mod_2,2445354,36642572,Soc. Dist. + Travel Ban,solid,Jun 06,"2,445,354","36,642,572","Jun 06: 2,445,354 projected total cases<br>Projection upper CI: 36,642,572 cases<br>"
2020-06-06,mod_4,186104,742068,Moderate return,solid,Jun 06,"186,104","742,068","Jun 06: 186,104 projected total cases<br>Projection upper CI: 742,068 cases<br>"
2020-06-06,mod_5,714286,5613826,Normal (pre-intervention),solid,Jun 06,"714,286","5,613,826","Jun 06: 714,286 projected total cases<br>Projection upper CI: 5,613,826 cases<br>"
2020-06-06,mod_6,66809,284401,Cautious return,solid,Jun 06,"66,809","284,401","Jun 06: 66,809 projected total cases<br>Projection upper CI: 284,401 cases<br>"
2020-06-07,mod_2,2542983,38146673,Soc. Dist. + Travel Ban,solid,Jun 07,"2,542,983","38,146,673","Jun 07: 2,542,983 projected total cases<br>Projection upper CI: 38,146,673 cases<br>"
2020-06-07,mod_4,205362,825266,Moderate return,solid,Jun 07,"205,362","825,266","Jun 07: 205,362 projected total cases<br>Projection upper CI: 825,266 cases<br>"
2020-06-07,mod_5,782327,6649132,Normal (pre-intervention),solid,Jun 07,"782,327","6,649,132","Jun 07: 782,327 projected total cases<br>Projection upper CI: 6,649,132 cases<br>"
2020-06-07,mod_6,72237,300419,Cautious return,solid,Jun 07,"72,237","300,419","Jun 07: 72,237 projected total cases<br>Projection upper CI: 300,419 cases<br>"
2020-06-08,mod_2,2640729,39456813,Soc. Dist. + Travel Ban,solid,Jun 08,"2,640,729","39,456,813","Jun 08: 2,640,729 projected total cases<br>Projection upper CI: 39,456,813 cases<br>"
2020-06-08,mod_4,225720,928555,Moderate return,solid,Jun 08,"225,720","928,555","Jun 08: 225,720 projected total cases<br>Projection upper CI: 928,555 cases<br>"
2020-06-08,mod_5,852686,7788840,Normal (pre-intervention),solid,Jun 08,"852,686","7,788,840","Jun 08: 852,686 projected total cases<br>Projection upper CI: 7,788,840 cases<br>"
2020-06-08,mod_6,78035,321532,Cautious return,solid,Jun 08,"78,035","321,532","Jun 08: 78,035 projected total cases<br>Projection upper CI: 321,532 cases<br>"
2020-06-09,mod_2,2738583,40566209,Soc. Dist. + Travel Ban,solid,Jun 09,"2,738,583","40,566,209","Jun 09: 2,738,583 projected total cases<br>Projection upper CI: 40,566,209 cases<br>"
2020-06-09,mod_4,247274,1033837,Moderate return,solid,Jun 09,"247,274","1,033,837","Jun 09: 247,274 projected total cases<br>Projection upper CI: 1,033,837 cases<br>"
2020-06-09,mod_5,925161,9038419,Normal (pre-intervention),solid,Jun 09,"925,161","9,038,419","Jun 09: 925,161 projected total cases<br>Projection upper CI: 9,038,419 cases<br>"
2020-06-09,mod_6,84210,338090,Cautious return,solid,Jun 09,"84,210","338,090","Jun 09: 84,210 projected total cases<br>Projection upper CI: 338,090 cases<br>"
2020-06-10,mod_2,2836406,41790429,Soc. Dist. + Travel Ban,solid,Jun 10,"2,836,406","41,790,429","Jun 10: 2,836,406 projected total cases<br>Projection upper CI: 41,790,429 cases<br>"
