Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,j,text
2020-04-13,mod_2,7164,47542,Social distancing,solid,Apr 13,"7,164","47,542",FALSE,"Apr 13: 7,164 projected cases<br>Projection upper CI: 47,542 cases<br>"
2020-04-13,mod_3,7583,49523,No intervention,solid,Apr 13,"7,583","49,523",FALSE,"Apr 13: 7,583 projected cases<br>Projection upper CI: 49,523 cases<br>"
2020-04-13,mod_4,6337,42584,Lockdown with moderate return,solid,Apr 13,"6,337","42,584",TRUE,"Apr 13: 6,337 projected cases<br>Projection upper CI: 42,584 cases<br>"
2020-04-14,mod_2,7957,53185,Social distancing,solid,Apr 14,"7,957","53,185",FALSE,"Apr 14: 7,957 projected cases<br>Projection upper CI: 53,185 cases<br>"
2020-04-14,mod_3,8509,55417,No intervention,solid,Apr 14,"8,509","55,417",FALSE,"Apr 14: 8,509 projected cases<br>Projection upper CI: 55,417 cases<br>"
2020-04-14,mod_4,6668,45486,Lockdown with moderate return,solid,Apr 14,"6,668","45,486",TRUE,"Apr 14: 6,668 projected cases<br>Projection upper CI: 45,486 cases<br>"
2020-04-15,mod_2,8874,59887,Social distancing,solid,Apr 15,"8,874","59,887",FALSE,"Apr 15: 8,874 projected cases<br>Projection upper CI: 59,887 cases<br>"
2020-04-15,mod_3,9590,62443,No intervention,solid,Apr 15,"9,590","62,443",FALSE,"Apr 15: 9,590 projected cases<br>Projection upper CI: 62,443 cases<br>"
2020-04-15,mod_4,6951,47554,Lockdown with moderate return,solid,Apr 15,"6,951","47,554",TRUE,"Apr 15: 6,951 projected cases<br>Projection upper CI: 47,554 cases<br>"
2020-04-16,mod_2,9941,67106,Social distancing,solid,Apr 16,"9,941","67,106",FALSE,"Apr 16: 9,941 projected cases<br>Projection upper CI: 67,106 cases<br>"
2020-04-16,mod_3,10873,70863,No intervention,solid,Apr 16,"10,873","70,863",FALSE,"Apr 16: 10,873 projected cases<br>Projection upper CI: 70,863 cases<br>"
2020-04-16,mod_4,7233,49471,Lockdown with moderate return,solid,Apr 16,"7,233","49,471",TRUE,"Apr 16: 7,233 projected cases<br>Projection upper CI: 49,471 cases<br>"
2020-04-17,mod_2,11203,75794,Social distancing,solid,Apr 17,"11,203","75,794",FALSE,"Apr 17: 11,203 projected cases<br>Projection upper CI: 75,794 cases<br>"
2020-04-17,mod_3,12399,79951,No intervention,solid,Apr 17,"12,399","79,951",FALSE,"Apr 17: 12,399 projected cases<br>Projection upper CI: 79,951 cases<br>"
2020-04-17,mod_4,7510,51795,Lockdown with moderate return,solid,Apr 17,"7,510","51,795",TRUE,"Apr 17: 7,510 projected cases<br>Projection upper CI: 51,795 cases<br>"
2020-04-18,mod_2,12703,86407,Social distancing,solid,Apr 18,"12,703","86,407",FALSE,"Apr 18: 12,703 projected cases<br>Projection upper CI: 86,407 cases<br>"
2020-04-18,mod_3,14242,91613,No intervention,solid,Apr 18,"14,242","91,613",FALSE,"Apr 18: 14,242 projected cases<br>Projection upper CI: 91,613 cases<br>"
2020-04-18,mod_4,7788,53683,Lockdown with moderate return,solid,Apr 18,"7,788","53,683",TRUE,"Apr 18: 7,788 projected cases<br>Projection upper CI: 53,683 cases<br>"
2020-04-19,mod_2,14514,98263,Social distancing,solid,Apr 19,"14,514","98,263",FALSE,"Apr 19: 14,514 projected cases<br>Projection upper CI: 98,263 cases<br>"
2020-04-19,mod_3,16490,106499,No intervention,solid,Apr 19,"16,490","106,499",FALSE,"Apr 19: 16,490 projected cases<br>Projection upper CI: 106,499 cases<br>"
2020-04-19,mod_4,8053,56111,Lockdown with moderate return,solid,Apr 19,"8,053","56,111",TRUE,"Apr 19: 8,053 projected cases<br>Projection upper CI: 56,111 cases<br>"
2020-04-20,mod_2,16719,111787,Social distancing,solid,Apr 20,"16,719","111,787",FALSE,"Apr 20: 16,719 projected cases<br>Projection upper CI: 111,787 cases<br>"
2020-04-20,mod_3,19266,122762,No intervention,solid,Apr 20,"19,266","122,762",FALSE,"Apr 20: 19,266 projected cases<br>Projection upper CI: 122,762 cases<br>"
2020-04-20,mod_4,8314,58214,Lockdown with moderate return,solid,Apr 20,"8,314","58,214",TRUE,"Apr 20: 8,314 projected cases<br>Projection upper CI: 58,214 cases<br>"
2020-04-21,mod_2,19433,129295,Social distancing,solid,Apr 21,"19,433","129,295",FALSE,"Apr 21: 19,433 projected cases<br>Projection upper CI: 129,295 cases<br>"
2020-04-21,mod_3,22673,142855,No intervention,solid,Apr 21,"22,673","142,855",FALSE,"Apr 21: 22,673 projected cases<br>Projection upper CI: 142,855 cases<br>"
2020-04-21,mod_4,8577,60354,Lockdown with moderate return,solid,Apr 21,"8,577","60,354",TRUE,"Apr 21: 8,577 projected cases<br>Projection upper CI: 60,354 cases<br>"
2020-04-22,mod_2,22778,149930,Social distancing,solid,Apr 22,"22,778","149,930",FALSE,"Apr 22: 22,778 projected cases<br>Projection upper CI: 149,930 cases<br>"
2020-04-22,mod_3,26853,167817,No intervention,solid,Apr 22,"26,853","167,817",FALSE,"Apr 22: 26,853 projected cases<br>Projection upper CI: 167,817 cases<br>"
2020-04-22,mod_4,8850,62629,Lockdown with moderate return,solid,Apr 22,"8,850","62,629",TRUE,"Apr 22: 8,850 projected cases<br>Projection upper CI: 62,629 cases<br>"
2020-04-23,mod_2,26888,173842,Social distancing,solid,Apr 23,"26,888","173,842",FALSE,"Apr 23: 26,888 projected cases<br>Projection upper CI: 173,842 cases<br>"
2020-04-23,mod_3,31961,196724,No intervention,solid,Apr 23,"31,961","196,724",FALSE,"Apr 23: 31,961 projected cases<br>Projection upper CI: 196,724 cases<br>"
2020-04-23,mod_4,9116,64880,Lockdown with moderate return,solid,Apr 23,"9,116","64,880",TRUE,"Apr 23: 9,116 projected cases<br>Projection upper CI: 64,880 cases<br>"
2020-04-24,mod_2,31961,202875,Social distancing,solid,Apr 24,"31,961","202,875",FALSE,"Apr 24: 31,961 projected cases<br>Projection upper CI: 202,875 cases<br>"
2020-04-24,mod_3,38205,234129,No intervention,solid,Apr 24,"38,205","234,129",FALSE,"Apr 24: 38,205 projected cases<br>Projection upper CI: 234,129 cases<br>"
2020-04-24,mod_4,9388,66757,Lockdown with moderate return,solid,Apr 24,"9,388","66,757",TRUE,"Apr 24: 9,388 projected cases<br>Projection upper CI: 66,757 cases<br>"
2020-04-25,mod_2,38228,238392,Social distancing,solid,Apr 25,"38,228","238,392",FALSE,"Apr 25: 38,228 projected cases<br>Projection upper CI: 238,392 cases<br>"
2020-04-25,mod_3,45813,278599,No intervention,solid,Apr 25,"45,813","278,599",FALSE,"Apr 25: 45,813 projected cases<br>Projection upper CI: 278,599 cases<br>"
2020-04-25,mod_4,9654,69421,Lockdown with moderate return,solid,Apr 25,"9,654","69,421",TRUE,"Apr 25: 9,654 projected cases<br>Projection upper CI: 69,421 cases<br>"
2020-04-26,mod_2,45893,279859,Social distancing,solid,Apr 26,"45,893","279,859",FALSE,"Apr 26: 45,893 projected cases<br>Projection upper CI: 279,859 cases<br>"
2020-04-26,mod_3,55047,328546,No intervention,solid,Apr 26,"55,047","328,546",FALSE,"Apr 26: 55,047 projected cases<br>Projection upper CI: 328,546 cases<br>"
2020-04-26,mod_4,9924,71442,Lockdown with moderate return,solid,Apr 26,"9,924","71,442",TRUE,"Apr 26: 9,924 projected cases<br>Projection upper CI: 71,442 cases<br>"
2020-04-27,mod_2,55243,330110,Social distancing,solid,Apr 27,"55,243","330,110",FALSE,"Apr 27: 55,243 projected cases<br>Projection upper CI: 330,110 cases<br>"
2020-04-27,mod_3,66194,393208,No intervention,solid,Apr 27,"66,194","393,208",FALSE,"Apr 27: 66,194 projected cases<br>Projection upper CI: 393,208 cases<br>"
2020-04-27,mod_4,10201,73533,Lockdown with moderate return,solid,Apr 27,"10,201","73,533",TRUE,"Apr 27: 10,201 projected cases<br>Projection upper CI: 73,533 cases<br>"
2020-04-28,mod_2,66578,393602,Social distancing,solid,Apr 28,"66,578","393,602",FALSE,"Apr 28: 66,578 projected cases<br>Projection upper CI: 393,602 cases<br>"
2020-04-28,mod_3,79518,471579,No intervention,solid,Apr 28,"79,518","471,579",FALSE,"Apr 28: 79,518 projected cases<br>Projection upper CI: 471,579 cases<br>"
2020-04-28,mod_4,10485,75861,Lockdown with moderate return,solid,Apr 28,"10,485","75,861",TRUE,"Apr 28: 10,485 projected cases<br>Projection upper CI: 75,861 cases<br>"
2020-04-29,mod_2,80187,463406,Social distancing,solid,Apr 29,"80,187","463,406",FALSE,"Apr 29: 80,187 projected cases<br>Projection upper CI: 463,406 cases<br>"
2020-04-29,mod_3,95328,563071,No intervention,solid,Apr 29,"95,328","563,071",FALSE,"Apr 29: 95,328 projected cases<br>Projection upper CI: 563,071 cases<br>"
2020-04-29,mod_4,10766,78444,Lockdown with moderate return,solid,Apr 29,"10,766","78,444",TRUE,"Apr 29: 10,766 projected cases<br>Projection upper CI: 78,444 cases<br>"
2020-04-30,mod_2,96348,552466,Social distancing,solid,Apr 30,"96,348","552,466",FALSE,"Apr 30: 96,348 projected cases<br>Projection upper CI: 552,466 cases<br>"
2020-04-30,mod_3,113862,676148,No intervention,solid,Apr 30,"113,862","676,148",FALSE,"Apr 30: 113,862 projected cases<br>Projection upper CI: 676,148 cases<br>"
2020-04-30,mod_4,11065,81125,Lockdown with moderate return,solid,Apr 30,"11,065","81,125",TRUE,"Apr 30: 11,065 projected cases<br>Projection upper CI: 81,125 cases<br>"
