Date	State	Cases	Recovered	Deaths	Name
2020-12-01	ch	17537	16173	278	Chandigarh
2020-12-02	ch	17642	16279	281	Chandigarh
2020-12-03	ch	17717	16452	284	Chandigarh
2020-12-04	ch	17828	16613	287	Chandigarh
2020-12-05	ch	17926	16754	289	Chandigarh
2020-12-06	ch	18027	16814	291	Chandigarh
2020-12-07	ch	18113	16899	293	Chandigarh
2020-12-08	ch	18239	16981	296	Chandigarh
2020-12-09	ch	18322	17128	297	Chandigarh
2020-12-10	ch	18410	17231	298	Chandigarh
2020-12-11	ch	18502	17365	299	Chandigarh
2020-12-12	ch	18572	17457	300	Chandigarh
2020-12-13	ch	18638	17571	301	Chandigarh
2020-12-14	ch	18714	17698	302	Chandigarh
2020-12-15	ch	18776	17837	304	Chandigarh
2020-12-16	ch	18843	17912	304	Chandigarh
2020-12-17	ch	18905	18017	304	Chandigarh
2020-12-18	ch	18979	18139	305	Chandigarh
2020-12-19	ch	19044	18244	306	Chandigarh
2020-12-20	ch	19073	18328	308	Chandigarh
2020-12-21	ch	19128	18429	310	Chandigarh
2020-12-22	ch	19184	18508	312	Chandigarh
2020-12-23	ch	19266	18584	313	Chandigarh
2020-12-24	ch	19309	18634	314	Chandigarh
2020-12-25	ch	19345	18686	314	Chandigarh
2020-12-26	ch	19423	18754	315	Chandigarh
2020-12-27	ch	19486	18810	315	Chandigarh
2020-12-28	ch	19551	18856	316	Chandigarh
2020-12-29	ch	19615	18937	316	Chandigarh
2020-12-30	ch	19682	18967	316	Chandigarh
2020-12-31	ch	19748	19045	317	Chandigarh
2021-01-01	ch	19799	19109	318	Chandigarh
2021-01-02	ch	19865	19226	319	Chandigarh
2021-01-03	ch	19881	19280	320	Chandigarh
2021-01-04	ch	19936	19348	321	Chandigarh
2021-01-05	ch	20026	19464	322	Chandigarh
2021-01-06	ch	20104	19525	323	Chandigarh
2021-01-07	ch	20147	19582	325	Chandigarh
2021-01-08	ch	20201	19637	326	Chandigarh
2021-01-09	ch	20251	19696	327	Chandigarh
2021-01-10	ch	20295	19727	327	Chandigarh
2021-01-11	ch	20342	19756	327	Chandigarh
2021-01-12	ch	20378	19780	328	Chandigarh
2021-01-13	ch	20415	19794	329	Chandigarh
2021-01-14	ch	20438	19835	330	Chandigarh
2021-01-15	ch	20464	19868	330	Chandigarh
2021-01-16	ch	20503	19935	330	Chandigarh
2021-01-17	ch	20537	19978	330	Chandigarh
2021-01-18	ch	20564	20031	330	Chandigarh
2021-01-19	ch	20595	20080	330	Chandigarh
2021-01-20	ch	20623	20122	330	Chandigarh
2021-01-21	ch	20639	20162	331	Chandigarh
2021-01-22	ch	20664	20195	332	Chandigarh
2021-01-23	ch	20686	20226	333	Chandigarh
2021-01-24	ch	20718	20248	334	Chandigarh
2021-01-25	ch	20779	20302	334	Chandigarh
2021-01-26	ch	20779	20302	334	Chandigarh
2021-01-27	ch	20819	20339	334	Chandigarh
2021-01-28	ch	20855	20363	334	Chandigarh
2021-01-29	ch	20882	20389	334	Chandigarh
2021-01-30	ch	20899	20414	334	Chandigarh
2021-01-31	ch	20925	20426	334	Chandigarh
2021-02-01	ch	20957	20447	334	Chandigarh
2021-02-02	ch	20979	20462	335	Chandigarh
2021-02-03	ch	21015	20493	336	Chandigarh
2021-02-04	ch	21036	20512	337	Chandigarh
2021-02-05	ch	21060	20535	338	Chandigarh
2021-02-06	ch	21060	20535	338	Chandigarh
2021-02-07	ch	21107	20598	340	Chandigarh
2021-02-08	ch	21133	20623	341	Chandigarh
2021-02-09	ch	21154	20644	342	Chandigarh
2021-02-10	ch	21171	20670	343	Chandigarh
2021-02-11	ch	21184	20700	344	Chandigarh
2021-02-12	ch	21203	20717	344	Chandigarh
2021-02-13	ch	21220	20752	345	Chandigarh
2021-02-14	ch	21238	20765	346	Chandigarh
2021-02-15	ch	21264	20789	346	Chandigarh
2021-02-16	ch	21293	20813	347	Chandigarh
2021-02-17	ch	21322	20832	348	Chandigarh
2021-02-18	ch	21352	20854	348	Chandigarh
2021-02-19	ch	21371	20867	348	Chandigarh
2021-02-20	ch	21397	20879	349	Chandigarh
2021-02-21	ch	21425	20890	349	Chandigarh
2021-02-22	ch	21463	20908	350	Chandigarh
2021-02-23	ch	21500	20923	350	Chandigarh
2021-02-24	ch	21541	20940	351	Chandigarh
2021-02-25	ch	21590	20960	351	Chandigarh
2021-02-26	ch	21659	20986	351	Chandigarh
2021-02-27	ch	21719	21011	351	Chandigarh
2021-02-28	ch	21770	21037	352	Chandigarh
2021-03-01	ch	21839	21056	353	Chandigarh
2021-03-02	ch	21906	21080	354	Chandigarh
2021-03-03	ch	21962	21104	355	Chandigarh
2021-03-04	ch	22040	21140	355	Chandigarh
2021-03-05	ch	22116	21174	355	Chandigarh
2021-03-06	ch	22238	21208	355	Chandigarh
2021-03-07	ch	22318	21253	355	Chandigarh
2021-03-08	ch	22397	21316	356	Chandigarh
2021-03-09	ch	22502	21368	356	Chandigarh
2021-03-10	ch	22589	21416	357	Chandigarh
2021-03-11	ch	22697	21481	357	Chandigarh
2021-03-12	ch	22832	21539	357	Chandigarh
2021-03-13	ch	22976	21586	358	Chandigarh
2021-03-14	ch	23096	21650	358	Chandigarh
2021-03-15	ch	23244	21720	358	Chandigarh
2021-03-16	ch	23391	21833	359	Chandigarh
2021-03-17	ch	23592	21903	359	Chandigarh
2021-03-18	ch	23803	21978	359	Chandigarh
2021-03-19	ch	24017	22060	360	Chandigarh
2021-03-20	ch	24220	22142	361	Chandigarh
2021-03-21	ch	24459	22225	362	Chandigarh
2021-03-22	ch	24667	22325	363	Chandigarh
2021-03-23	ch	24881	22451	364	Chandigarh
2021-03-24	ch	25130	22587	365	Chandigarh
2021-03-25	ch	25356	22702	368	Chandigarh
2021-03-26	ch	25604	22840	372	Chandigarh
2021-03-27	ch	25898	22992	374	Chandigarh
2021-03-28	ch	26194	23184	377	Chandigarh
2021-03-29	ch	26468	23345	377	Chandigarh
2021-03-30	ch	26733	23523	379	Chandigarh
2021-03-31	ch	26999	23702	379	Chandigarh
2021-04-01	ch	27256	23925	380	Chandigarh
2021-04-02	ch	27543	24064	381	Chandigarh
2021-04-03	ch	27853	24309	382	Chandigarh
2021-04-04	ch	28194	24661	383	Chandigarh
2021-04-05	ch	28479	25033	384	Chandigarh
2021-04-06	ch	28798	25375	386	Chandigarh
2021-04-07	ch	29197	25688	388	Chandigarh
2021-04-08	ch	29521	26017	389	Chandigarh
2021-04-09	ch	29943	26337	393	Chandigarh
2021-04-10	ch	30341	26680	396	Chandigarh
2021-04-11	ch	30743	27037	399	Chandigarh
2021-04-12	ch	31167	27412	400	Chandigarh
2021-04-13	ch	31564	27793	401	Chandigarh
2021-04-14	ch	31985	28210	404	Chandigarh
2021-04-15	ch	32397	28619	407	Chandigarh
2021-04-16	ch	32878	29047	408	Chandigarh
2021-04-17	ch	33309	29485	410	Chandigarh
2021-04-18	ch	33934	29896	413	Chandigarh
2021-04-19	ch	34546	30325	417	Chandigarh
2021-04-20	ch	35148	30768	421	Chandigarh
2021-04-21	ch	35770	31222	423	Chandigarh
2021-04-22	ch	36404	31704	427	Chandigarh
2021-04-23	ch	37232	32180	430	Chandigarh
2021-04-24	ch	37943	32608	433	Chandigarh
2021-04-25	ch	38692	33021	435	Chandigarh
2021-04-26	ch	39513	33498	440	Chandigarh
2021-04-27	ch	40350	33924	446	Chandigarh
2020-03-15	ct	0	0	0	Chhattisgarh
2020-03-16	ct	0	0	0	Chhattisgarh
2020-03-17	ct	0	0	0	Chhattisgarh
2020-03-18	ct	0	0	0	Chhattisgarh
2020-03-19	ct	1	0	0	Chhattisgarh
2020-03-20	ct	1	0	0	Chhattisgarh
2020-03-21	ct	1	0	0	Chhattisgarh
2020-03-22	ct	1	0	0	Chhattisgarh
2020-03-23	ct	1	0	0	Chhattisgarh
2020-03-24	ct	1	0	0	Chhattisgarh
2020-03-25	ct	3	0	0	Chhattisgarh
2020-03-26	ct	6	0	0	Chhattisgarh
2020-03-27	ct	6	0	0	Chhattisgarh
2020-03-28	ct	7	0	0	Chhattisgarh
2020-03-29	ct	7	0	0	Chhattisgarh
2020-03-30	ct	8	0	0	Chhattisgarh
2020-03-31	ct	9	2	0	Chhattisgarh
2020-04-01	ct	9	2	0	Chhattisgarh
2020-04-02	ct	9	3	0	Chhattisgarh
2020-04-03	ct	9	3	0	Chhattisgarh
2020-04-04	ct	10	3	0	Chhattisgarh
2020-04-05	ct	10	8	0	Chhattisgarh
2020-04-06	ct	10	8	0	Chhattisgarh
2020-04-07	ct	10	9	0	Chhattisgarh
2020-04-08	ct	10	9	0	Chhattisgarh
2020-04-09	ct	18	9	0	Chhattisgarh
2020-04-10	ct	18	9	0	Chhattisgarh
2020-04-11	ct	25	9	0	Chhattisgarh
2020-04-12	ct	31	10	0	Chhattisgarh
2020-04-13	ct	31	10	0	Chhattisgarh
2020-04-14	ct	33	13	0	Chhattisgarh
2020-04-15	ct	33	17	0	Chhattisgarh
2020-04-16	ct	36	23	0	Chhattisgarh
2020-04-17	ct	36	24	0	Chhattisgarh
2020-04-18	ct	36	25	0	Chhattisgarh
2020-04-19	ct	36	25	0	Chhattisgarh
2020-04-20	ct	36	25	0	Chhattisgarh
2020-04-21	ct	36	25	0	Chhattisgarh
2020-04-22	ct	36	28	0	Chhattisgarh
2020-04-23	ct	36	30	0	Chhattisgarh
2020-04-24	ct	36	30	0	Chhattisgarh
2020-04-25	ct	37	32	0	Chhattisgarh
2020-04-26	ct	37	32	0	Chhattisgarh
2020-04-27	ct	37	32	0	Chhattisgarh
2020-04-28	ct	38	34	0	Chhattisgarh
2020-04-29	ct	38	34	0	Chhattisgarh
2020-04-30	ct	40	36	0	Chhattisgarh
2020-05-01	ct	43	36	0	Chhattisgarh
2020-05-02	ct	43	36	0	Chhattisgarh
2020-05-03	ct	57	36	0	Chhattisgarh
2020-05-04	ct	58	36	0	Chhattisgarh
2020-05-05	ct	59	36	0	Chhattisgarh
2020-05-06	ct	59	36	0	Chhattisgarh
2020-05-07	ct	59	36	0	Chhattisgarh
2020-05-08	ct	59	38	0	Chhattisgarh
2020-05-09	ct	59	43	0	Chhattisgarh
2020-05-10	ct	59	49	0	Chhattisgarh
2020-05-11	ct	59	53	0	Chhattisgarh
2020-05-12	ct	59	54	0	Chhattisgarh
2020-05-13	ct	59	55	0	Chhattisgarh
2020-05-14	ct	60	56	0	Chhattisgarh
2020-05-15	ct	66	56	0	Chhattisgarh
2020-05-16	ct	67	58	0	Chhattisgarh
2020-05-17	ct	85	59	0	Chhattisgarh
2020-05-18	ct	95	59	0	Chhattisgarh
2020-05-19	ct	100	59	0	Chhattisgarh
2020-05-20	ct	114	59	0	Chhattisgarh
2020-05-21	ct	128	59	0	Chhattisgarh
2020-05-22	ct	172	62	0	Chhattisgarh
2020-05-23	ct	214	64	0	Chhattisgarh
2020-05-24	ct	252	64	0	Chhattisgarh
2020-05-25	ct	292	67	0	Chhattisgarh
2020-05-26	ct	360	79	0	Chhattisgarh
2020-05-27	ct	364	83	0	Chhattisgarh
2020-05-28	ct	398	83	0	Chhattisgarh
2020-05-29	ct	415	100	1	Chhattisgarh
2020-05-30	ct	447	102	1	Chhattisgarh
2020-05-31	ct	498	114	1	Chhattisgarh
2020-06-01	ct	547	121	1	Chhattisgarh
2020-06-02	ct	562	130	2	Chhattisgarh
2020-06-03	ct	626	170	2	Chhattisgarh
2020-06-04	ct	773	206	2	Chhattisgarh
2020-06-05	ct	863	231	2	Chhattisgarh
2020-06-06	ct	923	259	4	Chhattisgarh
2020-06-07	ct	1073	266	4	Chhattisgarh
2020-06-08	ct	1197	335	4	Chhattisgarh
2020-06-09	ct	1211	347	5	Chhattisgarh
2020-06-10	ct	1262	351	6	Chhattisgarh
2020-06-11	ct	1398	421	6	Chhattisgarh
2020-06-12	ct	1445	544	6	Chhattisgarh
2020-06-13	ct	1550	631	6	Chhattisgarh
2020-06-14	ct	1671	719	9	Chhattisgarh
2020-06-15	ct	1715	843	9	Chhattisgarh
2020-06-16	ct	1784	934	9	Chhattisgarh
2020-06-17	ct	1864	1099	9	Chhattisgarh
2020-06-18	ct	1946	1202	9	Chhattisgarh
2020-06-19	ct	2018	1305	10	Chhattisgarh
2020-06-20	ct	2134	1368	11	Chhattisgarh
2020-06-21	ct	2255	1421	11	Chhattisgarh
2020-06-22	ct	2302	1487	12	Chhattisgarh
2020-06-23	ct	2385	1527	12	Chhattisgarh
2020-06-24	ct	2419	1601	12	Chhattisgarh
2020-06-25	ct	2456	1729	12	Chhattisgarh
2020-06-26	ct	2545	1885	13	Chhattisgarh
2020-06-27	ct	2610	1937	13	Chhattisgarh
2020-06-28	ct	2694	2062	13	Chhattisgarh
2020-06-29	ct	2795	2150	13	Chhattisgarh
2020-06-30	ct	2858	2250	13	Chhattisgarh
2020-07-01	ct	2940	2303	14	Chhattisgarh
2020-07-02	ct	3013	2362	14	Chhattisgarh
2020-07-03	ct	3065	2414	14	Chhattisgarh
2020-07-04	ct	3161	2526	14	Chhattisgarh
2020-07-05	ct	3207	2578	14	Chhattisgarh
2020-07-06	ct	3305	2644	14	Chhattisgarh
2020-07-07	ct	3415	2728	14	Chhattisgarh
2020-07-08	ct	3526	2835	14	Chhattisgarh
2020-07-09	ct	3666	2903	15	Chhattisgarh
2020-07-10	ct	3832	3028	17	Chhattisgarh
2020-07-11	ct	3897	3070	17	Chhattisgarh
2020-07-12	ct	4081	3153	19	Chhattisgarh
2020-07-13	ct	4265	3202	19	Chhattisgarh
2020-07-14	ct	4379	3275	20	Chhattisgarh
2020-07-15	ct	4556	3324	20	Chhattisgarh
2020-07-16	ct	4754	3451	21	Chhattisgarh
2020-07-17	ct	5003	3512	24	Chhattisgarh
2020-07-18	ct	5246	3658	24	Chhattisgarh
2020-07-19	ct	5407	3775	24	Chhattisgarh
2020-07-20	ct	5598	3944	28	Chhattisgarh
2020-07-21	ct	5731	4114	29	Chhattisgarh
2020-07-22	ct	5999	4230	29	Chhattisgarh
2020-07-23	ct	6370	4387	34	Chhattisgarh
2020-07-24	ct	6819	4567	36	Chhattisgarh
2020-07-25	ct	7182	4683	39	Chhattisgarh
2020-07-26	ct	7613	4944	43	Chhattisgarh
2020-07-27	ct	7980	5172	45	Chhattisgarh
2020-07-28	ct	8286	5439	46	Chhattisgarh
2020-07-29	ct	8600	5636	50	Chhattisgarh
2020-07-30	ct	8856	5921	51	Chhattisgarh
2020-07-31	ct	9192	6230	54	Chhattisgarh
2020-08-01	ct	9427	6610	55	Chhattisgarh
2020-08-02	ct	9608	6991	58	Chhattisgarh
2020-08-03	ct	9820	7256	61	Chhattisgarh
2020-08-04	ct	10202	7613	69	Chhattisgarh
2020-08-05	ct	10497	7871	71	Chhattisgarh
2020-08-06	ct	11020	8088	77	Chhattisgarh
2020-08-07	ct	11408	8319	87	Chhattisgarh
2020-08-08	ct	11855	8582	90	Chhattisgarh
2020-08-09	ct	12148	8809	96	Chhattisgarh
2020-08-10	ct	12625	9017	99	Chhattisgarh
2020-08-11	ct	12985	9239	104	Chhattisgarh
2020-08-12	ct	13552	9508	109	Chhattisgarh
2020-08-13	ct	14030	9658	117	Chhattisgarh
2020-08-14	ct	14559	9857	130	Chhattisgarh
2020-08-15	ct	15045	10046	134	Chhattisgarh
2020-08-16	ct	15621	10235	142	Chhattisgarh
2020-08-17	ct	16025	10598	150	Chhattisgarh
2020-08-18	ct	16833	10847	158	Chhattisgarh
2020-08-19	ct	17585	11185	164	Chhattisgarh
2020-08-20	ct	18637	11739	172	Chhattisgarh
2020-08-21	ct	19510	12022	180	Chhattisgarh
2020-08-22	ct	20214	12394	190	Chhattisgarh
2020-08-23	ct	20918	12931	197	Chhattisgarh
2020-08-24	ct	22054	13424	206	Chhattisgarh
2020-08-25	ct	23341	13732	221	Chhattisgarh
2020-08-26	ct	24550	14145	231	Chhattisgarh
2020-08-27	ct	25988	14607	245	Chhattisgarh
2020-08-28	ct	27233	15109	251	Chhattisgarh
2020-08-29	ct	28746	15818	262	Chhattisgarh
2020-08-30	ct	30092	16303	269	Chhattisgarh
2020-08-31	ct	31503	16989	277	Chhattisgarh
2020-09-01	ct	33387	17567	287	Chhattisgarh
2020-09-02	ct	35683	18220	299	Chhattisgarh
2020-09-03	ct	37967	18950	315	Chhattisgarh
2020-09-04	ct	40634	19608	337	Chhattisgarh
2020-09-05	ct	43163	20487	356	Chhattisgarh
2020-09-06	ct	45263	21198	380	Chhattisgarh
2020-09-07	ct	47280	22177	395	Chhattisgarh
2020-09-08	ct	50114	22792	407	Chhattisgarh
2020-09-09	ct	52932	23938	477	Chhattisgarh
2020-09-10	ct	55680	25855	493	Chhattisgarh
2020-09-11	ct	58643	27123	518	Chhattisgarh
2020-09-12	ct	61763	27978	539	Chhattisgarh
2020-09-13	ct	63991	31931	555	Chhattisgarh
2020-09-14	ct	67327	33109	573	Chhattisgarh
2020-09-15	ct	70777	34238	588	Chhattisgarh
2020-09-16	ct	73966	35885	611	Chhattisgarh
2020-09-17	ct	77775	41111	628	Chhattisgarh
2020-09-18	ct	81617	44392	645	Chhattisgarh
2020-09-19	ct	84234	46081	664	Chhattisgarh
2020-09-20	ct	86183	47653	677	Chhattisgarh
2020-09-21	ct	88181	49564	690	Chhattisgarh
2020-09-22	ct	90917	52001	718	Chhattisgarh
2020-09-23	ct	93351	56773	728	Chhattisgarh
2020-09-24	ct	95623	58833	752	Chhattisgarh
2020-09-25	ct	98565	66860	777	Chhattisgarh
2020-09-26	ct	102461	70955	817	Chhattisgarh
2020-09-27	ct	104733	72224	848	Chhattisgarh
2020-09-28	ct	108458	74537	877	Chhattisgarh
2020-09-29	ct	110655	78514	916	Chhattisgarh
2020-09-30	ct	113602	81718	957	Chhattisgarh
2020-10-01	ct	116153	84699	986	Chhattisgarh
2020-10-02	ct	118790	88095	1002	Chhattisgarh
2020-10-03	ct	121400	91077	1031	Chhattisgarh
2020-10-04	ct	123324	93731	1045	Chhattisgarh
2020-10-05	ct	126005	97067	1081	Chhattisgarh
2020-10-06	ct	128893	100551	1104	Chhattisgarh
2020-10-07	ct	131739	103828	1134	Chhattisgarh
2020-10-08	ct	134612	106027	1158	Chhattisgarh
2020-10-09	ct	137570	108935	1196	Chhattisgarh
2020-10-10	ct	140258	111654	1235	Chhattisgarh
2020-10-11	ct	142372	113771	1253	Chhattisgarh
2020-10-12	ct	145247	116540	1286	Chhattisgarh
2020-10-13	ct	147866	119350	1306	Chhattisgarh
2020-10-14	ct	150696	121548	1339	Chhattisgarh
2020-10-15	ct	153515	123943	1385	Chhattisgarh
2020-10-16	ct	155987	126869	1425	Chhattisgarh
2020-10-17	ct	158502	129883	1439	Chhattisgarh
2020-10-18	ct	160396	132168	1478	Chhattisgarh
2020-10-19	ct	162772	135259	1534	Chhattisgarh
2020-10-20	ct	165279	137986	1584	Chhattisgarh
2020-10-21	ct	167639	140216	1628	Chhattisgarh
2020-10-22	ct	170130	143212	1680	Chhattisgarh
2020-10-23	ct	172580	146222	1738	Chhattisgarh
2020-10-24	ct	174591	148899	1793	Chhattisgarh
2020-10-25	ct	175959	150398	1818	Chhattisgarh
2020-10-26	ct	177608	153654	1861	Chhattisgarh
2020-10-27	ct	179654	156080	1881	Chhattisgarh
2020-10-28	ct	181583	157480	1936	Chhattisgarh
2020-10-29	ct	183588	159268	1989	Chhattisgarh
2020-10-30	ct	185306	160918	2038	Chhattisgarh
2020-10-31	ct	187270	163079	2101	Chhattisgarh
2020-11-01	ct	188813	164537	2150	Chhattisgarh
2020-11-02	ct	190513	166391	2208	Chhattisgarh
2020-11-03	ct	192237	168201	2266	Chhattisgarh
2020-11-04	ct	194499	169410	2316	Chhattisgarh
2020-11-05	ct	196233	170760	2360	Chhattisgarh
2020-11-06	ct	197991	172513	2412	Chhattisgarh
2020-11-07	ct	199562	173872	2434	Chhattisgarh
2020-11-08	ct	200937	176129	2447	Chhattisgarh
2020-11-09	ct	202523	178838	2464	Chhattisgarh
2020-11-10	ct	204202	180995	2482	Chhattisgarh
2020-11-11	ct	205923	183190	2507	Chhattisgarh
2020-11-12	ct	207740	185152	2527	Chhattisgarh
2020-11-13	ct	209288	187522	2545	Chhattisgarh
2020-11-14	ct	210004	188167	2562	Chhattisgarh
2020-11-15	ct	210534	188869	2578	Chhattisgarh
2020-11-16	ct	211644	190463	2604	Chhattisgarh
2020-11-17	ct	213365	192181	2623	Chhattisgarh
2020-11-18	ct	215413	193997	2646	Chhattisgarh
2020-11-19	ct	217562	195469	2672	Chhattisgarh
2020-11-20	ct	219404	196896	2691	Chhattisgarh
2020-11-21	ct	221688	198316	2713	Chhattisgarh
2020-11-22	ct	223436	199311	2732	Chhattisgarh
2020-11-23	ct	225497	200825	2746	Chhattisgarh
2020-11-24	ct	227326	201744	2767	Chhattisgarh
2020-11-25	ct	229203	201744	2783	Chhattisgarh
2020-11-26	ct	230956	204198	2801	Chhattisgarh
2020-11-27	ct	232835	208183	2813	Chhattisgarh
2020-11-28	ct	234725	210917	2830	Chhattisgarh
2020-11-29	ct	235998	212517	2840	Chhattisgarh
2020-11-30	ct	237322	214826	2861	Chhattisgarh
2020-12-01	ct	239215	216990	2892	Chhattisgarh
2020-12-02	ct	240863	218195	2919	Chhattisgarh
2020-12-03	ct	242418	220177	2941	Chhattisgarh
2020-12-04	ct	243997	221690	2956	Chhattisgarh
2020-12-05	ct	245580	223070	2977	Chhattisgarh
2020-12-06	ct	246809	223772	2989	Chhattisgarh
2020-12-07	ct	248232	225633	3010	Chhattisgarh
2020-12-08	ct	249699	227158	3025	Chhattisgarh
2020-12-09	ct	251120	228304	3038	Chhattisgarh
2020-12-10	ct	252638	230238	3054	Chhattisgarh
2020-12-11	ct	254129	232715	3068	Chhattisgarh
2020-12-12	ct	255761	234037	3084	Chhattisgarh
2020-12-13	ct	257020	234853	3097	Chhattisgarh
2020-12-14	ct	258635	236588	3116	Chhattisgarh
2020-12-15	ct	260240	239468	3135	Chhattisgarh
2020-12-16	ct	261901	241288	3145	Chhattisgarh
2020-12-17	ct	263485	242922	3156	Chhattisgarh
2020-12-18	ct	264898	244247	3163	Chhattisgarh
2020-12-19	ct	266266	246054	3172	Chhattisgarh
2020-12-20	ct	267219	247480	3181	Chhattisgarh
2020-12-21	ct	268477	249218	3199	Chhattisgarh
2020-12-22	ct	269857	250766	3212	Chhattisgarh
2020-12-23	ct	271194	252332	3227	Chhattisgarh
2020-12-24	ct	272426	254024	3249	Chhattisgarh
2020-12-25	ct	273279	255257	3263	Chhattisgarh
2020-12-26	ct	274324	257021	3275	Chhattisgarh
2020-12-27	ct	275149	258155	3293	Chhattisgarh
2020-12-28	ct	276337	260056	3319	Chhattisgarh
2020-12-29	ct	277471	261663	3336	Chhattisgarh
2020-12-30	ct	278540	263251	3350	Chhattisgarh
2020-12-31	ct	279575	264769	3371	Chhattisgarh
2021-01-01	ct	280507	265788	3375	Chhattisgarh
2021-01-02	ct	281654	267751	3386	Chhattisgarh
2021-01-03	ct	282368	268988	3400	Chhattisgarh
2021-01-04	ct	283515	270337	3412	Chhattisgarh
2021-01-05	ct	284536	271988	3437	Chhattisgarh
2021-01-06	ct	285586	273030	3447	Chhattisgarh
2021-01-07	ct	286596	274283	3454	Chhattisgarh
2021-01-08	ct	287556	275042	3469	Chhattisgarh
2021-01-09	ct	288570	275812	3484	Chhattisgarh
2021-01-10	ct	289231	276774	3490	Chhattisgarh
2021-01-11	ct	290084	278029	3505	Chhattisgarh
2021-01-12	ct	290813	279236	3517	Chhattisgarh
2021-01-13	ct	291484	280166	3527	Chhattisgarh
2021-01-14	ct	292091	281136	3537	Chhattisgarh
2021-01-15	ct	292612	282145	3544	Chhattisgarh
2021-01-16	ct	293178	282760	3551	Chhattisgarh
2021-01-17	ct	293501	283111	3558	Chhattisgarh
2021-01-18	ct	293972	284412	3565	Chhattisgarh
2021-01-19	ct	294355	284848	3575	Chhattisgarh
2021-01-20	ct	294949	285566	3585	Chhattisgarh
2021-01-21	ct	295509	286277	3593	Chhattisgarh
2021-01-22	ct	295949	287040	3601	Chhattisgarh
2021-01-23	ct	296326	287677	3609	Chhattisgarh
2021-01-24	ct	296624	288043	3617	Chhattisgarh
2021-01-25	ct	297108	288582	3630	Chhattisgarh
2021-01-26	ct	297429	288764	3644	Chhattisgarh
2021-01-27	ct	297868	289708	3647	Chhattisgarh
2021-01-28	ct	304319	296187	3682	Chhattisgarh
2021-01-29	ct	304689	296642	3689	Chhattisgarh
2021-01-30	ct	305102	297144	3698	Chhattisgarh
2021-01-31	ct	305367	297339	3701	Chhattisgarh
2021-02-01	ct	305689	297859	3706	Chhattisgarh
2021-02-02	ct	306019	298135	3711	Chhattisgarh
2021-02-03	ct	306370	298337	3718	Chhattisgarh
2021-02-04	ct	306743	298724	3724	Chhattisgarh
2021-02-05	ct	307079	298987	3732	Chhattisgarh
2021-02-06	ct	307339	299284	3735	Chhattisgarh
2021-02-07	ct	307525	299494	3741	Chhattisgarh
2021-02-08	ct	307790	299856	3744	Chhattisgarh
2021-02-09	ct	307996	300078	3746	Chhattisgarh
2021-02-10	ct	308218	300390	3755	Chhattisgarh
2021-02-11	ct	308472	301238	3759	Chhattisgarh
2021-02-12	ct	308701	301648	3766	Chhattisgarh
2021-02-13	ct	308930	301904	3771	Chhattisgarh
2021-02-14	ct	309099	302069	3772	Chhattisgarh
2021-02-15	ct	309373	302557	3777	Chhattisgarh
2021-02-16	ct	309623	302935	3783	Chhattisgarh
2021-02-17	ct	309934	303137	3788	Chhattisgarh
2021-02-18	ct	310210	303415	3790	Chhattisgarh
2021-02-19	ct	310469	303637	3793	Chhattisgarh
2021-02-20	ct	310732	303835	3795	Chhattisgarh
2021-02-21	ct	310885	303973	3800	Chhattisgarh
2021-02-22	ct	311159	304355	3806	Chhattisgarh
2021-02-23	ct	311433	304647	3809	Chhattisgarh
2021-02-24	ct	311680	304956	3813	Chhattisgarh
2021-02-25	ct	311900	305214	3821	Chhattisgarh
2021-02-26	ct	312179	305524	3828	Chhattisgarh
2021-02-27	ct	312419	305819	3832	Chhattisgarh
2021-02-28	ct	312560	305951	3835	Chhattisgarh
2021-03-01	ct	312816	306094	3842	Chhattisgarh
2021-03-02	ct	313032	306352	3844	Chhattisgarh
2021-03-03	ct	313299	306490	3848	Chhattisgarh
2021-03-04	ct	313534	306693	3851	Chhattisgarh
2021-03-05	ct	313808	307138	3854	Chhattisgarh
2021-03-06	ct	314098	307522	3855	Chhattisgarh
2021-03-07	ct	314320	307642	3858	Chhattisgarh
2021-03-08	ct	314640	307862	3859	Chhattisgarh
2021-03-09	ct	315030	308143	3864	Chhattisgarh
2021-03-10	ct	315486	308269	3872	Chhattisgarh
2021-03-11	ct	315864	308452	3875	Chhattisgarh
2021-03-12	ct	316311	308854	3880	Chhattisgarh
2021-03-13	ct	316854	309198	3886	Chhattisgarh
2021-03-14	ct	317329	309433	3890	Chhattisgarh
2021-03-15	ct	317974	309979	3897	Chhattisgarh
2021-03-16	ct	318830	310260	3909	Chhattisgarh
2021-03-17	ct	319717	310503	3915	Chhattisgarh
2021-03-18	ct	320783	310838	3920	Chhattisgarh
2021-03-19	ct	321880	311198	3929	Chhattisgarh
2021-03-20	ct	323153	311520	3940	Chhattisgarh
2021-03-21	ct	324153	311761	3950	Chhattisgarh
2021-03-22	ct	325678	312511	3962	Chhattisgarh
2021-03-23	ct	327588	313115	3982	Chhattisgarh
2021-03-24	ct	329694	313749	4011	Chhattisgarh
2021-03-25	ct	332113	314769	4026	Chhattisgarh
2021-03-26	ct	334778	315423	4048	Chhattisgarh
2021-03-27	ct	337940	316043	4061	Chhattisgarh
2021-03-28	ct	340093	316778	4076	Chhattisgarh
2021-03-29	ct	341516	317239	4096	Chhattisgarh
