Country,Date,Incident_Cases,Cases_fmt,text,loess_cases,Day
Belgium,2020-09-06,542,542,Belgium<br>2020-09-06: 542 incident cases<br>,531.705180378749,185
Brazil,2020-09-06,14672,"14,672","Brazil<br>2020-09-06: 14,672 incident cases<br>",30833.8490748666,178
Canada,2020-09-06,431,431,Canada<br>2020-09-06: 431 incident cases<br>,650.282263244219,183
China,2020-09-06,49,49,China<br>2020-09-06: 49 incident cases<br>,36.8316652935821,229
France,2020-09-06,7016,"7,016","France<br>2020-09-06: 7,016 incident cases<br>",7334.69067213572,191
Germany,2020-09-06,988,988,Germany<br>2020-09-06: 988 incident cases<br>,1234.6737480353,190
Iran,2020-09-06,1992,"1,992","Iran<br>2020-09-06: 1,992 incident cases<br>",2011.22719093185,194
Italy,2020-09-06,1296,"1,296","Italy<br>2020-09-06: 1,296 incident cases<br>",1437.14340976718,197
Netherlands,2020-09-06,822,822,Netherlands<br>2020-09-06: 822 incident cases<br>,943.402312251133,186
Pakistan,2020-09-06,878,878,Pakistan<br>2020-09-06: 878 incident cases<br>,449.342419182966,176
Russia,2020-09-06,5097,"5,097","Russia<br>2020-09-06: 5,097 incident cases<br>",5081.75520803621,174
South Korea,2020-09-06,119,119,South Korea<br>2020-09-06: 119 incident cases<br>,157.079260255112,200
Switzerland,2020-09-06,444,444,Switzerland<br>2020-09-06: 444 incident cases<br>,361.048537478972,186
Turkey,2020-09-06,1578,"1,578","Turkey<br>2020-09-06: 1,578 incident cases<br>",1646.37801041456,172
US,2020-09-06,29068,"29,068","US<br>2020-09-06: 29,068 incident cases<br>",36477.5301169666,187
United Kingdom,2020-09-06,2992,"2,992","United Kingdom<br>2020-09-06: 2,992 incident cases<br>",2397.644235204,189
Bangladesh,2020-09-07,2202,"2,202","Bangladesh<br>2020-09-07: 2,202 incident cases<br>",1896.0010457091,155
Belgium,2020-09-07,402,402,Belgium<br>2020-09-07: 402 incident cases<br>,564.987267796398,186
Brazil,2020-09-07,9516,"9,516","Brazil<br>2020-09-07: 9,516 incident cases<br>",29731.5975551715,179
Canada,2020-09-07,417,417,Canada<br>2020-09-07: 417 incident cases<br>,675.640089153655,184
China,2020-09-07,36,36,China<br>2020-09-07: 36 incident cases<br>,37.4626742583938,230
France,2020-09-07,4266,"4,266","France<br>2020-09-07: 4,266 incident cases<br>",7656.60103575444,192
Germany,2020-09-07,814,814,Germany<br>2020-09-07: 814 incident cases<br>,1251.99221501367,191
Iran,2020-09-07,2152,"2,152","Iran<br>2020-09-07: 2,152 incident cases<br>",2055.3199871642,195
Italy,2020-09-07,1150,"1,150","Italy<br>2020-09-07: 1,150 incident cases<br>",1454.35539113782,198
Netherlands,2020-09-07,1012,"1,012","Netherlands<br>2020-09-07: 1,012 incident cases<br>",1001.39336954941,187
Pakistan,2020-09-07,330,330,Pakistan<br>2020-09-07: 330 incident cases<br>,446.297420374038,177
Russia,2020-09-07,5106,"5,106","Russia<br>2020-09-07: 5,106 incident cases<br>",5125.04201537204,175
South Korea,2020-09-07,136,136,South Korea<br>2020-09-07: 136 incident cases<br>,150.302043598116,201
Switzerland,2020-09-07,191,191,Switzerland<br>2020-09-07: 191 incident cases<br>,378.05905742907,187
Turkey,2020-09-07,1703,"1,703","Turkey<br>2020-09-07: 1,703 incident cases<br>",1641.9575500975,173
US,2020-09-07,24702,"24,702","US<br>2020-09-07: 24,702 incident cases<br>",36261.8851481498,188
United Kingdom,2020-09-07,2951,"2,951","United Kingdom<br>2020-09-07: 2,951 incident cases<br>",2548.05163737122,190
Bangladesh,2020-09-08,1892,"1,892","Bangladesh<br>2020-09-08: 1,892 incident cases<br>",1851.61259509964,156
Belgium,2020-09-08,372,372,Belgium<br>2020-09-08: 372 incident cases<br>,603.96116131699,187
Brazil,2020-09-08,18786,"18,786","Brazil<br>2020-09-08: 18,786 incident cases<br>",28957.4615484992,180
Canada,2020-09-08,1478,"1,478","Canada<br>2020-09-08: 1,478 incident cases<br>",707.433710642765,185
China,2020-09-08,20,20,China<br>2020-09-08: 20 incident cases<br>,38.1728646356403,231
France,2020-09-08,6738,"6,738","France<br>2020-09-08: 6,738 incident cases<br>",7915.90998541241,193
Germany,2020-09-08,1499,"1,499","Germany<br>2020-09-08: 1,499 incident cases<br>",1272.73705706469,192
Iran,2020-09-08,2302,"2,302","Iran<br>2020-09-08: 2,302 incident cases<br>",2105.79609369444,196
Italy,2020-09-08,1369,"1,369","Italy<br>2020-09-08: 1,369 incident cases<br>",1450.28396619818,199
Netherlands,2020-09-08,1266,"1,266","Netherlands<br>2020-09-08: 1,266 incident cases<br>",1064.99949262733,188
Pakistan,2020-09-08,426,426,Pakistan<br>2020-09-08: 426 incident cases<br>,443.906626393471,178
Russia,2020-09-08,5020,"5,020","Russia<br>2020-09-08: 5,020 incident cases<br>",5165.7565883964,176
South Korea,2020-09-08,156,156,South Korea<br>2020-09-08: 156 incident cases<br>,143.708202350384,202
Switzerland,2020-09-08,245,245,Switzerland<br>2020-09-08: 245 incident cases<br>,390.506200356276,188
Turkey,2020-09-08,1761,"1,761","Turkey<br>2020-09-08: 1,761 incident cases<br>",1636.64801473477,174
US,2020-09-08,27095,"27,095","US<br>2020-09-08: 27,095 incident cases<br>",36179.9397064589,189
United Kingdom,2020-09-08,2482,"2,482","United Kingdom<br>2020-09-08: 2,482 incident cases<br>",2701.28307114517,191
Bangladesh,2020-09-09,1827,"1,827","Bangladesh<br>2020-09-09: 1,827 incident cases<br>",1807.34489955974,157
Belgium,2020-09-09,550,550,Belgium<br>2020-09-09: 550 incident cases<br>,651.109301309863,188
Brazil,2020-09-09,37087,"37,087","Brazil<br>2020-09-09: 37,087 incident cases<br>",28371.1588649777,181
Canada,2020-09-09,506,506,Canada<br>2020-09-09: 506 incident cases<br>,745.653895605076,186
China,2020-09-09,20,20,China<br>2020-09-09: 20 incident cases<br>,38.8333713583683,232
France,2020-09-09,8599,"8,599","France<br>2020-09-09: 8,599 incident cases<br>",8079.00701673416,194
Germany,2020-09-09,1176,"1,176","Germany<br>2020-09-09: 1,176 incident cases<br>",1299.32324697178,193
Iran,2020-09-09,2313,"2,313","Iran<br>2020-09-09: 2,313 incident cases<br>",2162.18563969754,197
Italy,2020-09-09,1430,"1,430","Italy<br>2020-09-09: 1,430 incident cases<br>",1430.93033068777,200
Netherlands,2020-09-09,976,976,Netherlands<br>2020-09-09: 976 incident cases<br>,1133.29752403439,189
Pakistan,2020-09-09,371,371,Pakistan<br>2020-09-09: 371 incident cases<br>,448.148931501363,179
Russia,2020-09-09,5172,"5,172","Russia<br>2020-09-09: 5,172 incident cases<br>",5204.03282002217,177
South Korea,2020-09-09,155,155,South Korea<br>2020-09-09: 155 incident cases<br>,138.971667267861,203
Switzerland,2020-09-09,469,469,Switzerland<br>2020-09-09: 469 incident cases<br>,398.330041294821,189
Turkey,2020-09-09,1673,"1,673","Turkey<br>2020-09-09: 1,673 incident cases<br>",1635.94188819475,175
US,2020-09-09,33834,"33,834","US<br>2020-09-09: 33,834 incident cases<br>",36327.3181310617,190
United Kingdom,2020-09-09,2679,"2,679","United Kingdom<br>2020-09-09: 2,679 incident cases<br>",2850.21476052889,192
Bangladesh,2020-09-10,1892,"1,892","Bangladesh<br>2020-09-10: 1,892 incident cases<br>",1760.24649536031,158
Belgium,2020-09-10,877,877,Belgium<br>2020-09-10: 877 incident cases<br>,711.33908656037,189
Brazil,2020-09-10,40761,"40,761","Brazil<br>2020-09-10: 40,761 incident cases<br>",28012.7891037304,182
Canada,2020-09-10,982,982,Canada<br>2020-09-10: 982 incident cases<br>,786.708513629066,187
China,2020-09-10,42,42,China<br>2020-09-10: 42 incident cases<br>,39.9841816558567,233
France,2020-09-10,9762,"9,762","France<br>2020-09-10: 9,762 incident cases<br>",8192.67482610005,195
Germany,2020-09-10,1892,"1,892","Germany<br>2020-09-10: 1,892 incident cases<br>",1339.64034102734,194
Iran,2020-09-10,2063,"2,063","Iran<br>2020-09-10: 2,063 incident cases<br>",2220.18649204029,198
Italy,2020-09-10,1597,"1,597","Italy<br>2020-09-10: 1,597 incident cases<br>",1410.753430919,201
Netherlands,2020-09-10,1378,"1,378","Netherlands<br>2020-09-10: 1,378 incident cases<br>",1205.16180173246,190
Pakistan,2020-09-10,341,341,Pakistan<br>2020-09-10: 341 incident cases<br>,462.283057023981,180
Russia,2020-09-10,5310,"5,310","Russia<br>2020-09-10: 5,310 incident cases<br>",5244.94663680888,178
South Korea,2020-09-10,176,176,South Korea<br>2020-09-10: 176 incident cases<br>,137.169916982662,204
Switzerland,2020-09-10,405,405,Switzerland<br>2020-09-10: 405 incident cases<br>,404.4198619727,190
Turkey,2020-09-10,1512,"1,512","Turkey<br>2020-09-10: 1,512 incident cases<br>",1638.85545463909,176
US,2020-09-10,39629,"39,629","US<br>2020-09-10: 39,629 incident cases<br>",36722.2987155448,191
United Kingdom,2020-09-10,2934,"2,934","United Kingdom<br>2020-09-10: 2,934 incident cases<br>",2987.72292952544,193
Bangladesh,2020-09-11,1792,"1,792","Bangladesh<br>2020-09-11: 1,792 incident cases<br>",1716.05980780361,159
Belgium,2020-09-11,969,969,Belgium<br>2020-09-11: 969 incident cases<br>,783.436243514839,190
Brazil,2020-09-11,41533,"41,533","Brazil<br>2020-09-11: 41,533 incident cases<br>",27922.4518638805,183
Canada,2020-09-11,815,815,Canada<br>2020-09-11: 815 incident cases<br>,827.005434303213,188
China,2020-09-11,39,39,China<br>2020-09-11: 39 incident cases<br>,41.8035089580753,234
France,2020-09-11,9529,"9,529","France<br>2020-09-11: 9,529 incident cases<br>",8317.20471660151,196
Germany,2020-09-11,1484,"1,484","Germany<br>2020-09-11: 1,484 incident cases<br>",1392.9424117603,195
Iran,2020-09-11,2313,"2,313","Iran<br>2020-09-11: 2,313 incident cases<br>",2279.10975928613,199
Italy,2020-09-11,1616,"1,616","Italy<br>2020-09-11: 1,616 incident cases<br>",1404.21221320429,202
Netherlands,2020-09-11,1315,"1,315","Netherlands<br>2020-09-11: 1,315 incident cases<br>",1282.03835415882,191
Pakistan,2020-09-11,584,584,Pakistan<br>2020-09-11: 584 incident cases<br>,482.728399951228,181
Russia,2020-09-11,5421,"5,421","Russia<br>2020-09-11: 5,421 incident cases<br>",5293.57396531601,179
South Korea,2020-09-11,136,136,South Korea<br>2020-09-11: 136 incident cases<br>,136.006232587309,205
Switzerland,2020-09-11,528,528,Switzerland<br>2020-09-11: 528 incident cases<br>,408.596925929497,191
Turkey,2020-09-11,1671,"1,671","Turkey<br>2020-09-11: 1,671 incident cases<br>",1641.0217036832,177
US,2020-09-11,44820,"44,820","US<br>2020-09-11: 44,820 incident cases<br>",37263.4949992742,192
United Kingdom,2020-09-11,3543,"3,543","United Kingdom<br>2020-09-11: 3,543 incident cases<br>",3086.20229015145,194
Bangladesh,2020-09-12,1282,"1,282","Bangladesh<br>2020-09-12: 1,282 incident cases<br>",1680.52726219189,160
Belgium,2020-09-12,941,941,Belgium<br>2020-09-12: 941 incident cases<br>,860.700704034072,191
Brazil,2020-09-12,30800,"30,800","Brazil<br>2020-09-12: 30,800 incident cases<br>",28844.0525424801,184
Canada,2020-09-12,639,639,Canada<br>2020-09-12: 639 incident cases<br>,863.167906360845,189
China,2020-09-12,30,30,China<br>2020-09-12: 30 incident cases<br>,43.6198274991072,235
France,2020-09-12,11337,"11,337","France<br>2020-09-12: 11,337 incident cases<br>",8512.88799132994,197
Germany,2020-09-12,1630,"1,630","Germany<br>2020-09-12: 1,630 incident cases<br>",1448.69120630893,196
Iran,2020-09-12,2139,"2,139","Iran<br>2020-09-12: 2,139 incident cases<br>",2343.90543315505,200
Italy,2020-09-12,1501,"1,501","Italy<br>2020-09-12: 1,501 incident cases<br>",1413.02451903075,203
Netherlands,2020-09-12,1195,"1,195","Netherlands<br>2020-09-12: 1,195 incident cases<br>",1365.37320975075,192
Pakistan,2020-09-12,526,526,Pakistan<br>2020-09-12: 526 incident cases<br>,505.204868038659,182
Russia,2020-09-12,5406,"5,406","Russia<br>2020-09-12: 5,406 incident cases<br>",5346.74579265799,180
South Korea,2020-09-12,121,121,South Korea<br>2020-09-12: 121 incident cases<br>,133.183895174323,206
Switzerland,2020-09-12,465,465,Switzerland<br>2020-09-12: 465 incident cases<br>,410.682496704796,192
Turkey,2020-09-12,1509,"1,509","Turkey<br>2020-09-12: 1,509 incident cases<br>",1642.85817737609,178
US,2020-09-12,45579,"45,579","US<br>2020-09-12: 45,579 incident cases<br>",37849.5205216158,193
United Kingdom,2020-09-12,3505,"3,505","United Kingdom<br>2020-09-12: 3,505 incident cases<br>",3148.62004635732,195
Bangladesh,2020-09-13,1476,"1,476","Bangladesh<br>2020-09-13: 1,476 incident cases<br>",1654.75005417828,161
Belgium,2020-09-13,977,977,Belgium<br>2020-09-13: 977 incident cases<br>,936.432399978871,192
Brazil,2020-09-13,14020,"14,020","Brazil<br>2020-09-13: 14,020 incident cases<br>",30527.4300191072,185
Canada,2020-09-13,576,576,Canada<br>2020-09-13: 576 incident cases<br>,896.70205814817,190
China,2020-09-13,99,99,China<br>2020-09-13: 99 incident cases<br>,44.7616115130355,236
France,2020-09-13,6345,"6,345","France<br>2020-09-13: 6,345 incident cases<br>",8759.01917344631,198
Germany,2020-09-13,948,948,Germany<br>2020-09-13: 948 incident cases<br>,1496.34847181149,197
Iran,2020-09-13,2089,"2,089","Iran<br>2020-09-13: 2,089 incident cases<br>",2419.52350536706,201
Italy,2020-09-13,1456,"1,456","Italy<br>2020-09-13: 1,456 incident cases<br>",1427.19173531345,204
Netherlands,2020-09-13,1380,"1,380","Netherlands<br>2020-09-13: 1,380 incident cases<br>",1455.42139164715,193
Pakistan,2020-09-13,539,539,Pakistan<br>2020-09-13: 539 incident cases<br>,525.43236904183,183
Russia,2020-09-13,5361,"5,361","Russia<br>2020-09-13: 5,361 incident cases<br>",5400.94056824351,181
South Korea,2020-09-13,109,109,South Korea<br>2020-09-13: 109 incident cases<br>,128.152592925564,207
Switzerland,2020-09-13,475,475,Switzerland<br>2020-09-13: 475 incident cases<br>,410.636065234493,193
Turkey,2020-09-13,1527,"1,527","Turkey<br>2020-09-13: 1,527 incident cases<br>",1644.78241776679,179
US,2020-09-13,40297,"40,297","US<br>2020-09-13: 40,297 incident cases<br>",38718.9442198763,194
United Kingdom,2020-09-13,3339,"3,339","United Kingdom<br>2020-09-13: 3,339 incident cases<br>",3213.71116004672,196
Bangladesh,2020-09-14,1812,"1,812","Bangladesh<br>2020-09-14: 1,812 incident cases<br>",1634.52086088505,162
Belgium,2020-09-14,851,851,Belgium<br>2020-09-14: 851 incident cases<br>,1015.02239488818,193
Brazil,2020-09-14,20611,"20,611","Brazil<br>2020-09-14: 20,611 incident cases<br>",31521.5841166741,186
Canada,2020-09-14,1329,"1,329","Canada<br>2020-09-14: 1,329 incident cases<br>",931.340078672987,191
China,2020-09-14,60,60,China<br>2020-09-14: 60 incident cases<br>,45.3714083428496,237
France,2020-09-14,6320,"6,320","France<br>2020-09-14: 6,320 incident cases<br>",9004.19393672487,199
Germany,2020-09-14,927,927,Germany<br>2020-09-14: 927 incident cases<br>,1532.36129217036,198
Iran,2020-09-14,2619,"2,619","Iran<br>2020-09-14: 2,619 incident cases<br>",2516.90336746803,202
Italy,2020-09-14,1008,"1,008","Italy<br>2020-09-14: 1,008 incident cases<br>",1443.59812650677,205
Netherlands,2020-09-14,1397,"1,397","Netherlands<br>2020-09-14: 1,397 incident cases<br>",1551.0487019989,194
Pakistan,2020-09-14,404,404,Pakistan<br>2020-09-14: 404 incident cases<br>,546.990257945323,184
Russia,2020-09-14,5414,"5,414","Russia<br>2020-09-14: 5,414 incident cases<br>",5460.70541207345,182
South Korea,2020-09-14,106,106,South Korea<br>2020-09-14: 106 incident cases<br>,122.412157671569,208
Switzerland,2020-09-14,257,257,Switzerland<br>2020-09-14: 257 incident cases<br>,409.139030880423,194
Turkey,2020-09-14,1716,"1,716","Turkey<br>2020-09-14: 1,716 incident cases<br>",1649.27142615244,180
US,2020-09-14,32915,"32,915","US<br>2020-09-14: 32,915 incident cases<br>",39927.4978178199,195
United Kingdom,2020-09-14,2627,"2,627","United Kingdom<br>2020-09-14: 2,627 incident cases<br>",3320.21059312329,197
Bangladesh,2020-09-15,1724,"1,724","Bangladesh<br>2020-09-15: 1,724 incident cases<br>",1617.61932981817,163
Belgium,2020-09-15,489,489,Belgium<br>2020-09-15: 489 incident cases<br>,1101.0318317822,194
Brazil,2020-09-15,34552,"34,552","Brazil<br>2020-09-15: 34,552 incident cases<br>",31405.1547429343,187
Canada,2020-09-15,930,930,Canada<br>2020-09-15: 930 incident cases<br>,970.814156943097,192
China,2020-09-15,23,23,China<br>2020-09-15: 23 incident cases<br>,45.9210503565701,238
France,2020-09-15,7826,"7,826","France<br>2020-09-15: 7,826 incident cases<br>",9262.65531017694,200
Germany,2020-09-15,1407,"1,407","Germany<br>2020-09-15: 1,407 incident cases<br>",1563.15362337568,199
Iran,2020-09-15,2705,"2,705","Iran<br>2020-09-15: 2,705 incident cases<br>",2633.74903870631,203
Italy,2020-09-15,1229,"1,229","Italy<br>2020-09-15: 1,229 incident cases<br>",1459.12795706509,206
Netherlands,2020-09-15,1642,"1,642","Netherlands<br>2020-09-15: 1,642 incident cases<br>",1651.61733776123,195
Pakistan,2020-09-15,665,665,Pakistan<br>2020-09-15: 665 incident cases<br>,571.762600504497,185
Russia,2020-09-15,5435,"5,435","Russia<br>2020-09-15: 5,435 incident cases<br>",5530.58744414872,183
South Korea,2020-09-15,113,113,South Korea<br>2020-09-15: 113 incident cases<br>,116.741085977874,209
Switzerland,2020-09-15,315,315,Switzerland<br>2020-09-15: 315 incident cases<br>,407.095519821081,195
Turkey,2020-09-15,1742,"1,742","Turkey<br>2020-09-15: 1,742 incident cases<br>",1656.76165046426,181
US,2020-09-15,37418,"37,418","US<br>2020-09-15: 37,418 incident cases<br>",41099.5390344992,196
United Kingdom,2020-09-15,3110,"3,110","United Kingdom<br>2020-09-15: 3,110 incident cases<br>",3465.13097686983,198
Bangladesh,2020-09-16,1615,"1,615","Bangladesh<br>2020-09-16: 1,615 incident cases<br>",1601.82510848359,164
Belgium,2020-09-16,1153,"1,153","Belgium<br>2020-09-16: 1,153 incident cases<br>",1188.01576174362,195
Brazil,2020-09-16,37297,"37,297","Brazil<br>2020-09-16: 37,297 incident cases<br>",30904.0944085191,188
Canada,2020-09-16,1004,"1,004","Canada<br>2020-09-16: 1,004 incident cases<br>",1015.19054909595,193
China,2020-09-16,32,32,China<br>2020-09-16: 32 incident cases<br>,46.2329393258261,239
France,2020-09-16,10267,"10,267","France<br>2020-09-16: 10,267 incident cases<br>",9548.64632281389,201
Germany,2020-09-16,1901,"1,901","Germany<br>2020-09-16: 1,901 incident cases<br>",1593.15252069727,200
Iran,2020-09-16,2981,"2,981","Iran<br>2020-09-16: 2,981 incident cases<br>",2755.15745235558,204
Italy,2020-09-16,1452,"1,452","Italy<br>2020-09-16: 1,452 incident cases<br>",1473.79817728791,207
Netherlands,2020-09-16,1963,"1,963","Netherlands<br>2020-09-16: 1,963 incident cases<br>",1756.48949588935,196
Pakistan,2020-09-16,545,545,Pakistan<br>2020-09-16: 545 incident cases<br>,592.92637063107,186
Russia,2020-09-16,5612,"5,612","Russia<br>2020-09-16: 5,612 incident cases<br>",5591.47851703287,184
South Korea,2020-09-16,153,153,South Korea<br>2020-09-16: 153 incident cases<br>,111.917874410018,210
Switzerland,2020-09-16,514,514,Switzerland<br>2020-09-16: 514 incident cases<br>,405.409658234961,196
Turkey,2020-09-16,1771,"1,771","Turkey<br>2020-09-16: 1,771 incident cases<br>",1664.6098027024,182
US,2020-09-16,38353,"38,353","US<br>2020-09-16: 38,353 incident cases<br>",41859.4255889668,197
United Kingdom,2020-09-16,4009,"4,009","United Kingdom<br>2020-09-16: 4,009 incident cases<br>",3624.15038561568,199
Bangladesh,2020-09-17,1593,"1,593","Bangladesh<br>2020-09-17: 1,593 incident cases<br>",1594.67303342872,165
Belgium,2020-09-17,2028,"2,028","Belgium<br>2020-09-17: 2,028 incident cases<br>",1269.52923585512,196
Brazil,2020-09-17,36405,"36,405","Brazil<br>2020-09-17: 36,405 incident cases<br>",30288.3718406574,189
Canada,2020-09-17,1115,"1,115","Canada<br>2020-09-17: 1,115 incident cases<br>",1062.66803672876,194
China,2020-09-17,55,55,China<br>2020-09-17: 55 incident cases<br>,46.129477022247,240
France,2020-09-17,10239,"10,239","France<br>2020-09-17: 10,239 incident cases<br>",9969.6954170609,202
Germany,2020-09-17,2194,"2,194","Germany<br>2020-09-17: 2,194 incident cases<br>",1626.78503940496,201
Iran,2020-09-17,2815,"2,815","Iran<br>2020-09-17: 2,815 incident cases<br>",2866.22554168952,205
Italy,2020-09-17,1583,"1,583","Italy<br>2020-09-17: 1,583 incident cases<br>",1490.31897421555,208
Netherlands,2020-09-17,2058,"2,058","Netherlands<br>2020-09-17: 2,058 incident cases<br>",1871.91627326688,197
Pakistan,2020-09-17,752,752,Pakistan<br>2020-09-17: 752 incident cases<br>,610.252836909843,187
Russia,2020-09-17,5667,"5,667","Russia<br>2020-09-17: 5,667 incident cases<br>",5646.19401930735,185
South Korea,2020-09-17,126,126,South Korea<br>2020-09-17: 126 incident cases<br>,108.283034180128,211
Switzerland,2020-09-17,530,530,Switzerland<br>2020-09-17: 530 incident cases<br>,402.963919583925,197
Turkey,2020-09-17,1648,"1,648","Turkey<br>2020-09-17: 1,648 incident cases<br>",1670.172594867,183
US,2020-09-17,45440,"45,440","US<br>2020-09-17: 45,440 incident cases<br>",42134.5022602391,198
United Kingdom,2020-09-17,3408,"3,408","United Kingdom<br>2020-09-17: 3,408 incident cases<br>",3804.00194583433,200
Bangladesh,2020-09-18,1541,"1,541","Bangladesh<br>2020-09-18: 1,541 incident cases<br>",1597.8459698698,166
Belgium,2020-09-18,1673,"1,673","Belgium<br>2020-09-18: 1,673 incident cases<br>",1356.60041911179,197
Brazil,2020-09-18,39731,"39,731","Brazil<br>2020-09-18: 39,731 incident cases<br>",29827.9557665781,190
Canada,2020-09-18,1281,"1,281","Canada<br>2020-09-18: 1,281 incident cases<br>",1114.17759703895,195
China,2020-09-18,35,35,China<br>2020-09-18: 35 incident cases<br>,44.9123149481516,241
France,2020-09-18,13233,"13,233","France<br>2020-09-18: 13,233 incident cases<br>",10526.714842327,203
Germany,2020-09-18,1916,"1,916","Germany<br>2020-09-18: 1,916 incident cases<br>",1673.63212420615,202
Iran,2020-09-18,3049,"3,049","Iran<br>2020-09-18: 3,049 incident cases<br>",2978.39195179806,206
Italy,2020-09-18,1907,"1,907","Italy<br>2020-09-18: 1,907 incident cases<br>",1509.61446741361,209
Netherlands,2020-09-18,1996,"1,996","Netherlands<br>2020-09-18: 1,996 incident cases<br>",1998.68591244022,198
Pakistan,2020-09-18,645,645,Pakistan<br>2020-09-18: 645 incident cases<br>,627.031441437114,188
Russia,2020-09-18,5803,"5,803","Russia<br>2020-09-18: 5,803 incident cases<br>",5732.16637499984,186
South Korea,2020-09-18,110,110,South Korea<br>2020-09-18: 110 incident cases<br>,105.326050190894,212
Switzerland,2020-09-18,488,488,Switzerland<br>2020-09-18: 488 incident cases<br>,398.402065740917,198
Turkey,2020-09-18,1771,"1,771","Turkey<br>2020-09-18: 1,771 incident cases<br>",1680.42783675761,184
US,2020-09-18,50208,"50,208","US<br>2020-09-18: 50,208 incident cases<br>",42189.9682017617,199
United Kingdom,2020-09-18,4331,"4,331","United Kingdom<br>2020-09-18: 4,331 incident cases<br>",4011.4187839993,201
Bangladesh,2020-09-19,1567,"1,567","Bangladesh<br>2020-09-19: 1,567 incident cases<br>",1600.34560831602,167
Belgium,2020-09-19,1099,"1,099","Belgium<br>2020-09-19: 1,099 incident cases<br>",1453.55877631946,198
Brazil,2020-09-19,29558,"29,558","Brazil<br>2020-09-19: 29,558 incident cases<br>",29462.6170268234,191
Canada,2020-09-19,966,966,Canada<br>2020-09-19: 966 incident cases<br>,1170.65020722399,196
China,2020-09-19,47,47,China<br>2020-09-19: 47 incident cases<br>,42.6466275082486,242
France,2020-09-19,13560,"13,560","France<br>2020-09-19: 13,560 incident cases<br>",11074.0233380992,204
Germany,2020-09-19,2297,"2,297","Germany<br>2020-09-19: 2,297 incident cases<br>",1731.35331898754,203
Iran,2020-09-19,2845,"2,845","Iran<br>2020-09-19: 2,845 incident cases<br>",3101.29174807308,207
Italy,2020-09-19,1637,"1,637","Italy<br>2020-09-19: 1,637 incident cases<br>",1532.6087764477,210
Netherlands,2020-09-19,1873,"1,873","Netherlands<br>2020-09-19: 1,873 incident cases<br>",2127.96632885878,199
Pakistan,2020-09-19,640,640,Pakistan<br>2020-09-19: 640 incident cases<br>,641.716418391849,189
Russia,2020-09-19,5960,"5,960","Russia<br>2020-09-19: 5,960 incident cases<br>",5849.78945308079,187
South Korea,2020-09-19,82,82,South Korea<br>2020-09-19: 82 incident cases<br>,102.548879543698,213
Switzerland,2020-09-19,0,0,Switzerland<br>2020-09-19: 0 incident cases<br>,392.270155501055,199
Turkey,2020-09-19,1538,"1,538","Turkey<br>2020-09-19: 1,538 incident cases<br>",1694.47123549847,185
US,2020-09-19,45618,"45,618","US<br>2020-09-19: 45,618 incident cases<br>",42156.9626942313,200
United Kingdom,2020-09-19,4430,"4,430","United Kingdom<br>2020-09-19: 4,430 incident cases<br>",4277.3343376318,202
Bangladesh,2020-09-20,1546,"1,546","Bangladesh<br>2020-09-20: 1,546 incident cases<br>",1591.17363927659,168
Belgium,2020-09-20,1547,"1,547","Belgium<br>2020-09-20: 1,547 incident cases<br>",1543.911308277,199
Brazil,2020-09-20,15442,"15,442","Brazil<br>2020-09-20: 15,442 incident cases<br>",29002.8931769816,192
Canada,2020-09-20,934,934,Canada<br>2020-09-20: 934 incident cases<br>,1232.98522887045,197
China,2020-09-20,56,56,China<br>2020-09-20: 56 incident cases<br>,40.3001008277523,243
France,2020-09-20,10536,"10,536","France<br>2020-09-20: 10,536 incident cases<br>",11465.9396438645,205
Germany,2020-09-20,1345,"1,345","Germany<br>2020-09-20: 1,345 incident cases<br>",1786.49357778791,204
Iran,2020-09-20,3097,"3,097","Iran<br>2020-09-20: 3,097 incident cases<br>",3217.31649424109,208
Italy,2020-09-20,1587,"1,587","Italy<br>2020-09-20: 1,587 incident cases<br>",1555.03739613304,211
Netherlands,2020-09-20,2329,"2,329","Netherlands<br>2020-09-20: 2,329 incident cases<br>",2250.92543797199,200
Pakistan,2020-09-20,633,633,Pakistan<br>2020-09-20: 633 incident cases<br>,652.762001953014,190
Russia,2020-09-20,6043,"6,043","Russia<br>2020-09-20: 6,043 incident cases<br>",5979.61226351814,188
South Korea,2020-09-20,70,70,South Korea<br>2020-09-20: 70 incident cases<br>,99.4534793399193,214
Switzerland,2020-09-20,0,0,Switzerland<br>2020-09-20: 0 incident cases<br>,385.114247659454,200
Turkey,2020-09-20,1519,"1,519","Turkey<br>2020-09-20: 1,519 incident cases<br>",1697.83634907677,186
US,2020-09-20,41583,"41,583","US<br>2020-09-20: 41,583 incident cases<br>",42166.6250183441,201
United Kingdom,2020-09-20,3901,"3,901","United Kingdom<br>2020-09-20: 3,901 incident cases<br>",4595.09926676171,203
Bangladesh,2020-09-21,1703,"1,703","Bangladesh<br>2020-09-21: 1,703 incident cases<br>",1565.63993744321,169
Belgium,2020-09-21,1097,"1,097","Belgium<br>2020-09-21: 1,097 incident cases<br>",1611.16501578326,200
Brazil,2020-09-21,17635,"17,635","Brazil<br>2020-09-21: 17,635 incident cases<br>",28524.9030168509,193
Canada,2020-09-21,1680,"1,680","Canada<br>2020-09-21: 1,680 incident cases<br>",1300.01093925128,198
China,2020-09-21,37,37,China<br>2020-09-21: 37 incident cases<br>,38.8404210318769,244
