Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,j,text
2020-04-15,mod_3,16466,96668,No intervention,solid,Apr 15,"16,466","96,668",FALSE,"Apr 15: 16,466 projected cases<br>Projection upper CI: 96,668 cases<br>"
2020-04-15,mod_4,7086,50381,Lockdown with moderate return,solid,Apr 15,"7,086","50,381",TRUE,"Apr 15: 7,086 projected cases<br>Projection upper CI: 50,381 cases<br>"
2020-04-16,mod_2,13449,84192,Social distancing,solid,Apr 16,"13,449","84,192",FALSE,"Apr 16: 13,449 projected cases<br>Projection upper CI: 84,192 cases<br>"
2020-04-16,mod_3,19679,118428,No intervention,solid,Apr 16,"19,679","118,428",FALSE,"Apr 16: 19,679 projected cases<br>Projection upper CI: 118,428 cases<br>"
2020-04-16,mod_4,7303,52227,Lockdown with moderate return,solid,Apr 16,"7,303","52,227",TRUE,"Apr 16: 7,303 projected cases<br>Projection upper CI: 52,227 cases<br>"
2020-04-17,mod_2,15211,95683,Social distancing,solid,Apr 17,"15,211","95,683",FALSE,"Apr 17: 15,211 projected cases<br>Projection upper CI: 95,683 cases<br>"
2020-04-17,mod_3,23773,143478,No intervention,solid,Apr 17,"23,773","143,478",FALSE,"Apr 17: 23,773 projected cases<br>Projection upper CI: 143,478 cases<br>"
2020-04-17,mod_4,7511,53992,Lockdown with moderate return,solid,Apr 17,"7,511","53,992",TRUE,"Apr 17: 7,511 projected cases<br>Projection upper CI: 53,992 cases<br>"
2020-04-18,mod_2,17312,109752,Social distancing,solid,Apr 18,"17,312","109,752",FALSE,"Apr 18: 17,312 projected cases<br>Projection upper CI: 109,752 cases<br>"
2020-04-18,mod_3,29064,178712,No intervention,solid,Apr 18,"29,064","178,712",FALSE,"Apr 18: 29,064 projected cases<br>Projection upper CI: 178,712 cases<br>"
2020-04-18,mod_4,7717,55648,Lockdown with moderate return,solid,Apr 18,"7,717","55,648",TRUE,"Apr 18: 7,717 projected cases<br>Projection upper CI: 55,648 cases<br>"
2020-04-19,mod_2,19845,125985,Social distancing,solid,Apr 19,"19,845","125,985",FALSE,"Apr 19: 19,845 projected cases<br>Projection upper CI: 125,985 cases<br>"
2020-04-19,mod_3,35995,226188,No intervention,solid,Apr 19,"35,995","226,188",FALSE,"Apr 19: 35,995 projected cases<br>Projection upper CI: 226,188 cases<br>"
2020-04-19,mod_4,7926,57374,Lockdown with moderate return,solid,Apr 19,"7,926","57,374",TRUE,"Apr 19: 7,926 projected cases<br>Projection upper CI: 57,374 cases<br>"
2020-04-20,mod_2,22956,147174,Social distancing,solid,Apr 20,"22,956","147,174",FALSE,"Apr 20: 22,956 projected cases<br>Projection upper CI: 147,174 cases<br>"
2020-04-20,mod_3,45196,288480,No intervention,solid,Apr 20,"45,196","288,480",FALSE,"Apr 20: 45,196 projected cases<br>Projection upper CI: 288,480 cases<br>"
2020-04-20,mod_4,8124,59452,Lockdown with moderate return,solid,Apr 20,"8,124","59,452",TRUE,"Apr 20: 8,124 projected cases<br>Projection upper CI: 59,452 cases<br>"
2020-04-21,mod_2,26837,172451,Social distancing,solid,Apr 21,"26,837","172,451",FALSE,"Apr 21: 26,837 projected cases<br>Projection upper CI: 172,451 cases<br>"
2020-04-21,mod_3,57591,372304,No intervention,solid,Apr 21,"57,591","372,304",FALSE,"Apr 21: 57,591 projected cases<br>Projection upper CI: 372,304 cases<br>"
2020-04-21,mod_4,8324,61252,Lockdown with moderate return,solid,Apr 21,"8,324","61,252",TRUE,"Apr 21: 8,324 projected cases<br>Projection upper CI: 61,252 cases<br>"
2020-04-22,mod_2,31740,204575,Social distancing,solid,Apr 22,"31,740","204,575",FALSE,"Apr 22: 31,740 projected cases<br>Projection upper CI: 204,575 cases<br>"
2020-04-22,mod_3,74445,482752,No intervention,solid,Apr 22,"74,445","482,752",FALSE,"Apr 22: 74,445 projected cases<br>Projection upper CI: 482,752 cases<br>"
2020-04-22,mod_4,8521,62568,Lockdown with moderate return,solid,Apr 22,"8,521","62,568",TRUE,"Apr 22: 8,521 projected cases<br>Projection upper CI: 62,568 cases<br>"
2020-04-23,mod_2,37944,242165,Social distancing,solid,Apr 23,"37,944","242,165",FALSE,"Apr 23: 37,944 projected cases<br>Projection upper CI: 242,165 cases<br>"
2020-04-23,mod_3,97345,637047,No intervention,solid,Apr 23,"97,345","637,047",FALSE,"Apr 23: 97,345 projected cases<br>Projection upper CI: 637,047 cases<br>"
2020-04-23,mod_4,8733,64771,Lockdown with moderate return,solid,Apr 23,"8,733","64,771",TRUE,"Apr 23: 8,733 projected cases<br>Projection upper CI: 64,771 cases<br>"
2020-04-24,mod_2,45843,289973,Social distancing,solid,Apr 24,"45,843","289,973",FALSE,"Apr 24: 45,843 projected cases<br>Projection upper CI: 289,973 cases<br>"
2020-04-24,mod_3,128217,836701,No intervention,solid,Apr 24,"128,217","836,701",FALSE,"Apr 24: 128,217 projected cases<br>Projection upper CI: 836,701 cases<br>"
2020-04-24,mod_4,8956,66838,Lockdown with moderate return,solid,Apr 24,"8,956","66,838",TRUE,"Apr 24: 8,956 projected cases<br>Projection upper CI: 66,838 cases<br>"
2020-04-25,mod_2,55859,348791,Social distancing,solid,Apr 25,"55,859","348,791",FALSE,"Apr 25: 55,859 projected cases<br>Projection upper CI: 348,791 cases<br>"
2020-04-25,mod_3,169431,1103564,No intervention,solid,Apr 25,"169,431","1,103,564",FALSE,"Apr 25: 169,431 projected cases<br>Projection upper CI: 1,103,564 cases<br>"
2020-04-25,mod_4,9189,68792,Lockdown with moderate return,solid,Apr 25,"9,189","68,792",TRUE,"Apr 25: 9,189 projected cases<br>Projection upper CI: 68,792 cases<br>"
2020-04-26,mod_2,68558,423307,Social distancing,solid,Apr 26,"68,558","423,307",FALSE,"Apr 26: 68,558 projected cases<br>Projection upper CI: 423,307 cases<br>"
2020-04-26,mod_3,223507,1469060,No intervention,solid,Apr 26,"223,507","1,469,060",FALSE,"Apr 26: 223,507 projected cases<br>Projection upper CI: 1,469,060 cases<br>"
2020-04-26,mod_4,9429,71463,Lockdown with moderate return,solid,Apr 26,"9,429","71,463",TRUE,"Apr 26: 9,429 projected cases<br>Projection upper CI: 71,463 cases<br>"
2020-04-27,mod_2,84557,515364,Social distancing,solid,Apr 27,"84,557","515,364",FALSE,"Apr 27: 84,557 projected cases<br>Projection upper CI: 515,364 cases<br>"
2020-04-27,mod_3,293151,1946693,No intervention,solid,Apr 27,"293,151","1,946,693",FALSE,"Apr 27: 293,151 projected cases<br>Projection upper CI: 1,946,693 cases<br>"
2020-04-27,mod_4,9699,73707,Lockdown with moderate return,solid,Apr 27,"9,699","73,707",TRUE,"Apr 27: 9,699 projected cases<br>Projection upper CI: 73,707 cases<br>"
2020-04-28,mod_2,104636,630331,Social distancing,solid,Apr 28,"104,636","630,331",FALSE,"Apr 28: 104,636 projected cases<br>Projection upper CI: 630,331 cases<br>"
2020-04-28,mod_3,380893,2591398,No intervention,solid,Apr 28,"380,893","2,591,398",FALSE,"Apr 28: 380,893 projected cases<br>Projection upper CI: 2,591,398 cases<br>"
2020-04-28,mod_4,9976,76755,Lockdown with moderate return,solid,Apr 28,"9,976","76,755",TRUE,"Apr 28: 9,976 projected cases<br>Projection upper CI: 76,755 cases<br>"
2020-04-29,mod_2,129528,771231,Social distancing,solid,Apr 29,"129,528","771,231",FALSE,"Apr 29: 129,528 projected cases<br>Projection upper CI: 771,231 cases<br>"
2020-04-29,mod_3,489288,3431150,No intervention,solid,Apr 29,"489,288","3,431,150",FALSE,"Apr 29: 489,288 projected cases<br>Projection upper CI: 3,431,150 cases<br>"
2020-04-29,mod_4,10277,79542,Lockdown with moderate return,solid,Apr 29,"10,277","79,542",TRUE,"Apr 29: 10,277 projected cases<br>Projection upper CI: 79,542 cases<br>"
2020-04-30,mod_2,160183,947022,Social distancing,solid,Apr 30,"160,183","947,022",FALSE,"Apr 30: 160,183 projected cases<br>Projection upper CI: 947,022 cases<br>"
2020-04-30,mod_3,620654,4548659,No intervention,solid,Apr 30,"620,654","4,548,659",FALSE,"Apr 30: 620,654 projected cases<br>Projection upper CI: 4,548,659 cases<br>"
2020-04-30,mod_4,10601,82966,Lockdown with moderate return,solid,Apr 30,"10,601","82,966",TRUE,"Apr 30: 10,601 projected cases<br>Projection upper CI: 82,966 cases<br>"
