Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,ci.fmt,j,text
2020-04-15,mod_3,15319,91019,No intervention,solid,Apr 15,"15,319","91,019",FALSE,"Apr 15: 15,319 projected cases<br>Projection upper CI: 91,019 cases<br>"
2020-04-15,mod_4,8437,56083,Lockdown with moderate return,solid,Apr 15,"8,437","56,083",TRUE,"Apr 15: 8,437 projected cases<br>Projection upper CI: 56,083 cases<br>"
2020-04-16,mod_2,11978,75709,Social distancing,solid,Apr 16,"11,978","75,709",FALSE,"Apr 16: 11,978 projected cases<br>Projection upper CI: 75,709 cases<br>"
2020-04-16,mod_3,18036,107479,No intervention,solid,Apr 16,"18,036","107,479",FALSE,"Apr 16: 18,036 projected cases<br>Projection upper CI: 107,479 cases<br>"
2020-04-16,mod_4,8724,58133,Lockdown with moderate return,solid,Apr 16,"8,724","58,133",TRUE,"Apr 16: 8,724 projected cases<br>Projection upper CI: 58,133 cases<br>"
2020-04-17,mod_2,13221,84047,Social distancing,solid,Apr 17,"13,221","84,047",FALSE,"Apr 17: 13,221 projected cases<br>Projection upper CI: 84,047 cases<br>"
2020-04-17,mod_3,21426,130436,No intervention,solid,Apr 17,"21,426","130,436",FALSE,"Apr 17: 21,426 projected cases<br>Projection upper CI: 130,436 cases<br>"
2020-04-17,mod_4,9009,60978,Lockdown with moderate return,solid,Apr 17,"9,009","60,978",TRUE,"Apr 17: 9,009 projected cases<br>Projection upper CI: 60,978 cases<br>"
2020-04-18,mod_2,14638,94341,Social distancing,solid,Apr 18,"14,638","94,341",FALSE,"Apr 18: 14,638 projected cases<br>Projection upper CI: 94,341 cases<br>"
2020-04-18,mod_3,25742,156986,No intervention,solid,Apr 18,"25,742","156,986",FALSE,"Apr 18: 25,742 projected cases<br>Projection upper CI: 156,986 cases<br>"
2020-04-18,mod_4,9286,62701,Lockdown with moderate return,solid,Apr 18,"9,286","62,701",TRUE,"Apr 18: 9,286 projected cases<br>Projection upper CI: 62,701 cases<br>"
2020-04-19,mod_2,16281,104328,Social distancing,solid,Apr 19,"16,281","104,328",FALSE,"Apr 19: 16,281 projected cases<br>Projection upper CI: 104,328 cases<br>"
2020-04-19,mod_3,31256,193794,No intervention,solid,Apr 19,"31,256","193,794",FALSE,"Apr 19: 31,256 projected cases<br>Projection upper CI: 193,794 cases<br>"
2020-04-19,mod_4,9555,65066,Lockdown with moderate return,solid,Apr 19,"9,555","65,066",TRUE,"Apr 19: 9,555 projected cases<br>Projection upper CI: 65,066 cases<br>"
2020-04-20,mod_2,18176,117921,Social distancing,solid,Apr 20,"18,176","117,921",FALSE,"Apr 20: 18,176 projected cases<br>Projection upper CI: 117,921 cases<br>"
2020-04-20,mod_3,38465,242996,No intervention,solid,Apr 20,"38,465","242,996",FALSE,"Apr 20: 38,465 projected cases<br>Projection upper CI: 242,996 cases<br>"
2020-04-20,mod_4,9826,67267,Lockdown with moderate return,solid,Apr 20,"9,826","67,267",TRUE,"Apr 20: 9,826 projected cases<br>Projection upper CI: 67,267 cases<br>"
2020-04-21,mod_2,20369,132919,Social distancing,solid,Apr 21,"20,369","132,919",FALSE,"Apr 21: 20,369 projected cases<br>Projection upper CI: 132,919 cases<br>"
2020-04-21,mod_3,47956,303340,No intervention,solid,Apr 21,"47,956","303,340",FALSE,"Apr 21: 47,956 projected cases<br>Projection upper CI: 303,340 cases<br>"
2020-04-21,mod_4,10088,69038,Lockdown with moderate return,solid,Apr 21,"10,088","69,038",TRUE,"Apr 21: 10,088 projected cases<br>Projection upper CI: 69,038 cases<br>"
2020-04-22,mod_2,22949,150844,Social distancing,solid,Apr 22,"22,949","150,844",FALSE,"Apr 22: 22,949 projected cases<br>Projection upper CI: 150,844 cases<br>"
2020-04-22,mod_3,60570,385956,No intervention,solid,Apr 22,"60,570","385,956",FALSE,"Apr 22: 60,570 projected cases<br>Projection upper CI: 385,956 cases<br>"
2020-04-22,mod_4,10345,71379,Lockdown with moderate return,solid,Apr 22,"10,345","71,379",TRUE,"Apr 22: 10,345 projected cases<br>Projection upper CI: 71,379 cases<br>"
2020-04-23,mod_2,26021,171711,Social distancing,solid,Apr 23,"26,021","171,711",FALSE,"Apr 23: 26,021 projected cases<br>Projection upper CI: 171,711 cases<br>"
2020-04-23,mod_3,77387,493297,No intervention,solid,Apr 23,"77,387","493,297",FALSE,"Apr 23: 77,387 projected cases<br>Projection upper CI: 493,297 cases<br>"
2020-04-23,mod_4,10597,73798,Lockdown with moderate return,solid,Apr 23,"10,597","73,798",TRUE,"Apr 23: 10,597 projected cases<br>Projection upper CI: 73,798 cases<br>"
2020-04-24,mod_2,29718,195600,Social distancing,solid,Apr 24,"29,718","195,600",FALSE,"Apr 24: 29,718 projected cases<br>Projection upper CI: 195,600 cases<br>"
2020-04-24,mod_3,99751,638317,No intervention,solid,Apr 24,"99,751","638,317",FALSE,"Apr 24: 99,751 projected cases<br>Projection upper CI: 638,317 cases<br>"
2020-04-24,mod_4,10857,75753,Lockdown with moderate return,solid,Apr 24,"10,857","75,753",TRUE,"Apr 24: 10,857 projected cases<br>Projection upper CI: 75,753 cases<br>"
2020-04-25,mod_2,34179,226246,Social distancing,solid,Apr 25,"34,179","226,246",FALSE,"Apr 25: 34,179 projected cases<br>Projection upper CI: 226,246 cases<br>"
2020-04-25,mod_3,129245,821260,No intervention,solid,Apr 25,"129,245","821,260",FALSE,"Apr 25: 129,245 projected cases<br>Projection upper CI: 821,260 cases<br>"
2020-04-25,mod_4,11114,78582,Lockdown with moderate return,solid,Apr 25,"11,114","78,582",TRUE,"Apr 25: 11,114 projected cases<br>Projection upper CI: 78,582 cases<br>"
2020-04-26,mod_2,39626,261434,Social distancing,solid,Apr 26,"39,626","261,434",FALSE,"Apr 26: 39,626 projected cases<br>Projection upper CI: 261,434 cases<br>"
2020-04-26,mod_3,167676,1059332,No intervention,solid,Apr 26,"167,676","1,059,332",FALSE,"Apr 26: 167,676 projected cases<br>Projection upper CI: 1,059,332 cases<br>"
2020-04-26,mod_4,11364,80462,Lockdown with moderate return,solid,Apr 26,"11,364","80,462",TRUE,"Apr 26: 11,364 projected cases<br>Projection upper CI: 80,462 cases<br>"
2020-04-27,mod_2,46297,302132,Social distancing,solid,Apr 27,"46,297","302,132",FALSE,"Apr 27: 46,297 projected cases<br>Projection upper CI: 302,132 cases<br>"
2020-04-27,mod_3,216950,1376999,No intervention,solid,Apr 27,"216,950","1,376,999",FALSE,"Apr 27: 216,950 projected cases<br>Projection upper CI: 1,376,999 cases<br>"
2020-04-27,mod_4,11609,82584,Lockdown with moderate return,solid,Apr 27,"11,609","82,584",TRUE,"Apr 27: 11,609 projected cases<br>Projection upper CI: 82,584 cases<br>"
2020-04-28,mod_2,54483,349755,Social distancing,solid,Apr 28,"54,483","349,755",FALSE,"Apr 28: 54,483 projected cases<br>Projection upper CI: 349,755 cases<br>"
2020-04-28,mod_3,279052,1790018,No intervention,solid,Apr 28,"279,052","1,790,018",FALSE,"Apr 28: 279,052 projected cases<br>Projection upper CI: 1,790,018 cases<br>"
2020-04-28,mod_4,11848,84413,Lockdown with moderate return,solid,Apr 28,"11,848","84,413",TRUE,"Apr 28: 11,848 projected cases<br>Projection upper CI: 84,413 cases<br>"
2020-04-29,mod_2,64561,407858,Social distancing,solid,Apr 29,"64,561","407,858",FALSE,"Apr 29: 64,561 projected cases<br>Projection upper CI: 407,858 cases<br>"
2020-04-29,mod_3,356053,2334050,No intervention,solid,Apr 29,"356,053","2,334,050",FALSE,"Apr 29: 356,053 projected cases<br>Projection upper CI: 2,334,050 cases<br>"
2020-04-29,mod_4,12085,86569,Lockdown with moderate return,solid,Apr 29,"12,085","86,569",TRUE,"Apr 29: 12,085 projected cases<br>Projection upper CI: 86,569 cases<br>"
2020-04-30,mod_2,76944,478880,Social distancing,solid,Apr 30,"76,944","478,880",FALSE,"Apr 30: 76,944 projected cases<br>Projection upper CI: 478,880 cases<br>"
2020-04-30,mod_3,449722,3034320,No intervention,solid,Apr 30,"449,722","3,034,320",FALSE,"Apr 30: 449,722 projected cases<br>Projection upper CI: 3,034,320 cases<br>"
2020-04-30,mod_4,12350,89776,Lockdown with moderate return,solid,Apr 30,"12,350","89,776",TRUE,"Apr 30: 12,350 projected cases<br>Projection upper CI: 89,776 cases<br>"
