Date	dateymd	State	Cases	Deaths	Recovered	Name
2020-11-10	2020-11-10	dn	2596	2	2395	Dadra and Nagar Haveli
2020-11-11	2020-11-11	dn	2596	2	2397	Dadra and Nagar Haveli
2020-11-12	2020-11-12	dn	2599	2	2397	Dadra and Nagar Haveli
2020-11-13	2020-11-13	dn	2602	2	2400	Dadra and Nagar Haveli
2020-11-14	2020-11-14	dn	2606	2	2403	Dadra and Nagar Haveli
2020-11-15	2020-11-15	dn	2612	2	2407	Dadra and Nagar Haveli
2020-11-16	2020-11-16	dn	2615	2	2409	Dadra and Nagar Haveli
2020-11-17	2020-11-17	dn	2618	2	2410	Dadra and Nagar Haveli
2020-11-18	2020-11-18	dn	2626	2	2410	Dadra and Nagar Haveli
2020-11-19	2020-11-19	dn	2628	2	2410	Dadra and Nagar Haveli
2020-11-20	2020-11-20	dn	2637	2	2411	Dadra and Nagar Haveli
2020-11-21	2020-11-21	dn	2638	2	2412	Dadra and Nagar Haveli
2020-11-22	2020-11-22	dn	2642	2	2416	Dadra and Nagar Haveli
2020-11-23	2020-11-23	dn	2646	2	2419	Dadra and Nagar Haveli
2020-11-24	2020-11-24	dn	2646	2	2422	Dadra and Nagar Haveli
2020-11-25	2020-11-25	dn	2648	2	2426	Dadra and Nagar Haveli
2020-11-26	2020-11-26	dn	2649	2	2429	Dadra and Nagar Haveli
2020-11-27	2020-11-27	dn	2651	2	2437	Dadra and Nagar Haveli
2020-11-28	2020-11-28	dn	2651	2	2441	Dadra and Nagar Haveli
2020-11-29	2020-11-29	dn	2653	2	2444	Dadra and Nagar Haveli
2020-11-30	2020-11-30	dn	2653	2	2450	Dadra and Nagar Haveli
2020-12-01	2020-12-01	dn	2655	2	2453	Dadra and Nagar Haveli
2020-12-02	2020-12-02	dn	2659	2	2458	Dadra and Nagar Haveli
2020-12-03	2020-12-03	dn	2659	2	2459	Dadra and Nagar Haveli
2020-12-04	2020-12-04	dn	2659	2	2461	Dadra and Nagar Haveli
2020-12-05	2020-12-05	dn	2661	2	2462	Dadra and Nagar Haveli
2020-12-06	2020-12-06	dn	2662	2	2463	Dadra and Nagar Haveli
2020-12-07	2020-12-07	dn	2666	2	2464	Dadra and Nagar Haveli
2020-12-08	2020-12-08	dn	2671	2	2466	Dadra and Nagar Haveli
2020-12-09	2020-12-09	dn	2674	2	2466	Dadra and Nagar Haveli
2020-12-10	2020-12-10	dn	2674	2	2467	Dadra and Nagar Haveli
2020-12-11	2020-12-11	dn	2675	2	2470	Dadra and Nagar Haveli
2020-12-12	2020-12-12	dn	2675	2	2472	Dadra and Nagar Haveli
2020-12-13	2020-12-13	dn	2675	2	2472	Dadra and Nagar Haveli
2020-12-14	2020-12-14	dn	2675	2	2473	Dadra and Nagar Haveli
2020-12-15	2020-12-15	dn	2675	2	2473	Dadra and Nagar Haveli
2020-12-16	2020-12-16	dn	2676	2	2477	Dadra and Nagar Haveli
2020-12-17	2020-12-17	dn	2677	2	2479	Dadra and Nagar Haveli
2020-12-18	2020-12-18	dn	2678	2	2485	Dadra and Nagar Haveli
2020-12-19	2020-12-19	dn	2679	2	2487	Dadra and Nagar Haveli
2020-12-20	2020-12-20	dn	2679	2	2488	Dadra and Nagar Haveli
2020-12-21	2020-12-21	dn	2679	2	2488	Dadra and Nagar Haveli
2020-12-22	2020-12-22	dn	2680	2	2488	Dadra and Nagar Haveli
2020-12-23	2020-12-23	dn	2680	2	2488	Dadra and Nagar Haveli
2020-12-24	2020-12-24	dn	2682	2	2488	Dadra and Nagar Haveli
2020-12-25	2020-12-25	dn	2684	2	2488	Dadra and Nagar Haveli
2020-12-26	2020-12-26	dn	2685	2	2490	Dadra and Nagar Haveli
2020-12-27	2020-12-27	dn	2686	2	2491	Dadra and Nagar Haveli
2020-12-28	2020-12-28	dn	2687	2	2491	Dadra and Nagar Haveli
2020-03-15	2020-03-15	ga	0	0	0	Goa
2020-03-16	2020-03-16	ga	0	0	0	Goa
2020-03-17	2020-03-17	ga	0	0	0	Goa
2020-03-18	2020-03-18	ga	0	0	0	Goa
2020-03-19	2020-03-19	ga	0	0	0	Goa
2020-03-20	2020-03-20	ga	0	0	0	Goa
2020-03-21	2020-03-21	ga	0	0	0	Goa
2020-03-22	2020-03-22	ga	0	0	0	Goa
2020-03-23	2020-03-23	ga	0	0	0	Goa
2020-03-24	2020-03-24	ga	0	0	0	Goa
2020-03-25	2020-03-25	ga	3	0	0	Goa
2020-03-26	2020-03-26	ga	3	0	0	Goa
2020-03-27	2020-03-27	ga	3	0	0	Goa
2020-03-28	2020-03-28	ga	3	0	0	Goa
2020-03-29	2020-03-29	ga	5	0	0	Goa
2020-03-30	2020-03-30	ga	5	0	0	Goa
2020-03-31	2020-03-31	ga	5	0	0	Goa
2020-04-01	2020-04-01	ga	5	0	0	Goa
2020-04-02	2020-04-02	ga	5	0	0	Goa
2020-04-03	2020-04-03	ga	6	0	0	Goa
2020-04-04	2020-04-04	ga	7	0	0	Goa
2020-04-05	2020-04-05	ga	7	0	0	Goa
2020-04-06	2020-04-06	ga	7	0	0	Goa
2020-04-07	2020-04-07	ga	7	0	0	Goa
2020-04-08	2020-04-08	ga	7	0	0	Goa
2020-04-09	2020-04-09	ga	7	0	0	Goa
2020-04-10	2020-04-10	ga	7	0	1	Goa
2020-04-11	2020-04-11	ga	7	0	5	Goa
2020-04-12	2020-04-12	ga	7	0	5	Goa
2020-04-13	2020-04-13	ga	7	0	5	Goa
2020-04-14	2020-04-14	ga	7	0	5	Goa
2020-04-15	2020-04-15	ga	7	0	6	Goa
2020-04-16	2020-04-16	ga	7	0	6	Goa
2020-04-17	2020-04-17	ga	7	0	6	Goa
2020-04-18	2020-04-18	ga	7	0	6	Goa
2020-04-19	2020-04-19	ga	7	0	7	Goa
2020-04-20	2020-04-20	ga	7	0	7	Goa
2020-04-21	2020-04-21	ga	7	0	7	Goa
2020-04-22	2020-04-22	ga	7	0	7	Goa
2020-04-23	2020-04-23	ga	7	0	7	Goa
2020-04-24	2020-04-24	ga	7	0	7	Goa
2020-04-25	2020-04-25	ga	7	0	7	Goa
2020-04-26	2020-04-26	ga	7	0	7	Goa
2020-04-27	2020-04-27	ga	7	0	7	Goa
2020-04-28	2020-04-28	ga	7	0	7	Goa
2020-04-29	2020-04-29	ga	7	0	7	Goa
2020-04-30	2020-04-30	ga	7	0	7	Goa
2020-05-01	2020-05-01	ga	7	0	7	Goa
2020-05-02	2020-05-02	ga	7	0	7	Goa
2020-05-03	2020-05-03	ga	7	0	7	Goa
2020-05-04	2020-05-04	ga	7	0	7	Goa
2020-05-05	2020-05-05	ga	7	0	7	Goa
2020-05-06	2020-05-06	ga	7	0	7	Goa
2020-05-07	2020-05-07	ga	7	0	7	Goa
2020-05-08	2020-05-08	ga	7	0	7	Goa
2020-05-09	2020-05-09	ga	7	0	7	Goa
2020-05-10	2020-05-10	ga	7	0	7	Goa
2020-05-11	2020-05-11	ga	7	0	7	Goa
2020-05-12	2020-05-12	ga	7	0	7	Goa
2020-05-13	2020-05-13	ga	7	0	7	Goa
2020-05-14	2020-05-14	ga	15	0	7	Goa
2020-05-15	2020-05-15	ga	15	0	7	Goa
2020-05-16	2020-05-16	ga	20	0	7	Goa
2020-05-17	2020-05-17	ga	29	0	7	Goa
2020-05-18	2020-05-18	ga	38	0	7	Goa
2020-05-19	2020-05-19	ga	46	0	7	Goa
2020-05-20	2020-05-20	ga	50	0	7	Goa
2020-05-21	2020-05-21	ga	52	0	7	Goa
2020-05-22	2020-05-22	ga	54	0	16	Goa
2020-05-23	2020-05-23	ga	55	0	16	Goa
2020-05-24	2020-05-24	ga	66	0	16	Goa
2020-05-25	2020-05-25	ga	67	0	19	Goa
2020-05-26	2020-05-26	ga	67	0	28	Goa
2020-05-27	2020-05-27	ga	68	0	37	Goa
2020-05-28	2020-05-28	ga	69	0	38	Goa
2020-05-29	2020-05-29	ga	69	0	41	Goa
2020-05-30	2020-05-30	ga	70	0	42	Goa
2020-05-31	2020-05-31	ga	71	0	44	Goa
2020-06-01	2020-06-01	ga	73	0	50	Goa
2020-06-02	2020-06-02	ga	79	0	57	Goa
2020-06-03	2020-06-03	ga	126	0	57	Goa
2020-06-04	2020-06-04	ga	166	0	57	Goa
2020-06-05	2020-06-05	ga	196	0	65	Goa
2020-06-06	2020-06-06	ga	267	0	65	Goa
2020-06-07	2020-06-07	ga	300	0	65	Goa
2020-06-08	2020-06-08	ga	330	0	67	Goa
2020-06-09	2020-06-09	ga	359	0	67	Goa
2020-06-10	2020-06-10	ga	387	0	67	Goa
2020-06-11	2020-06-11	ga	417	0	67	Goa
2020-06-12	2020-06-12	ga	463	0	69	Goa
2020-06-13	2020-06-13	ga	523	0	70	Goa
2020-06-14	2020-06-14	ga	564	0	74	Goa
2020-06-15	2020-06-15	ga	592	0	85	Goa
2020-06-16	2020-06-16	ga	629	0	85	Goa
2020-06-17	2020-06-17	ga	656	0	96	Goa
2020-06-18	2020-06-18	ga	705	0	109	Goa
2020-06-19	2020-06-19	ga	725	0	118	Goa
2020-06-20	2020-06-20	ga	754	0	129	Goa
2020-06-21	2020-06-21	ga	818	0	135	Goa
2020-06-22	2020-06-22	ga	864	1	152	Goa
2020-06-23	2020-06-23	ga	909	2	205	Goa
2020-06-24	2020-06-24	ga	951	2	289	Goa
2020-06-25	2020-06-25	ga	995	2	335	Goa
2020-06-26	2020-06-26	ga	1039	2	370	Goa
2020-06-27	2020-06-27	ga	1128	2	420	Goa
2020-06-28	2020-06-28	ga	1198	3	478	Goa
2020-06-29	2020-06-29	ga	1251	3	524	Goa
2020-06-30	2020-06-30	ga	1315	3	596	Goa
2020-07-01	2020-07-01	ga	1387	4	670	Goa
2020-07-02	2020-07-02	ga	1482	4	734	Goa
2020-07-03	2020-07-03	ga	1576	4	772	Goa
2020-07-04	2020-07-04	ga	1684	6	825	Goa
2020-07-05	2020-07-05	ga	1761	7	936	Goa
2020-07-06	2020-07-06	ga	1813	7	1061	Goa
2020-07-07	2020-07-07	ga	1903	8	1156	Goa
2020-07-08	2020-07-08	ga	2039	8	1207	Goa
2020-07-09	2020-07-09	ga	2151	9	1273	Goa
2020-07-10	2020-07-10	ga	2251	9	1347	Goa
2020-07-11	2020-07-11	ga	2368	12	1428	Goa
2020-07-12	2020-07-12	ga	2453	14	1487	Goa
2020-07-13	2020-07-13	ga	2583	17	1540	Goa
2020-07-14	2020-07-14	ga	2753	18	1607	Goa
2020-07-15	2020-07-15	ga	2951	18	1674	Goa
2020-07-16	2020-07-16	ga	3108	19	1817	Goa
2020-07-17	2020-07-17	ga	3304	21	1946	Goa
2020-07-18	2020-07-18	ga	3484	21	2038	Goa
2020-07-19	2020-07-19	ga	3657	22	2218	Goa
2020-07-20	2020-07-20	ga	3853	23	2361	Goa
2020-07-21	2020-07-21	ga	4027	26	2449	Goa
2020-07-22	2020-07-22	ga	4176	28	2541	Goa
2020-07-23	2020-07-23	ga	4350	29	2655	Goa
2020-07-24	2020-07-24	ga	4540	29	2865	Goa
2020-07-25	2020-07-25	ga	4686	33	3047	Goa
2020-07-26	2020-07-26	ga	4861	35	3277	Goa
2020-07-27	2020-07-27	ga	5119	36	3410	Goa
2020-07-28	2020-07-28	ga	5287	36	3595	Goa
2020-07-29	2020-07-29	ga	5489	39	3784	Goa
2020-07-30	2020-07-30	ga	5704	42	4005	Goa
2020-07-31	2020-07-31	ga	5913	45	4211	Goa
2020-08-01	2020-08-01	ga	6193	48	4438	Goa
2020-08-02	2020-08-02	ga	6530	53	4668	Goa
2020-08-03	2020-08-03	ga	6816	56	4876	Goa
2020-08-04	2020-08-04	ga	7075	60	5114	Goa
2020-08-05	2020-08-05	ga	7423	64	5287	Goa
2020-08-06	2020-08-06	ga	7614	66	5453	Goa
2020-08-07	2020-08-07	ga	7947	70	5595	Goa
2020-08-08	2020-08-08	ga	8206	72	5802	Goa
2020-08-09	2020-08-09	ga	8712	75	5995	Goa
2020-08-10	2020-08-10	ga	9029	80	6208	Goa
2020-08-11	2020-08-11	ga	9444	86	6480	Goa
2020-08-12	2020-08-12	ga	9924	89	6641	Goa
2020-08-13	2020-08-13	ga	10494	91	6912	Goa
2020-08-14	2020-08-14	ga	10970	93	7157	Goa
2020-08-15	2020-08-15	ga	11339	98	7488	Goa
2020-08-16	2020-08-16	ga	11639	104	7775	Goa
2020-08-17	2020-08-17	ga	11994	111	8058	Goa
2020-08-18	2020-08-18	ga	12333	116	8356	Goa
2020-08-19	2020-08-19	ga	12675	124	8713	Goa
2020-08-20	2020-08-20	ga	13099	126	9063	Goa
2020-08-21	2020-08-21	ga	13484	135	9540	Goa
2020-08-22	2020-08-22	ga	13790	140	10019	Goa
2020-08-23	2020-08-23	ga	13999	144	10472	Goa
2020-08-24	2020-08-24	ga	14138	148	10909	Goa
2020-08-25	2020-08-25	ga	14530	157	11224	Goa
2020-08-26	2020-08-26	ga	15027	165	11511	Goa
2020-08-27	2020-08-27	ga	15483	171	11867	Goa
2020-08-28	2020-08-28	ga	16006	175	12296	Goa
2020-08-29	2020-08-29	ga	16553	178	12729	Goa
2020-08-30	2020-08-30	ga	17004	183	13186	Goa
2020-08-31	2020-08-31	ga	17418	192	13577	Goa
2020-10-01	2020-10-01	ga	17942	204	13977	Goa
2020-10-02	2020-10-02	ga	18455	206	14456	Goa
2020-10-03	2020-10-03	ga	18900	214	14979	Goa
2020-10-04	2020-10-04	ga	19328	220	15485	Goa
2020-10-05	2020-10-05	ga	19719	224	15908	Goa
2020-10-06	2020-10-06	ga	20238	232	16502	Goa
2020-10-07	2020-10-07	ga	20670	241	16896	Goa
2020-10-08	2020-10-08	ga	21102	248	17354	Goa
2020-10-09	2020-10-09	ga	21591	255	17769	Goa
2020-10-10	2020-10-10	ga	21934	263	18229	Goa
2020-10-11	2020-10-11	ga	22366	271	18655	Goa
2020-10-12	2020-10-12	ga	22674	275	19150	Goa
2020-10-13	2020-10-13	ga	23082	278	19704	Goa
2020-10-14	2020-10-14	ga	23438	283	20183	Goa
2020-10-15	2020-10-15	ga	23770	289	20613	Goa
2020-10-16	2020-10-16	ga	24091	295	21062	Goa
2020-10-17	2020-10-17	ga	24400	302	21487	Goa
2020-10-18	2020-10-18	ga	24587	308	21847	Goa
2020-10-19	2020-10-19	ga	24746	313	22366	Goa
2020-10-20	2020-10-20	ga	25031	319	22727	Goa
2020-10-21	2020-10-21	ga	25339	321	23135	Goa
2020-10-22	2020-10-22	ga	25586	328	23483	Goa
2020-10-23	2020-10-23	ga	25813	332	23873	Goa
2020-10-24	2020-10-24	ga	26031	334	24221	Goa
2020-10-25	2020-10-25	ga	26242	340	24542	Goa
2020-10-26	2020-10-26	ga	26532	346	24885	Goa
2020-10-27	2020-10-27	ga	26747	349	25230	Goa
2020-10-28	2020-10-28	ga	26968	356	25426	Goa
2020-10-29	2020-10-29	ga	27201	361	25620	Goa
2020-10-30	2020-10-30	ga	27416	366	25861	Goa
2020-10-31	2020-10-31	ga	27626	368	26130	Goa
2020-11-01	2020-11-01	ga	27768	373	26367	Goa
2020-11-02	2020-11-02	ga	27954	380	26575	Goa
2020-11-03	2020-11-03	ga	28189	382	26814	Goa
2020-11-04	2020-11-04	ga	28372	390	27063	Goa
2020-11-05	2020-11-05	ga	28544	394	27301	Goa
2020-11-06	2020-11-06	ga	28747	397	27508	Goa
2020-11-07	2020-11-07	ga	28916	405	27691	Goa
2020-11-08	2020-11-08	ga	29065	407	27898	Goa
2020-11-09	2020-11-09	ga	29209	411	28130	Goa
2020-11-10	2020-11-10	ga	29389	415	28329	Goa
2020-11-11	2020-11-11	ga	29498	420	28481	Goa
2020-11-12	2020-11-12	ga	29605	420	28673	Goa
2020-11-13	2020-11-13	ga	29761	422	28840	Goa
2020-11-14	2020-11-14	ga	29845	423	28985	Goa
2020-11-15	2020-11-15	ga	29903	426	29108	Goa
2020-11-16	2020-11-16	ga	30028	427	29393	Goa
2020-11-17	2020-11-17	ga	30182	431	29584	Goa
2020-11-18	2020-11-18	ga	30344	434	29762	Goa
2020-11-19	2020-11-19	ga	30480	434	29919	Goa
2020-11-20	2020-11-20	ga	30632	436	30117	Goa
2020-11-21	2020-11-21	ga	30748	439	30264	Goa
2020-11-22	2020-11-22	ga	30826	441	30431	Goa
2020-11-23	2020-11-23	ga	30901	441	30535	Goa
2020-11-24	2020-11-24	ga	31068	443	30620	Goa
2020-11-25	2020-11-25	ga	31193	447	30681	Goa
2020-11-26	2020-11-26	ga	31341	449	30792	Goa
2020-11-27	2020-11-27	ga	31491	450	30944	Goa
2020-11-28	2020-11-28	ga	31689	450	31107	Goa
2020-11-29	2020-11-29	ga	31804	451	31242	Goa
2020-11-30	2020-11-30	ga	31963	452	31392	Goa
2020-12-01	2020-12-01	ga	32124	454	31520	Goa
2020-12-02	2020-12-02	ga	32241	457	31584	Goa
2020-12-03	2020-12-03	ga	32365	460	31703	Goa
2020-12-04	2020-12-04	ga	32459	460	31827	Goa
2020-12-05	2020-12-05	ga	32574	461	31945	Goa
2020-12-06	2020-12-06	ga	32686	462	32076	Goa
2020-12-07	2020-12-07	ga	32776	465	32230	Goa
2020-12-08	2020-12-08	ga	32935	465	32376	Goa
2020-12-09	2020-12-09	ga	33036	467	32508	Goa
2020-12-10	2020-12-10	ga	33131	467	32667	Goa
2020-12-11	2020-12-11	ga	33235	467	32797	Goa
2020-12-12	2020-12-12	ga	33305	469	32941	Goa
2020-12-13	2020-12-13	ga	33362	470	33042	Goa
2020-12-14	2020-12-14	ga	33474	471	33189	Goa
2020-12-15	2020-12-15	ga	33566	474	33313	Goa
2020-12-16	2020-12-16	ga	33657	477	33417	Goa
2020-12-17	2020-12-17	ga	33745	480	33506	Goa
2020-12-18	2020-12-18	ga	33849	482	33622	Goa
2020-12-19	2020-12-19	ga	33976	482	33732	Goa
2020-12-20	2020-12-20	ga	34064	485	33823	Goa
2020-12-21	2020-12-21	ga	34143	487	33931	Goa
2020-12-22	2020-12-22	ga	34239	489	34019	Goa
2020-12-23	2020-12-23	ga	34364	491	34089	Goa
2020-12-24	2020-12-24	ga	34454	492	34177	Goa
2020-12-25	2020-12-25	ga	34534	492	34278	Goa
2020-12-26	2020-12-26	ga	34595	495	34365	Goa
2020-12-27	2020-12-27	ga	34667	495	34444	Goa
2020-12-28	2020-12-28	ga	34772	498	34535	Goa
2020-03-15	2020-03-15	gj	0	0	0	Gujarat
2020-03-16	2020-03-16	gj	0	0	0	Gujarat
2020-03-17	2020-03-17	gj	0	0	0	Gujarat
2020-03-18	2020-03-18	gj	0	0	0	Gujarat
2020-03-19	2020-03-19	gj	2	0	0	Gujarat
2020-03-20	2020-03-20	gj	7	0	0	Gujarat
2020-03-21	2020-03-21	gj	14	0	0	Gujarat
2020-03-22	2020-03-22	gj	18	1	0	Gujarat
2020-03-23	2020-03-23	gj	30	1	0	Gujarat
2020-03-24	2020-03-24	gj	34	1	0	Gujarat
2020-03-25	2020-03-25	gj	38	1	0	Gujarat
2020-03-26	2020-03-26	gj	43	3	0	Gujarat
2020-03-27	2020-03-27	gj	47	3	0	Gujarat
2020-03-28	2020-03-28	gj	55	4	0	Gujarat
2020-03-29	2020-03-29	gj	63	5	1	Gujarat
2020-03-30	2020-03-30	gj	70	6	3	Gujarat
2020-03-31	2020-03-31	gj	74	6	5	Gujarat
2020-04-01	2020-04-01	gj	87	6	5	Gujarat
2020-04-02	2020-04-02	gj	88	7	10	Gujarat
2020-04-03	2020-04-03	gj	95	9	10	Gujarat
2020-04-04	2020-04-04	gj	108	10	13	Gujarat
2020-04-05	2020-04-05	gj	128	11	21	Gujarat
2020-04-06	2020-04-06	gj	146	12	22	Gujarat
2020-04-07	2020-04-07	gj	175	14	25	Gujarat
2020-04-08	2020-04-08	gj	186	16	25	Gujarat
2020-04-09	2020-04-09	gj	262	18	26	Gujarat
2020-04-10	2020-04-10	gj	378	19	33	Gujarat
2020-04-11	2020-04-11	gj	468	22	44	Gujarat
2020-04-12	2020-04-12	gj	516	24	44	Gujarat
2020-04-13	2020-04-13	gj	572	26	54	Gujarat
2020-04-14	2020-04-14	gj	650	28	59	Gujarat
2020-04-15	2020-04-15	gj	766	33	64	Gujarat
2020-04-16	2020-04-16	gj	929	36	73	Gujarat
2020-04-17	2020-04-17	gj	1099	41	86	Gujarat
2020-04-18	2020-04-18	gj	1376	53	93	Gujarat
2020-04-19	2020-04-19	gj	1743	63	105	Gujarat
2020-04-20	2020-04-20	gj	1939	71	131	Gujarat
2020-04-21	2020-04-21	gj	2178	90	139	Gujarat
2020-04-22	2020-04-22	gj	2407	103	179	Gujarat
2020-04-23	2020-04-23	gj	2624	112	258	Gujarat
2020-04-24	2020-04-24	gj	2815	127	265	Gujarat
2020-04-25	2020-04-25	gj	3071	133	282	Gujarat
2020-04-26	2020-04-26	gj	3301	151	313	Gujarat
2020-04-27	2020-04-27	gj	3548	162	394	Gujarat
2020-04-28	2020-04-28	gj	3774	181	434	Gujarat
2020-04-29	2020-04-29	gj	4082	197	527	Gujarat
2020-04-30	2020-04-30	gj	4395	214	613	Gujarat
2020-05-01	2020-05-01	gj	4721	236	736	Gujarat
2020-05-02	2020-05-02	gj	5054	262	896	Gujarat
2020-05-03	2020-05-03	gj	5428	290	1042	Gujarat
2020-05-04	2020-05-04	gj	5804	319	1195	Gujarat
2020-05-05	2020-05-05	gj	6245	368	1381	Gujarat
2020-05-06	2020-05-06	gj	6625	396	1500	Gujarat
2020-05-07	2020-05-07	gj	7013	425	1709	Gujarat
2020-05-08	2020-05-08	gj	7403	449	1872	Gujarat
2020-05-09	2020-05-09	gj	7797	472	2091	Gujarat
2020-05-10	2020-05-10	gj	8195	493	2545	Gujarat
2020-05-11	2020-05-11	gj	8542	513	2780	Gujarat
2020-05-12	2020-05-12	gj	8904	537	3246	Gujarat
2020-05-13	2020-05-13	gj	9268	566	3562	Gujarat
2020-05-14	2020-05-14	gj	9592	586	3753	Gujarat
2020-05-15	2020-05-15	gj	9932	606	4035	Gujarat
2020-05-16	2020-05-16	gj	10989	625	4308	Gujarat
2020-05-17	2020-05-17	gj	11380	659	4499	Gujarat
2020-05-18	2020-05-18	gj	11746	694	4804	Gujarat
2020-05-19	2020-05-19	gj	12141	719	5043	Gujarat
2020-05-20	2020-05-20	gj	12539	749	5219	Gujarat
2020-05-21	2020-05-21	gj	12910	773	5488	Gujarat
2020-05-22	2020-05-22	gj	13273	802	5880	Gujarat
2020-05-23	2020-05-23	gj	13669	829	6169	Gujarat
2020-05-24	2020-05-24	gj	14063	858	6412	Gujarat
2020-05-25	2020-05-25	gj	14468	888	6636	Gujarat
2020-05-26	2020-05-26	gj	14829	915	7137	Gujarat
2020-05-27	2020-05-27	gj	15205	938	7547	Gujarat
2020-05-28	2020-05-28	gj	15572	960	8001	Gujarat
2020-05-29	2020-05-29	gj	15944	980	8609	Gujarat
2020-05-30	2020-05-30	gj	16356	1007	9230	Gujarat
2020-05-31	2020-05-31	gj	16794	1038	9919	Gujarat
2020-06-01	2020-06-01	gj	17217	1063	10780	Gujarat
2020-06-02	2020-06-02	gj	17632	1092	11894	Gujarat
2020-06-03	2020-06-03	gj	18117	1122	12212	Gujarat
2020-06-04	2020-06-04	gj	18609	1155	12667	Gujarat
2020-06-05	2020-06-05	gj	19119	1190	13011	Gujarat
2020-06-06	2020-06-06	gj	19617	1219	13324	Gujarat
2020-06-07	2020-06-07	gj	20097	1249	13643	Gujarat
2020-06-08	2020-06-08	gj	20574	1280	13964	Gujarat
2020-06-09	2020-06-09	gj	21044	1313	14373	Gujarat
2020-06-10	2020-06-10	gj	21554	1347	14743	Gujarat
2020-06-11	2020-06-11	gj	22067	1385	15109	Gujarat
2020-06-12	2020-06-12	gj	22562	1416	15501	Gujarat
2020-06-13	2020-06-13	gj	23079	1449	15891	Gujarat
2020-06-14	2020-06-14	gj	23590	1478	16333	Gujarat
2020-06-15	2020-06-15	gj	24104	1506	16672	Gujarat
2020-06-16	2020-06-16	gj	24628	1534	17090	Gujarat
2020-06-17	2020-06-17	gj	25148	1561	17438	Gujarat
2020-06-18	2020-06-18	gj	25658	1592	17827	Gujarat
2020-06-19	2020-06-19	gj	26198	1619	18167	Gujarat
2020-06-20	2020-06-20	gj	26737	1639	18702	Gujarat
2020-06-21	2020-06-21	gj	27317	1664	19357	Gujarat
2020-06-22	2020-06-22	gj	27880	1685	19917	Gujarat
2020-06-23	2020-06-23	gj	28429	1711	20521	Gujarat
2020-06-24	2020-06-24	gj	29001	1736	21096	Gujarat
2020-06-25	2020-06-25	gj	29578	1754	21506	Gujarat
2020-06-26	2020-06-26	gj	30158	1772	22038	Gujarat
2020-06-27	2020-06-27	gj	30773	1790	22417	Gujarat
2020-06-28	2020-06-28	gj	31397	1809	22808	Gujarat
2020-06-29	2020-06-29	gj	32023	1828	23248	Gujarat
2020-06-30	2020-06-30	gj	32643	1848	23670	Gujarat
2020-07-01	2020-07-01	gj	33318	1869	24038	Gujarat
2020-07-02	2020-07-02	gj	33999	1888	24601	Gujarat
2020-07-03	2020-07-03	gj	34686	1906	24941	Gujarat
2020-07-04	2020-07-04	gj	35398	1927	25414	Gujarat
2020-07-05	2020-07-05	gj	36123	1945	25900	Gujarat
2020-07-06	2020-07-06	gj	36858	1962	26323	Gujarat
2020-07-07	2020-07-07	gj	37636	1979	26744	Gujarat
2020-07-08	2020-07-08	gj	38419	1995	27313	Gujarat
2020-07-09	2020-07-09	gj	39280	2010	27742	Gujarat
2020-07-10	2020-07-10	gj	40155	2024	28183	Gujarat
2020-07-11	2020-07-11	gj	41027	2034	28685	Gujarat
2020-07-12	2020-07-12	gj	41906	2047	29198	Gujarat
2020-07-13	2020-07-13	gj	42808	2057	29806	Gujarat
2020-07-14	2020-07-14	gj	43723	2071	30555	Gujarat
2020-07-15	2020-07-15	gj	44648	2081	31346	Gujarat
2020-07-16	2020-07-16	gj	45567	2091	32174	Gujarat
2020-07-17	2020-07-17	gj	46516	2108	32944	Gujarat
2020-07-18	2020-07-18	gj	47476	2127	34006	Gujarat
2020-07-19	2020-07-19	gj	48441	2147	34883	Gujarat
2020-07-20	2020-07-20	gj	49439	2167	35660	Gujarat
2020-07-21	2020-07-21	gj	50465	2201	36404	Gujarat
2020-07-22	2020-07-22	gj	51485	2229	37241	Gujarat
2020-07-23	2020-07-23	gj	52563	2257	37959	Gujarat
2020-07-24	2020-07-24	gj	53631	2283	38831	Gujarat
2020-07-25	2020-07-25	gj	54712	2305	39613	Gujarat
2020-07-26	2020-07-26	gj	55822	2326	40366	Gujarat
2020-07-27	2020-07-27	gj	56874	2348	41381	Gujarat
2020-07-28	2020-07-28	gj	57982	2372	42413	Gujarat
2020-07-29	2020-07-29	gj	59126	2396	43196	Gujarat
2020-07-30	2020-07-30	gj	60285	2418	44075	Gujarat
2020-07-31	2020-07-31	gj	61438	2440	44908	Gujarat
2020-08-01	2020-08-01	gj	62574	2464	45783	Gujarat
2020-08-02	2020-08-02	gj	63675	2486	46588	Gujarat
2020-08-03	2020-08-03	gj	64684	2508	47562	Gujarat
2020-08-04	2020-08-04	gj	65704	2533	48460	Gujarat
2020-08-05	2020-08-05	gj	66777	2556	49506	Gujarat
2020-08-06	2020-08-06	gj	67811	2583	50423	Gujarat
2020-08-07	2020-08-07	gj	68885	2605	51793	Gujarat
2020-08-08	2020-08-08	gj	69986	2628	52928	Gujarat
2020-08-09	2020-08-09	gj	71064	2653	54239	Gujarat
2020-08-10	2020-08-10	gj	72120	2673	55377	Gujarat
2020-08-11	2020-08-11	gj	73238	2696	56517	Gujarat
2020-08-12	2020-08-12	gj	74390	2714	57494	Gujarat
2020-08-13	2020-08-13	gj	75482	2732	58540	Gujarat
2020-08-14	2020-08-14	gj	76569	2747	59623	Gujarat
